,g_song_id,writer_id,writer_name
147,150231,1075,Trae tha Truth
148,150263,944,Marvin Gaye
149,150278,557242,Anna Gordy Gaye
150,150278,944,Marvin Gaye
151,150278,557329,James Nyx Jr.
152,150278,557331,Elgie Stover
153,150286,1260,Dry
154,150286,13325,Maître Gims
155,150305,944,Marvin Gaye
156,150306,1001645,Aaron Comess
157,150306,111496,Chris Barron
158,150306,1001646,Eric Schenkman
159,150306,664170,Mark White
160,150309,1181,The-Dream
161,150309,2,JAY-Z
162,150313,42536,Bassi Maestro
163,150314,1593756,Horst Christian Simco
164,150322,85,T.I.
165,150322,853,B.o.B
166,150322,49554,Shad da God
167,150322,406,Young Dro
168,150322,1075,Trae tha Truth
169,150322,23681,King Chip
170,150328,14122,Math Hoffa
171,150328,49559,Aye Verb
172,150336,386381,Jonathan King
173,150336,820,Mac Miller
174,150345,11908,Big Time Rush
175,150345,294009,CJ Holland
176,150345,15275,Talay Riley
177,150345,156396,Eric Sanicola
178,150345,7245,Damon Sharpe
179,150356,55869,Niki Randa
180,150356,820,Mac Miller
181,150358,455,Lil B
182,150365,14666,IamSu!
183,150374,684230,Todd Pipes
184,150399,1001614,Denarius Motes
185,150399,1001613,Hasham Hussain
186,150399,2663,JoJo
187,150399,571504,Tasha King
188,150405,16808,Chief Keef
189,150405,13,Gucci Mane
190,150409,70,MF DOOM
191,150426,23665,Kurt Cobain
192,150427,2110,Kutt Calhoun
193,150427,20122,Makzilla
194,150427,2112,Krizz Kaliko
195,150427,506,Tech N9ne
196,150454,65291,Tim Anderson
197,150454,95476,JMan
198,150454,1393,Dizzee Rascal
199,150464,38420,XGangs
200,150464,33738,Bedjik
201,150464,18906,Dadju
202,150464,13325,Maître Gims
203,150469,20503,Young Thug
204,150469,13,Gucci Mane
205,150469,47103,PeeWee Longway
206,150476,1567846,Bart Pursley
207,150476,451360,Rodney Clawson
208,150476,353161,John Rich
209,150476,4790,Big Kenny
210,150477,14857,Ateyaba
211,150481,1194,Soulja Boy
212,150482,1211,Christina Aguilera
213,150482,30420,Linda Perry
214,150482,30795,Bill Bottrell
215,150496,25418,August Alsina
216,150503,49644,Volbeat
217,150503,664303,Michael Poulsen
218,150545,13640,Guizmo
219,150558,628,Pitbull
220,150558,1630,Ciara
221,150558,111,Ludacris
222,150572,26595,Circa Survive
223,150574,26595,Circa Survive
224,150578,26595,Circa Survive
225,150580,26595,Circa Survive
226,150584,26595,Circa Survive
227,150602,26595,Circa Survive
228,150609,26595,Circa Survive
229,150643,13208,Flow (rapper)
230,150643,206,Jae Millz
231,150643,49730,DJ E Feezy
232,150643,86,Birdman
233,150695,21128,Interpol
234,150713,25418,August Alsina
235,150713,249529,Roscoe Dash 2.0
236,150764,36564,Peter Gabriel
237,150784,19249,Kitty Kat
238,150784,13434,Silla
239,150784,12073,Sido
240,150784,12840,Fler
241,150811,13325,Maître Gims
242,150814,1875,H Magnum
243,150814,13325,Maître Gims
244,150816,13325,Maître Gims
245,150817,59598,JR O Crom
246,150817,15788,Black M
247,150817,13325,Maître Gims
248,150818,37482,Maska
249,150818,13325,Maître Gims
250,150819,13325,Maître Gims
251,150820,13325,Maître Gims
252,150822,13325,Maître Gims
253,150826,922,Bob Marley
254,150835,19754,Abou Tall
255,150835,18906,Dadju
256,150835,13325,Maître Gims
257,150838,13325,Maître Gims
258,150839,33739,Dr Bériz
259,150839,51777,Insolent
260,150839,13325,Maître Gims
261,150845,387527,Chad Smith
262,150845,1695,John Frusciante
263,150845,61532,Flea
264,150845,582309,Anthony Kiedis
265,150847,387527,Chad Smith
266,150847,1695,John Frusciante
267,150847,61532,Flea
268,150847,582309,Anthony Kiedis
269,150849,1695,John Frusciante
270,150849,387527,Chad Smith
271,150849,61532,Flea
272,150849,582309,Anthony Kiedis
273,150852,1695,John Frusciante
274,150852,387527,Chad Smith
275,150852,61532,Flea
276,150852,582309,Anthony Kiedis
277,150853,16965,Billy Joel
278,150855,1695,John Frusciante
279,150855,387527,Chad Smith
280,150855,61532,Flea
281,150855,582309,Anthony Kiedis
282,150866,13,Gucci Mane
283,150877,64006,Mitchum Chin
284,150877,675373,Dwayne Chin-quee
285,150877,27679,The Smeezingtons
286,150877,500,Bruno Mars
287,150895,26595,Circa Survive
288,150896,26595,Circa Survive
289,150897,26595,Circa Survive
290,150898,26595,Circa Survive
291,150901,1051278,Sandra Rhodes
292,150901,1008261,Charles Chalmers
293,150902,423093,Craig Jones
294,150902,639361,Sid Wilson
295,150902,639362,Mick Thomson
296,150902,376537,Jim Root
297,150902,782898,Paul Gray
298,150902,343036,Joey Jordison
299,150902,639360,Chris Fehn
300,150902,76299,Shawn Crahan
301,150902,44044,Corey Taylor
302,150906,20442,KC Rebell
303,150907,649699,Ernie Isley
304,150907,2668,Ronald Isley
305,150907,398701,Marvin Isley
306,150907,49856,Rudolph Isley
307,150907,398699,O'Kelly Isley
308,150907,49857,Chris Jasper
309,150917,1273,Kery James
310,150933,132285,Drew Pearson
311,150933,354971,Greg Holden
312,150939,1581,Linkin Park
313,150943,16965,Billy Joel
314,150945,6930,Dave Matthews
315,150950,35816,Pete Seeger
316,150954,22516,Russ
317,150965,1505,Nelly Furtado
318,150965,8491,Rodney Jerkins
319,150967,111,Ludacris
320,151011,922,Bob Marley
321,151018,12936,RiFF RAFF
322,151019,685,"Tyler, The Creator"
323,151019,820,Mac Miller
324,151020,1553,The Alchemist
325,151020,820,Mac Miller
326,151020,12404,Action Bronson
327,151033,21168,Sammy Adams
328,151033,654,Mike Posner
329,151033,1653,Ryan Tedder
330,151033,43735,Noel Zancanella
331,151033,49152,Oren Yoel
332,151035,7922,Logic
333,151035,45794,Sylvan LaCue
334,151040,646415,Wes Scantlin
335,151040,646414,Jimmy Allen
336,151040,646413,Doug Ardito
337,151044,12077,Kollegah
338,151054,27937,Mark Batson
339,151054,27788,India.Arie
340,151054,11165,Shannon Sanders
341,151059,25496,Capital STEEZ
342,151098,816716,Orlando Murden
343,151098,168293,Ron Miller
344,151110,15474,Paul Simon
345,151126,194455,Glenn Danzig
346,151129,1164541,Fred Tomlinson
347,151129,180205,Michael Palin
348,151129,180206,Terry Jones
349,151132,506,Tech N9ne
350,151132,59,2Pac
351,151133,451283,Franne Golde
352,151133,7489,Andrea Martin
353,151133,52117,Dennis Lambert
354,151133,8609,Fantasia
355,151133,567032,Walter Orange
356,151133,46085,Harmony Samuels
357,151135,1695,John Frusciante
358,151135,387527,Chad Smith
359,151135,61532,Flea
360,151135,582309,Anthony Kiedis
361,151141,19217,Vald
362,151145,1695,John Frusciante
363,151145,387527,Chad Smith
364,151145,61532,Flea
365,151145,582309,Anthony Kiedis
366,151150,1695,John Frusciante
367,151150,387527,Chad Smith
368,151150,61532,Flea
369,151150,582309,Anthony Kiedis
370,151159,47589,Lil Dicky
371,151160,2049,Ab-Soul
372,151171,21240,Shel Silverstein
373,151176,23552,Young Scooter
374,151176,13,Gucci Mane
375,151182,27020,Dave Navarro
376,151182,387527,Chad Smith
377,151182,61532,Flea
378,151182,582309,Anthony Kiedis
379,151194,455,Lil B
380,151204,14035,Andy Mineo
381,151204,5153,KB
382,151204,7386,Tedashii
383,151211,47131,PARTYNEXTDOOR
384,151238,412388,Hal David
385,151238,73335,Burt Bacharach
386,151239,12459,Jack White
387,151240,12459,Jack White
388,151241,12459,Jack White
389,151242,12459,Jack White
390,151243,12459,Jack White
391,151244,1009108,Mort Crim
392,151244,12459,Jack White
393,151245,12459,Jack White
394,151246,12459,Jack White
395,151247,12459,Jack White
396,151248,12459,Jack White
397,151251,2049,Ab-Soul
398,151253,1007693,Oliver Sykes
399,151255,1007693,Oliver Sykes
400,151261,27359,Trinidad James
401,151261,27665,Bangladesh
402,151267,16808,Chief Keef
403,151295,5581,P Killer Trackz
404,151295,4399,Waah
405,151295,897104,Rajah Winn
406,151295,77,DMX
407,151313,36436,Joey Purp
408,151313,21091,CJ Fly
409,151313,19317,Natnaiel
410,151313,18814,Vic Mensa
411,151313,41479,Towkio
412,151313,16751,Chance the Rapper
413,151324,12036,Sicknature
414,151324,1780,ILL BILL
415,151324,8844,Sabac
416,151327,31120,Chinza//Fly
417,151327,15369,A$AP Ferg
418,151327,12417,A$AP Rocky
419,151327,1583,French Montana
420,151327,27359,Trinidad James
421,151327,11353,ScHoolboy Q
422,151336,60906,Snugsworth
423,151336,1115887,Matthew Washington
424,151336,1115886,Curtis Samuel
425,151336,32029,Hector Delgado
426,151336,12417,A$AP Rocky
427,151336,15369,A$AP Ferg
428,151339,380415,"Paul Jackson, Jr."
429,151339,42463,Thomas Bangalter
430,151339,31634,Guy-Manuel de Homem-Christo
431,151339,34636,Nile Rodgers
432,151346,31634,Guy-Manuel de Homem-Christo
433,151346,42463,Thomas Bangalter
434,151349,50122,Giorgio Moroder
435,151349,31634,Guy-Manuel de Homem-Christo
436,151349,42463,Thomas Bangalter
437,151351,42463,Thomas Bangalter
438,151351,31634,Guy-Manuel de Homem-Christo
439,151351,12388,Chilly Gonzales
440,151355,34880,Julian Casablancas
441,151355,31634,Guy-Manuel de Homem-Christo
442,151355,42463,Thomas Bangalter
443,151357,110,Pharrell Williams
444,151357,34636,Nile Rodgers
445,151357,31634,Guy-Manuel de Homem-Christo
446,151357,42463,Thomas Bangalter
447,151359,13906,Paul Williams
448,151359,839192,Chris Caswell
449,151359,31634,Guy-Manuel de Homem-Christo
450,151359,42463,Thomas Bangalter
451,151360,656791,Lou Wilson
452,151360,1499242,Ricardo Wilson
453,151360,656792,Claude Cave
454,151360,656789,Carlos Wilson
455,151360,50837,Harold Lilly
456,151360,72,Kanye West
457,151375,839192,Chris Caswell
458,151375,13906,Paul Williams
459,151375,31634,Guy-Manuel de Homem-Christo
460,151375,42463,Thomas Bangalter
461,151378,21569,Panda Bear
462,151378,31634,Guy-Manuel de Homem-Christo
463,151378,42463,Thomas Bangalter
464,151381,1002525,Garth Porter
465,151381,38973,DJ Falcon
466,151381,352761,Daryl Braithwaite
467,151381,648945,Tony Mitchell
468,151381,31634,Guy-Manuel de Homem-Christo
469,151381,42463,Thomas Bangalter
470,151384,31634,Guy-Manuel de Homem-Christo
471,151384,42463,Thomas Bangalter
472,151385,50094,Todd Edwards
473,151385,42463,Thomas Bangalter
474,151385,31634,Guy-Manuel de Homem-Christo
475,151389,18280,Nacho Picasso
476,151415,626439,Tom Kelly
477,151415,51772,Billy Steinberg
478,151427,126460,Daron Malakian
479,151427,11189,Serj Tankian
480,151429,126460,Daron Malakian
481,151429,11189,Serj Tankian
482,151430,11189,Serj Tankian
483,151430,126460,Daron Malakian
484,151431,646522,John Dolmayan
485,151431,4059,Shavo Odadjian
486,151431,126460,Daron Malakian
487,151431,11189,Serj Tankian
488,151432,11189,Serj Tankian
489,151432,126460,Daron Malakian
490,151433,126460,Daron Malakian
491,151433,11189,Serj Tankian
492,151434,126460,Daron Malakian
493,151434,11189,Serj Tankian
494,151435,1577455,Camille Pfister
495,151435,1577454,Glen Larson
496,151435,1218887,Stu Phillips
497,151435,4059,Shavo Odadjian
498,151435,646522,John Dolmayan
499,151435,126460,Daron Malakian
500,151435,11189,Serj Tankian
501,151436,11189,Serj Tankian
502,151437,126460,Daron Malakian
503,151437,11189,Serj Tankian
504,151438,126460,Daron Malakian
505,151438,11189,Serj Tankian
506,151439,126460,Daron Malakian
507,151439,11189,Serj Tankian
508,151440,126460,Daron Malakian
509,151440,11189,Serj Tankian
510,151441,126460,Daron Malakian
511,151441,11189,Serj Tankian
512,151442,126460,Daron Malakian
513,151442,11189,Serj Tankian
514,151443,39344,Dirty Dike
515,151444,9534,David Bowie
516,151447,17236,Judas Priest
517,151477,181829,Dan Hartman
518,151477,592162,Charlie Midnight
519,151480,12073,Sido
520,151485,12073,Sido
521,151485,17856,Alpa Gun
522,151521,211082,Maurice Gibb
523,151521,211081,Robin Gibb
524,151521,50169,Barry Gibb
525,151534,13,Gucci Mane
526,151534,14325,2 Chainz
527,151549,22516,Russ
528,151561,398352,Karuzo
529,151587,388,Talib Kweli
530,151587,156,Yasiin Bey
531,151593,164956,David Lee Roth
532,151594,53341,Ray Davies
533,151595,959755,Michael Anthony (bassist)
534,151595,164956,David Lee Roth
535,151595,48257,Eddie Van Halen
536,151595,989672,Alex Van Halen
537,151596,959755,Michael Anthony (bassist)
538,151596,164956,David Lee Roth
539,151596,48257,Eddie Van Halen
540,151596,989672,Alex Van Halen
541,151597,959755,Michael Anthony (bassist)
542,151597,164956,David Lee Roth
543,151597,48257,Eddie Van Halen
544,151597,989672,Alex Van Halen
545,151612,162,Sean Price
546,151612,820,Mac Miller
547,151613,12417,A$AP Rocky
548,151617,12338,Bushido
549,151618,12338,Bushido
550,151622,1648,Rick James
551,151630,27689,K.E. on the Track
552,151630,853,B.o.B
553,151630,1401,Lecrae
554,151639,460,Ace Hood
555,151639,4,Lil Wayne
556,151643,71491,Johnny Marr
557,151648,39064,Morrissey
558,151648,71491,Johnny Marr
559,151655,20813,Mac Kregor
560,151655,2412,Mac Tyer
561,151666,71491,Johnny Marr
562,151666,39064,Morrissey
563,151709,2075,Dumbfoundead
564,151716,17746,Jahlil Beats
565,151716,88,Rick Ross
566,151716,1583,French Montana
567,151716,86,Birdman
568,151723,22516,Russ
569,151725,959755,Michael Anthony (bassist)
570,151725,164956,David Lee Roth
571,151725,48257,Eddie Van Halen
572,151725,989672,Alex Van Halen
573,151727,959755,Michael Anthony (bassist)
574,151727,164956,David Lee Roth
575,151727,48257,Eddie Van Halen
576,151727,989672,Alex Van Halen
577,151729,386053,John Brim
578,151730,959755,Michael Anthony (bassist)
579,151730,164956,David Lee Roth
580,151730,48257,Eddie Van Halen
581,151730,989672,Alex Van Halen
582,151732,684263,Clint Ballard Jr.
583,151733,959755,Michael Anthony (bassist)
584,151733,48257,Eddie Van Halen
585,151733,164956,David Lee Roth
586,151733,989672,Alex Van Halen
587,151734,959755,Michael Anthony (bassist)
588,151734,48257,Eddie Van Halen
589,151734,164956,David Lee Roth
590,151734,989672,Alex Van Halen
591,151735,959755,Michael Anthony (bassist)
592,151735,48257,Eddie Van Halen
593,151735,164956,David Lee Roth
594,151735,989672,Alex Van Halen
595,151736,959755,Michael Anthony (bassist)
596,151736,48257,Eddie Van Halen
597,151736,164956,David Lee Roth
598,151736,989672,Alex Van Halen
599,151737,959755,Michael Anthony (bassist)
600,151737,48257,Eddie Van Halen
601,151737,164956,David Lee Roth
602,151737,989672,Alex Van Halen
603,151739,959755,Michael Anthony (bassist)
604,151739,48257,Eddie Van Halen
605,151739,164956,David Lee Roth
606,151739,989672,Alex Van Halen
607,151740,959755,Michael Anthony (bassist)
608,151740,48257,Eddie Van Halen
609,151740,164956,David Lee Roth
610,151740,989672,Alex Van Halen
611,151741,4059,Shavo Odadjian
612,151741,126460,Daron Malakian
613,151741,11189,Serj Tankian
614,151742,126460,Daron Malakian
615,151742,11189,Serj Tankian
616,151743,4059,Shavo Odadjian
617,151743,126460,Daron Malakian
618,151743,11189,Serj Tankian
619,151744,126460,Daron Malakian
620,151744,11189,Serj Tankian
621,151745,126460,Daron Malakian
622,151745,11189,Serj Tankian
623,151747,126460,Daron Malakian
624,151747,11189,Serj Tankian
625,151749,126460,Daron Malakian
626,151749,11189,Serj Tankian
627,151753,126460,Daron Malakian
628,151753,11189,Serj Tankian
629,151755,126460,Daron Malakian
630,151755,11189,Serj Tankian
631,151757,126460,Daron Malakian
632,151757,11189,Serj Tankian
633,151763,375,Ne-Yo
634,151763,76,Raekwon
635,151763,307,RZA
636,151763,55684,Allen Ritter
637,151763,27616,Vinylz
638,151786,989672,Alex Van Halen
639,151786,48257,Eddie Van Halen
640,151786,164956,David Lee Roth
641,151786,959755,Michael Anthony (bassist)
642,151789,989672,Alex Van Halen
643,151789,48257,Eddie Van Halen
644,151789,164956,David Lee Roth
645,151789,959755,Michael Anthony (bassist)
646,151792,989672,Alex Van Halen
647,151792,48257,Eddie Van Halen
648,151792,164956,David Lee Roth
649,151792,959755,Michael Anthony (bassist)
650,151793,989672,Alex Van Halen
651,151793,48257,Eddie Van Halen
652,151793,164956,David Lee Roth
653,151793,959755,Michael Anthony (bassist)
654,151794,667129,Ben Marguiles
655,151794,1205,Mariah Carey
656,151797,989672,Alex Van Halen
657,151797,48257,Eddie Van Halen
658,151797,164956,David Lee Roth
659,151797,959755,Michael Anthony (bassist)
660,151798,989672,Alex Van Halen
661,151798,48257,Eddie Van Halen
662,151798,164956,David Lee Roth
663,151798,959755,Michael Anthony (bassist)
664,151799,989672,Alex Van Halen
665,151799,48257,Eddie Van Halen
666,151799,164956,David Lee Roth
667,151799,959755,Michael Anthony (bassist)
668,151800,989672,Alex Van Halen
669,151800,48257,Eddie Van Halen
670,151800,164956,David Lee Roth
671,151800,959755,Michael Anthony (bassist)
672,151803,111,Ludacris
673,151803,43900,Brian Kennedy
674,151803,1037545,Angie Iron
675,151805,46,Snoop Dogg
676,151805,44528,David John Buchanan
677,151805,27665,Bangladesh
678,151807,22516,Russ
679,151825,1362,Belly
680,151825,2358,The Weeknd
681,151825,1583,French Montana
682,151835,50268,Tyler Joseph
683,151838,50268,Tyler Joseph
684,151839,50268,Tyler Joseph
685,151840,50268,Tyler Joseph
686,151841,50268,Tyler Joseph
687,151842,50268,Tyler Joseph
688,151852,51248,Danny Boy Styles
689,151958,27606,Young Chop
690,151958,1583,French Montana
691,151958,2197,Future
692,151959,82,Puff Daddy
693,151959,1583,French Montana
694,151959,278,Jeremih
695,151960,1583,French Montana
696,151963,1583,French Montana
697,151963,27602,Pierre Medor
698,151963,5898,Rico Love
699,151964,1042,M.I.A.
700,151964,1583,French Montana
701,151964,16424,Chinx
702,151964,84033,Dave Taylor
703,151964,27710,Kevin Randolph
704,151965,39521,Adam Young
705,151984,14035,Andy Mineo
706,151987,39971,Devonté Hynes
707,151987,8371,Solange
708,151988,126352,BEAM
709,151988,46039,Joseph Prielozny
710,151988,1186749,Matthew Massaro
711,151988,1186748,Benjamin Leroy Thom
712,151988,16171,Swoope
713,151988,14035,Andy Mineo
714,151997,8417,James Brown
715,151997,816697,John Terry
716,152006,307,RZA
717,152006,1112826,Jack Urbont
718,152011,1631,Kid Ink
719,152014,20,Ghostface Killah
720,152014,307,RZA
721,152025,20916,KAi Sky Walker
722,152025,45568,Spark Master Tape
723,152032,75,Styles P
724,152032,14325,2 Chainz
725,152032,34,Jadakiss
726,152039,14238,Kay One
727,152039,12338,Bushido
728,152039,16715,Chakuza
729,152060,1181,The-Dream
730,152060,1302,Kelly Rowland
731,152063,71988,Josh Homme
732,152066,405678,John Rzeznik
733,152073,71988,Josh Homme
734,152075,71988,Josh Homme
735,152087,2197,Future
736,152087,23552,Young Scooter
737,152103,27020,Dave Navarro
738,152103,61532,Flea
739,152103,387527,Chad Smith
740,152103,582309,Anthony Kiedis
741,152104,27020,Dave Navarro
742,152104,387527,Chad Smith
743,152104,61532,Flea
744,152104,582309,Anthony Kiedis
745,152109,12338,Bushido
746,152114,112,Timbaland
747,152114,810,Obie Trice
748,152120,49678,Jorma Taccone
749,152120,76271,Akiva Schaffer
750,152120,21632,Andy Samberg
751,152120,664756,Justin Davey
752,152120,644149,Vinay Vyas
753,152149,88,Rick Ross
754,152149,72,Kanye West
755,152149,68,Kid Cudi
756,152149,5454,Malik Yusef
757,152149,4709,No I.D.
758,152183,388559,Ghost Town DJ's
759,152183,43733,P-Nasty
760,152183,29978,Mike WiLL Made-It
761,152183,853,B.o.B
762,152183,2197,Future
763,152183,1630,Ciara
764,152201,18713,Chris Young
765,152201,15275,Talay Riley
766,152201,50438,Ki Fitzgerald
767,152201,50562,Andy Brown
768,152213,630304,Dwayne Nesmith
769,152213,5898,Rico Love
770,152213,27667,Jim Jonsin
771,152214,498,Beyoncé
772,152215,498,Beyoncé
773,152215,628206,James Fauntleroy II
774,152215,280060,Hey
775,152216,1000832,Rudy Pérez
776,152216,373908,BC Jean
777,152217,27632,Blac Elvis
778,152217,50837,Harold Lilly
779,152217,498,Beyoncé
780,152218,86311,Crystal Nicole
781,152218,31097,LaShawn Daniels
782,152218,5898,Rico Love
783,152218,8371,Solange
784,152218,498,Beyoncé
785,152218,8491,Rodney Jerkins
786,152228,15788,Black M
787,152228,15927,Lefa
788,152228,13325,Maître Gims
789,152243,398352,Karuzo
790,152244,20442,KC Rebell
791,152258,72,Kanye West
792,152270,422675,Shep Crawford
793,152304,682298,Gangsta D
794,152304,5350,BlaKKazz KK
795,152304,217,DJ Quik
796,152305,619694,Adam Hann
797,152305,619695,Ross MacDonald
798,152305,340430,George Daniel
799,152305,378274,Matthew Healy
800,152307,619695,Ross MacDonald
801,152307,619694,Adam Hann
802,152307,378274,Matthew Healy
803,152307,340430,George Daniel
804,152308,45571,FBG Duck
805,152308,42863,Billionaire Black
806,152310,378274,Matthew Healy
807,152311,28934,Kim Deal
808,152313,378274,Matthew Healy
809,152315,619695,Ross MacDonald
810,152315,619694,Adam Hann
811,152315,340430,George Daniel
812,152315,378274,Matthew Healy
813,152317,619695,Ross MacDonald
814,152317,619694,Adam Hann
815,152317,340430,George Daniel
816,152317,378274,Matthew Healy
817,152320,619695,Ross MacDonald
818,152320,619694,Adam Hann
819,152320,378274,Matthew Healy
820,152320,340430,George Daniel
821,152323,670159,Nisha Sangar
822,152323,340430,George Daniel
823,152323,378274,Matthew Healy
824,152325,670159,Nisha Sangar
825,152325,340430,George Daniel
826,152325,378274,Matthew Healy
827,152332,2052,Omarion
828,152332,989895,Rufus Moore
829,152332,745,Bow Wow
830,152332,999837,Rahman Lang
831,152332,326,Trey Songz
832,152333,619695,Ross MacDonald
833,152333,619694,Adam Hann
834,152333,378274,Matthew Healy
835,152333,340430,George Daniel
836,152335,670159,Nisha Sangar
837,152335,340430,George Daniel
838,152335,378274,Matthew Healy
839,152345,60493,Freddie Mercury
840,152350,9534,David Bowie
841,152350,384923,John Deacon
842,152350,16631,Brian May
843,152350,359481,Roger Taylor
844,152350,60493,Freddie Mercury
845,152354,262789,Brenda Russell
846,152354,4709,No I.D.
847,152354,30599,Bryan-Michael Cox
848,152354,3264,Jermaine Dupri
849,152371,2604,Luke
850,152371,589472,Rick Finch
851,152371,229919,Harry Wayne Casey
852,152371,589470,Brandon Huggins
853,152371,61360,Austin Woolridge
854,152373,13531,Demi Lovato
855,152373,484596,Felicia Barton
856,152373,326684,Matt Radd
857,152373,148883,Anne Preven
858,152374,11622,James Blunt
859,152385,647854,Jack Holkeboer
860,152385,326305,Sébastien Tellier
861,152385,574528,DaHeala
862,152385,51248,Danny Boy Styles
863,152385,2358,The Weeknd
864,152424,26178,Alex Turner
865,152450,27611,Beat Billionaire
866,152450,832,Black Cobain
867,152450,1583,French Montana
868,152450,554,Tyga
869,152450,4,Lil Wayne
870,152450,117,Trina
871,152450,12504,Rockie Fresh
872,152450,118,Yo Gotti
873,152450,2052,Omarion
874,152450,337,T-Pain
875,152450,88,Rick Ross
876,152450,396,Wale
877,152466,398352,Karuzo
878,152470,545030,Ed Robertson
879,152470,368901,Steven Page
880,152488,508,Inspectah Deck
881,152488,76,Raekwon
882,152488,307,RZA
883,152488,1060,U-God
884,152489,14724,Niro
885,152493,646520,Brian Warfield
886,152493,648125,Mac Robinson
887,152493,446,Miguel
888,152494,446,Miguel
889,152497,5953,Flame
890,152497,1401,Lecrae
891,152517,26319,Juice Crew
