,Writer Name,IPI,PRO
133763,DIXON WILLIE ,8321027,BMI
133772,PEEK KEVIN JAMES,46853167,PRS
133773,LEEDS MILTON ,17645876,ASCAP
133784,COLAROSSI DOMENICO ,6474988,SIAE
133798,MANSFIELD KEITH ,19393375,PRS
133802,KERR JONATHAN MICHAEL,121857877,PRS
133803,ROBERTSON THOMAS MORGAN,73086085,ASCAP
133806,PAYNE CYRIL JOHN,23705117,PRS
133813,CLARKE JUNIOR BARRINGTON,121984477,PRS
133822,SCHACHTER GENE ALLAN,231343410,BMI
133825,LAVAGNINO ANGELO FRANCESCO,17444004,SIAE
133826,TROVAIOLI ARMANDO ,31094614,SIAE
133829,LILLY ANTHONY FREDERICK,18112815,PRS
133832,MOORE PETER ,68825245,PRS
133833,FENTON DAVID VINTEN,47129288,PRS
133834,BLACKWELL RONALD ,3290135,BMI
133844,DE MASI FRANCESCO ,19999817,SIAE
133845,ALDER JOHN CHARLES,41098598,PRS
133848,DAVIS OCTAVIOUS ,510418202,ASCAP
133853,MOORE KENNETH LEROY,75824455,BMI
133859,BAILEY THOMAS EDWARD,185691823,BMI
133868,FLUELLEN PARRIS LY'NELL,343460676,ASCAP
133874,JOHNSON DANIEL B,342116010,ASCAP
133875,LONG REGINALD ,342118102,ASCAP
133876,RICE ROBERT L,342122704,ASCAP
133878,TORRENCE BOBBY ,342127398,ASCAP
133885,STARKS JOHN ,71983453,BMI
133890,WATSON BOBBY ,89271541,ASCAP
133891,YOUNG KEITE LERON,348578221,ASCAP
133895,SLATER ASHLEY WILLIAM,160410027,PRS
133906,CUMING RY ,435291070,ASCAP
133910,PROAL AIMEE ,557281040,ASCAP
133913,FRANZINO IAN ZACHARY,673948691,BMI
133914,HAAS ANDREW CHRISTOPHER,620050313,BMI
133919,MORRIS MAREN LARAE,471523073,BMI
133925,MCENTIRE CALAMITY JO,530886345,ASCAP
133943,BAKER DWIGHT A,344825553,BMI
133953,MERNER OSCAR DAVID OLOF,458208151,STIM
133954,NORBERG HENRIK CARL,434043394,STIM
133971,HUTCHINSON ERIC MARTIN,435006689,ASCAP
133972,ARANDA DAMEON ,518335163,ASCAP
133985,PARDON MALCOLM ALEXANDER MILNE,250549279,STIM
133986,RINMAN FREDRIK MATTIAS,245395454,STIM
134004,BROWN TREVOR DAVID,648477992,ASCAP
134011,CASTILLO RASGADO JESUS,25429593,SACM
134012,BURTNICK GLENN ,79217946,ASCAP
134013,SMYTH PATTY ,130754103,BMI
134019,BROONES MARTIN ,4311349,NS
134020,LUCE WILLIAM AUBERT,18657076,ASCAP
134039,LOWE RUTH ,18605788,ASCAP
134052,STEVENS LEITH A,29622090,BMI
134056,GOMEZ EDDIE ,12211065,ASCAP
134057,SINGER LOUIS C,28826368,ASCAP
134058,DUDDY LYN ,8743584,ASCAP
134059,EDWARDS JOAN ,9063308,ASCAP
134070,DE VOL FRANK DENNY,32263417,ASCAP
134077,MC KINLEY RAY ,18945463,ASCAP
134078,POWELL MEL ,24815987,ASCAP
134086,DAVIS JOSEPH M,7615797,ASCAP
134087,FARRES OSVALDO ,9807381,SACEM
134088,BANGALTER DANIEL ,33843882,SACEM
134089,BYL NELLY ANTOINETTE,4718308,SABAM
134090,KLUGER JEAN JOSEPH,16384394,SACEM
134100,THORNHILL CLAUDE ,30591800,ASCAP
134101,MARAIS JOSEF ,19438477,ASCAP
134107,DUNHAM WILLIAM D,8820201,ASCAP
134120,COURAGE CATHARINE ,47877043,PRS
134125,LYKES KURT W,337851934,ASCAP
134152,STERNS BRIGG LANAR,348730251,ASCAP
134166,LOVEJOY WILLIAM C,358203762,BMI
134170,MARTINEZ-RODRIGUEZ VICTOR ,503758555,ASCAP
134172,PADILLA ERNESTO FIDEL,474309153,BMI
134174,LARSON MICHAEL EUGENE,471033682,ASCAP
134176,MALDONADO RIVERA PLACIDO,533386254,ASCAP
134183,ALMONTE LUIS ,348324361,ASCAP
134189,NAVARRETE-URENA JESUS ,347785320,ASCAP
134190,PARKER DANIEL ADAM,338558138,ASCAP
134191,RASCON MIGUEL ,342122410,ASCAP
134195,GONZALEZ-GUTIERREZ MIGUEL ULISES,267765126,ASCAP
134196,KERTSMAN MIGUEL ,139702666,ASCAP
134201,MARTINEZ MIGUEL MARIO,338528444,ASCAP
134212,MICHELON DIEGO ,43120042,SIAE
134214,ESTRADA ESPINOZA MARGARITO ,9545484,SACM
134217,SORIN NICOLAS ,418741159,ASCAP
134225,SAN MIGUEL ASENSIO TOMAS,32806304,SGAE
134230,CANET JOSE ,5031840,SADAIC
134236,DURAN VARGAS MIGUEL RICARDO,765267215,ASCAP
134237,RODRIGUEZ RIVERA MIGUEL ANGEL,813949417,ASCAP
134244,ACEVEDO SANTANA SCOTT ERICKSON,877681377,ASCAP
134253,COLLAZO GREEN JESUS MANUEL,535427944,ASCAP
134266,DELEON MICHAEL ,722202496,ASCAP
134269,VILLAMAN ALEJANDRO ,125284488,ASCAP
134272,VERDAGUER DIEGO ,76619056,SACM
134273,RADA BATISTA FRANCISCO MANUEL,237509855,SAYCO
134276,BORGES JORGE LUIS,68383644,SADAIC
134278,LOPEZ GONEL YUNEHURY ,797898532,ASCAP
134283,BAHR ANDRES CARLOS,266650450,SADAIC
134284,RANIERI JOSE MAGAROTTI,259814923,SADAIC
134289,AZCONA-LLUBERES LEONARDO MIGUEL,496583498,ASCAP
134294,SANCHEZ SALDANA JOSE DEL REFUGIO,27433889,SACM
134296,DELEON SEVERINO VALERIO,458339523,ASCAP
134298,HERNANDEZ TORRES HUBER ANTONIO,237022204,SAYCO
134300,GONZALEZ GARCIA MIGUEL ANGEL,273379637,SGAE
134301,LAVILLA LOBATO JESUS ,265111886,SGAE
134303,RODRIGUEZ MIGUEL ANGEL,623677141,ASCAP
134306,SAGRERO MIGUEL ANGEL,461235575,ASCAP
134315,MARTINEZ GRINAN LUIS,19884645,SGAE
134318,KAHANEK ELROY D,61539972,ASCAP
134320,VARNEDOE LENNOX ROSBY,347226660,ASCAP
134332,EHRHARDT ROBERT ,266448636,GEMA
134336,KING PETE ,16238799,ASCAP
134343,SCHMIDT PAUL DOUGLAS,261613095,SOCAN
134344,BARACH RANDY SCOTT,425428172,ASCAP
134351,LEN LAMA  ,788401607,ASCAP
134354,LIDBOM ERIK GUSTAF,286696797,STIM
134355,LUNDBACK SARAH ,285557622,STIM
134363,LONG LEONARD E,472812647,ASCAP
134368,GIORDANO PETER ,336084665,ASCAP
134369,MERRITT NORMAN JOHN,502438584,ASCAP
134383,MARSHALL JULIAN BRIAN,47091877,PRS
134384,MC CARTHY DEBORAH BERG,341793064,ASCAP
134389,BRYANT JUSTIN MATTHEW,653882219,BMI
134390,SALTER COURTNEY SHANADE,589007521,BMI
134398,LEONARD JAMES ,754935505,ASCAP
134415,LOPEZ GONZALEZ MARIA DEL ROSARIO,76861638,SACM
134416,GOLAN ROSS JACOB,588216516,BMI
134424,SORENSON LENNY FITZGERALD I,583372431,ASCAP
134425,TREJO LENNOX ANTHONY,502079389,ASCAP
134427,JOHNSON QUENTIN CARNELL,795553394,ASCAP
134428,POWELL CHRISTOPHER DEROBERT,749195400,ASCAP
134429,CLEMONTS DELANO RYAN,545315070,BMI
134430,FAIRLEY LEN E II,453732848,BMI
134431,MAYNE PATRICK ,516140392,ASCAP
134432,MCLAUGHLIN TRAVIS ANTONELLI,535407364,ASCAP
134433,SMITH LSIMI ,862763702,ASCAP
134435,DENSLEY TREVOR RAYSHONE,745214846,ASCAP
134440,LATTIMER JONNY ,565857698,PRS
134454,IMMEL HELENE ,754101765,BMI
134466,DANZIG CHRISTOPHER WILLIAM,720741666,ASCAP
134467,DANZIG PETER ALAN,723559336,ASCAP
134469,LUCK KYLE FOSTER,761002876,ASCAP
134470,CARR JONATHAN MICHAEL,755393021,ASCAP
134491,SHIFLET JAMES MICHAEL,87520463,ASCAP
134493,GREESON JAMES R,128484068,ASCAP
134499,CLARKE THOMAS JAMES KENELM,6279000,PRS
134501,SLUKHINSKY JAMES MICHAEL,730778038,ASCAP
134507,BARKER JAMES ,698822188,SOCAN
134510,WOODS DONOVAN CLARK,537664817,SOCAN
134525,CARARAS STEWART G,449239627,ASCAP
134528,YASKULKA BRIAN GLENN,218034104,BMI
134535,EDDINS PETER ,774889761,BMI
134536,JAMES JANAY MARIE,792067908,ASCAP
134543,BRENNAN JASON CONNELL,526838134,ASCAP
134544,KEITH CHAD ,523804568,ASCAP
134545,RANADA DANIEL KEONI,526838036,ASCAP
134546,ROBBINS BENJAMIN FREDERICK,581537434,ASCAP
134547,SAMMARTINE MATTHEW JOSEPH,526838232,ASCAP
134549,MINEAR JACK EUGENE,822386635,BMI
134560,CHRISTENSEN DAVID HAROLD,892167307,ASCAP
134563,MELODY JAMES MICHAEL,517851050,ASCAP
134564,DIAMOND JAMES ANDREW,485926111,ASCAP
134567,GOLDSMITH MICHAEL ,192608555,NS
134571,SHIRAZPUR ARMAND ,768841980,ASCAP
134578,JAMES DANIEL CLIFFORD,745095331,ASCAP
134582,DAVIS JAMES CONSTANTIN,771930426,ASCAP
134583,DAVIS NATHAN CHRISTOPHER,839764681,ASCAP
134585,SCHOFIELD JAMES DAVID MARK,790310946,PRS
134586,BARANEK EDWARD JOSEPH,436920354,ASCAP
134588,DURBIN HEIDI AIR,781132159,BMI
134597,ROBERTS JAMES N,537293926,ASCAP
134599,FIORITTO MELANIE S,507927438,ASCAP
134600,KOCH MICHAEL ALBERT,506758047,ASCAP
134605,FRAGER JAMES ONELL,454221090,ASCAP
134624,OLIVER TONY ,284467433,SESAC
134630,WHYTE MICHELLE A,345052486,ASCAP
134638,HUTCHINS MARK ALLAN,507830656,NS
134643,SCINTA LISA ,668354507,BMI
134647,BEDINGFIELD DANIEL ,724290748,ASCAP
134649,DEMOREST JUDE ,809315442,BMI
134653,LEE BRIAN D,507458546,BMI
134655,VOLTAGE SARINE RE,338617642,ASCAP
134661,DAVIS HERMAN ,127148289,ASCAP
134663,IMANI UZURI  ,344530481,ASCAP
134668,GADSON JAMES EDWARD,54238195,BMI
134671,WATKINS EDDIE N,225591176,BMI
134673,RASCH RAYMOND P,40257806,ASCAP
134674,WAYNE DOROTHY ,32584884,ASCAP
134675,CRAIG CARL DANIEL,340858066,ASCAP
134684,RENAUD HENRI RAYMOND FERNAND,25738969,NS
134690,NORRED LARRY ROSS,75230395,ASCAP
134697,YOUNG ROBERT DAVID,213732696,BMI
134702,SIEVERS WM ,66311298,ASCAP
134707,SMITH MARV II  ,583829013,ASCAP
134708,CORMIER JOHN RUSSELL,345683931,ASCAP
134727,FRANCISCO DON RICHARD,86572051,ASCAP
134749,WALLACE WILBUR JEROME,548594700,ASCAP
134755,LEE PAUL AVERY,597307903,ASCAP
134759,CLYDESDALE DAVID THOMAS,121110652,ASCAP
134765,HARRISON GLENN RICHARD,652493924,PRS
134767,JAMES SHARIFF KYIEM,549521730,ASCAP
134774,KINNEBREW SCOTT WILLIAMS,465949993,ASCAP
134779,MANDERSON STEPHEN ,618760628,PRS
134780,STAFFORD MICHAEL JAMES,637778693,PRS
134787,REPETTO NICOLAS ,269678893,SADAIC
134788,RIVAS KEVIN ,709826614,SADAIC
134794,TRUITT DANNY ,793972577,ASCAP
134797,BOUJMAL HAMMADI ,403762675,BMI
134798,IKARD BRANDON QUINTEL,449734813,ASCAP
134808,COLE JAMES FRANCIS THOMPSON,791420931,ASCAP
134812,COLON JAVIER D,421755080,ASCAP
134813,SCOTT YONRICO ,533146966,BMI
134814,SMALLIE TODD CHRISTOPHER,434792342,BMI
134830,PEDIGO GEORGE TIMOTHY,126564377,ASCAP
134842,LASTER RICHARD EARL,463966121,ASCAP
134845,HOWDEN STEPHEN FREDERICK,65407481,ASCAP
134849,HENDERSON JONATHAN NAVOY,549986184,ASCAP
134854,GORAIEB SY M,49013006,BMI
134855,HOSMAN TIM L,121034343,ASCAP
134876,STEWART MARK DAVID,190324488,APRA
134898,HANNIGAN LISA MARGARET,419114970,IMRO
134908,BRENNAN MOYA ,425294558,IMRO
134909,LAWLOR MARK JOHN,279826017,IMRO
134919,GREENAWAY GAVIN ,121777090,PRS
135002,COOLEY CHERYL L,49432572,ASCAP
135003,GREER CYM LA JOY,336860253,ASCAP
135004,MIMS DANIELLE ANGELIQUE,479925590,BMI
135006,GERHARDT CHARLES ,55590174,PRS
135027,ULZ IVAN ROBERT,31291711,BMI
135034,KRAMER PAUL DANIEL,405629565,ASCAP
135052,GRIFFITH NANCI CAROLINE,202039622,SESAC
135064,TYSON IAN ,31240832,ASCAP
135079,YANKOVIC ALFRED MATTHEW,48262282,BMI
135082,YANKOVIC WEIRD AL,223924187,BMI
135091,ROBERTS BRADLEY KENNETH,218893732,SOCAN
135110,GOSEIN AMANDA LOUISA,401330624,PRS
135121,MOORE CHANTE TORRANE  ,210478793,ASCAP
135129,ANDERSON MARTIN ROSS,160550597,PRS
135130,LAW SIMON ANTHONY,58394350,PRS
135133,JONES KENNETH VICTOR,15485392,PRS
135142,WINSLOW DONTAE MAURICE,263789718,SESAC
135147,MARTIN ELAINE M,356780432,BMI
135148,MARTIN ERIC S,356780530,BMI
135158,BROWN SHERREE PATRICE,539063740,BMI
135161,FRAZIER SHELEA MELODY,477449408,ASCAP
135178,MORRISON COLIN H,345243379,ASCAP
135188,ALLEN MARLON SHAROD,516094855,SESAC
135189,FREEMAN NEHEMIAH ,403501709,ASCAP
135206,MOORE LATENDRE DE,774860009,ASCAP
135210,JOYCE DOROTHEA ,581460252,ASCAP
135235,SPARKS BOBBY RAY,438724928,BMI
135238,PHILLIPS JAMES ,24234029,NS
135239,WAKEFIELD CANDACE ,610967057,BMI
135243,STEWART MARK E,335863740,ASCAP
135249,KENDALL NASTACIA CHERICE,356701853,SESAC
135253,LYNAH PHILLIP EUGENE,451470277,ASCAP
135269,DEVINE SARA LYNAE,183942053,BMI
135270,EVANS KIMBRELY N,444859815,ASCAP
135298,DE ROUEN EARL CEASAR,61717388,BMI
135321,HALL NATHANIEL PHILLIP,223515500,BMI
135323,SMALL MICHAEL BENTON,223575772,BMI
135325,CARPENTER JOHN H,49430872,ASCAP
135326,HALL ROBERT A,129875925,ASCAP
135327,MARLEY RITA ANDERSON,66959914,ASCAP
135332,JONES JOSEPH A,233128009,BMI
135346,CHAMBERS WILLIE MACK,5821510,BMI
135347,COLE JERMAINE ,354230195,BMI
135349,GOODWIN ANDRE EARL,701701494,BMI
135360,OWEN DOMINIC RICHARD,270945159,PRS
135361,SCOTT KEVIN DELANCE,226950855,BMI
135380,FABRIZIO MAURIZIO ,59565833,SUISA
135381,MORRA GUIDO ,37362682,SIAE
135384,RINALDI GIUSEPPE ,427377050,NS
135385,SCHWARTZ PAUL A,126761964,ASCAP
135390,SLATER TERRENCE RONALD,63460784,BMI
135396,COTTER SEAMUS PAUL MARY,288566701,IMRO
135397,O ROURKE DECLAN EDWARD,288346327,IMRO
135410,DE SENSI ALESSIO ,346534555,ASCAP
135432,HERNDON RAYMOND W,239243370,ASCAP
135434,MICHAELS JON ,334594256,ASCAP
135456,RUSSELL OREN LEE,130751014,BMI
135479,DE LA CRUZ JOSIAS GABRIEL,474632931,BMI
135483,MATIAS VELEZ GILBERTO,588476093,ASCAP
135486,CALDERON-ROSARIO TEGUI ,437796606,ASCAP
135493,MONTES NORGIE NORIEGA,400959568,BMI
135494,RIVERA-ROLDAN RAUL ,500183211,ASCAP
135496,LOZADA LUIS ARMANDO,340455781,ASCAP
135498,ALICEA CURRAS WILMER,466114267,BMI
135500,GARCIA ELVIS ,500183603,ASCAP
135503,PADILLA ERNESTO ,474309447,BMI
135510,LUCIANO DAVID ,474633340,BMI
135511,MARTINEZ JOEL ,488893278,ASCAP
135512,ORTIZ ROLON RAUL A,488892967,ASCAP
135528,VOLTIO JULIO ,452523865,BMI
135535,LONDONO ARIAS JUAN LUIS,684322339,ASCAP
135539,TAPIA GIENCARLO RIVERA,487739687,ASCAP
135552,RIVERA-FIGUEROA JOSEPH GERALD,500208909,ASCAP
135557,VELAZQUEZ DANIEL ,451751757,BMI
135569,CASTILLO-TORRES RAFAEL ,492536138,ASCAP
135576,ROONEY ADALGISA I,585006156,BMI
135582,SALDANA ADALGISA I,469390611,BMI
135584,DIAZ JOSE ANTONIO,472838131,ASCAP
135590,CALO ANTHONY ,526272656,ASCAP
135625,CORTES TORRES LUIS FRANCISCO,533388150,ASCAP
135635,TORRES JOSE A JR,504915564,BMI
135639,DE LA CRUZ JOSIAS,474633242,BMI
135656,RAMIREZ ROLPHY ,445924341,ASCAP
135660,LOZADA DAVID ,464936813,BMI
135680,CHANCELLOR JUSTIN GUNNER,343344481,ASCAP
135683,ARO JASON SHAWN,571288629,BMI
135686,LAY DAVID K,472015286,ASCAP
135687,MARTIN ERIC ,243519476,NS
135692,HANNA ROBERT D,128225491,ASCAP
135693,ROBERTSON SCOTT ,339972318,ASCAP
135707,MC LAUGHLIN PAT ,228242386,BMI
135711,KARP CRAIG ,36485470,BMI
135715,BRADY-RODRIGUEZ MICHAEL JOEL,829008536,ASCAP
135718,EAKIN LILY LEWIS BRICKNER,642078258,ASCAP
135719,HUART WARREN MORDAUNT,342071891,BMI
135720,KACKERT DASH CHARLES,752808035,ASCAP
135736,CADOGAN BARRIE ,419279142,PRS
135737,FULLWOOD WAYNE ,419278733,PRS
135738,WHARTON LEWIS REUBEN,419411866,PRS
135744,DE COURTENAY ALAIN ,660498130,ASCAP
135746,CINTRON-COLON DICK ,336754838,ASCAP
135749,ROSSI CARLO ,26778261,SIAE
135750,VIANELLO EDOARDO ,31941206,SIAE
135757,SHADZI TARANEH LAURA,434371765,ASCAP
135762,AICHER JESSE L,647887288,ASCAP
135763,GERBER ALEX OLIVIA,717624243,ASCAP
135790,CANTU RACHAEL ,458821428,ASCAP
135791,SILVERMAN HARLAN ALEXANDER,529743426,ASCAP
135792,CLEARY MICHAEL H,6320532,ASCAP
135795,HOLLAND JOHNNY J,402724789,ASCAP
135796,WAIDE KEVIN ,701688544,ASCAP
135798,LEWKOWICZ MATTHEW ,479817985,ASCAP
135799,TAYLOR NICOLE CHRISTINA,768654095,ASCAP
135800,ZEILER ERIC ,490123281,ASCAP
135805,HEGARTY ANTONY P,340410613,ASCAP
135827,SMITH JASON PAUL,563667419,ASCAP
135828,WHALEY DAVID E,402570399,ASCAP
135837,CAESAR CHRISTOPHER CLAYTON,439534438,BMI
135838,MAY MERCIES SEBASTIAN,544106381,ASCAP
135843,JOHNSON DEREK SCOTT,640897225,ASCAP
135844,SMITH KIEREN CHARLES,516260869,ASCAP
135846,LITHOBREA  ,678788263,ASCAP
135847,ROBINSON MATTHEW JAMES,683266812,PRS
135856,CURTIS STEVEN ANDREW,404560783,ASCAP
135857,SIMONIAN ERIKA DIANNE,338768418,ASCAP
135862,LIT JOSHUA ISAAC,499927962,ASCAP
135875,LOPEZ BILLY ,526556539,BMI
135877,ORLANDI ANGELA MARIE,535398820,ASCAP
135886,GADSON CURTIS A,86966807,NS
135888,SANDERS ROLLIN K,87480738,NS
135889,SANDERS ROSLYN R,444514763,ASCAP
135892,BELTRAME ADRIAN LUKE,502511017,APRA
135894,DINH QUANG VU QUOC,502511115,APRA
135895,HARTNEY THOMAS PATRICK,502510804,APRA
135896,HONDA TAKAHIRO ,542977126,APRA
135902,LOWE EARL ALEXANDER,46732183,PRS
135905,SELIG JOSH  ,336279546,ASCAP
135907,COLE LAWRENCE CHARLES ANTHONY,121615906,PRS
135908,SOMERVILLE JAMES WILLIAM,121623810,PRS
135911,JACKSON EEON K,460158471,ASCAP
135912,SMITH TARCEA R,538010481,BMI
135914,BRYANT ALBERT V,183237959,BMI
135916,MC GOWAN JOHNNY ,228844546,BMI
135917,ORANGE NATHANIEL ,228868036,BMI
135927,WARDELL JEFF PAUL,690723921,SOCAN
135944,WARBELOW CAITLIN ANNA,886485668,ASCAP
135971,JAMES MICHAEL FRANCIS,15074024,PRS
135973,STEPHENS ROHAN ALPHANSO,349189620,ASCAP
135976,LENGYEL THEOBALD B,340865267,ASCAP
135977,MC KINNON CLINTON A,342250794,ASCAP
135982,MULDOON PAUL B,335838051,ASCAP
135992,POWELL CHRISTOPHER MICHEAL,532460673,ASCAP
135993,WARK MICHAEL DOUGLAS,633170376,ASCAP
136000,WARD MATTHEW STEPHEN,348382049,ASCAP
136001,MARSH RYAN ANDREW,751006773,ASCAP
136027,MENSAH LAMAR ,646617525,ASCAP
136043,CROW JENNIFER V,559488294,ASCAP
136044,CROW JOSEPH JAMES,559487885,ASCAP
136050,ARORA KUSH ,534538448,ASCAP
136055,STEWART SHELDON RAE,279109345,PRS
136059,MCPHERSON WARREN MARLANDO,807974109,ASCAP
136075,BRONFMAN BENJAMIN ,260578263,SADAIC
136079,LYNAS DANIEL ,573333451,BMI
136084,WERTHEIMER HARLEY JUSTICE,646921818,BMI
136089,FLETCHER JAMES EDWARD,341169480,ASCAP
136091,BUHRE JAMES P,337654151,ASCAP
136092,HENRY KIRK E,337657044,ASCAP
136093,LA SCOT DAMON RODRIGUEZ,337565345,SESAC
136094,WOHL EDWARD R,128407679,ASCAP
136095,WURZBURG EDWARD ALLEN,337661156,ASCAP
136096,HOFMANN DANIEL N,341904479,ASCAP
136101,MEYER BRYANT CLIFFORD,439892996,SESAC
136102,FLUDD DANE ROSS,771056641,ASCAP
136112,STEWART SCOTT WAYNE,426634262,APRA
136114,VILLEBRUN RAYMOND PAUL,283125966,SOCAN
136115,RICHEY MARK ,781710633,ASCAP
136119,GRAUNE SASCHA ,251550982,GEMA
136120,GREGORSITZA THOMAS V,281362373,GEMA
136121,MASCHMANN DIRK ,288359020,GEMA
136122,WAGNER MATTHIAS MARTIN,278720242,GEMA
136123,BAILEY SAM ,674513827,PRS
136126,UPTON JASON ,400696086,BMI
136129,ALTHOEN OLIVER ,819858682,ASCAP
136157,CRUMBACHER REBECCA ANNE,617937811,ASCAP
136159,CASSAN MASSIMO ,184285351,SIAE
136160,CARRILLO ROD ,515279452,BMI
136163,BAILEY CLIFTON GEORGE,162309490,PRS
136166,LUCAS ISAAC MARSHALL,779878248,ASCAP
136171,NIETO OMAR ,515645064,ASCAP
136172,HAWTHORNE GRACE ,69006970,ASCAP
136175,HAYES VERNON J,337987605,ASCAP
136176,MEJIA KENRICK ALLEN,476464029,ASCAP
136177,TYEHIMBA MUSTAFAA ,646192533,NS
136182,MARTIN COREY ,424458166,ASCAP
136183,WEAVER ALLEN ,439765315,ASCAP
136184,WEAVER TRAMAINE A,440132900,ASCAP
136185,WILSON RONALD S,440851373,ASCAP
136188,SIMPSON COLIN N,529663717,ASCAP
136194,KEITH KENT M,407517862,ASCAP
136195,ROCHE MARGARET A,89231459,ASCAP
136196,ROCHE SUZZY M,45998627,ASCAP
136204,LEVY MICHAEL D,347010101,ASCAP
136212,ANDERSON MICHELLE PATRICE,488885276,ASCAP
136213,SCHORN PETER PAUL,338499222,ASCAP
136215,KAHN SI ,88848410,ASCAP
136216,REINMUELLER MICHAEL CHRISTIAN,45586363,SOCAN
136244,KHEMANI ROHIN SITAL,602752669,ASCAP
136245,HARLEY AJENE MAROUA,744143652,ASCAP
136246,MARTIN DONALD GREGORY,744146643,ASCAP
136247,MOTEN DREW THOMAS,744140857,ASCAP
136248,POPE DANTE NAMONE,744140955,ASCAP
136251,HERBERT EZRA JARED KHALIL,699410013,BMI
136254,BRASSEUR RAYMOND M,334225394,ASCAP
136257,ARENA DANIEL BRIAN,338236951,ASCAP
136267,STEELE JEFFREY ROBERT,242729076,BMI
136275,SHARP KEVIN GRANT,192844443,BMI
136283,KINGERY RONNIE PAUL,187212958,BMI
136285,WHITEHEAD SCOTT LAMAR,239256945,ASCAP
136286,MC PHERSON MELISA ANN,185571444,BMI
136287,REYNOLDS TRACY LEA,334605284,ASCAP
136288,DYLAN JAKOB ,335574552,ASCAP
136289,IRONS JACK S,242016121,BMI
136290,JAFFEE RAMI ,335582946,ASCAP
136291,MATHIS STUART ,127176969,ASCAP
136292,RICHLING GREGORY MARTIN,497470507,ASCAP
136299,NICHOLSON MICHAEL WEBB,457569115,ASCAP
136300,ARCHER DEXTER A,336819442,ASCAP
136301,KELLY TERRANCE ,483951616,ASCAP
136305,ROGERS RAYMOND ,336551171,ASCAP
136307,KELLY TERRENCE C,341017410,ASCAP
136315,BALLION SUSAN JANET,51421519,PRS
136316,FENTON PETER VALENTINE,161189278,APRA
136317,MORRIS KENNETH IAN,47106697,IMRO
136318,SEVERIN STEVEN ,51421225,PRS
136321,KING LEMAN N,348422264,ASCAP
136327,DUNCAN GARFIELD ,337302584,ASCAP
136330,LUCAS REGINALD GRANT,72751181,BMI
136341,WANSEL DEXTER ,75491064,BMI
136372,POWELL KEIWANEE UHURU,341111325,ASCAP
136373,WALTERS RICHARD OMCGS,87581240,ASCAP
136386,BUTLER WILLIAM E,4696094,BMI
136406,MANNO DANA ,48903268,ASCAP
136407,DUDLEY TERENCE QUENTIN,211394894,ASCAP
136413,RUTH ERIC ,608891909,BMI
136414,WARLICK STEPHEN LLOYD,449405347,BMI
136417,VALDEZ GEORGE RICHARD,219397445,BMI
136418,ANDREWS STEPHANIE ,77773333,BMI
136429,DE JESUS-BARRIENTOS FELIPE ,222839571,NS
136431,CARASA ALEJANDRA ISABEL,127713090,ASCAP
136434,DESMET DIMITRI JAAK ANDREAS,423881455,SABAM
136435,PAQUET SAMUEL JOEL,418433564,SABAM
136439,ESTRADA GOMEZ GUILLERMO,213822202,BMI
136443,DIAZ-SANCHEZ MARIO ROBERTO,177612161,ASCAP
136446,BUENDIA DIAZ DE LEON RAFAEL,33967269,SACM
136451,CARMONA JOSE GUADALUPE,187407839,BMI
136457,RAMIREZ EDEL RICARDO,343538267,ASCAP
136458,MARTINEZ VELAZQUEZ JOSE TRINIDAD,142214615,SACM
136464,FLORES AGUILERA TERESA,39344966,NS
136465,OCHOA CAMPO CALIXTO ANTONIO,21845206,SAYCO
136466,CROSTHWAYTT MOZZO ALBERTO ,200685893,SACM
136470,PENA MIGUEL ANGE,151090800,SACEM
136472,LLOBELL OLIVER JOSE,72292873,SGAE
136473,OGARA TEJERO JOSE ANTONIO,227055095,SGAE
136474,MOSQUEA GONZALEZ CHARLIE,347339446,ASCAP
136475,CHAVEZ MARQUEZ ENRIQUE,177586028,SACM
136477,LOPEZ CEPERO GARCIA FRANCISCO,70704792,SGAE
136489,GARCIA NELSON ,579936085,ASCAP
136490,NELSON DENNIS A,349738025,ASCAP
136493,NELSON CHRISTOPHER TIMOTHY PETER,484678400,ASCAP
136495,NELSON ALVA  ,512608579,ASCAP
136496,BROWN CHARLES F,62180304,ASCAP
136498,NELSON DONOVAN ,768502417,ASCAP
136500,JOHNSON ANDRE ROBERT,343095473,ASCAP
136501,NELSON BRENT DORNEL,855353519,ASCAP
136503,FLETCHER CHARLES ROBERT,770009364,ASCAP
136508,HACKADY HAL CLAYTON,42047514,BMI
136509,NELSON PORTIA ,22183029,ASCAP
136510,DELCASTILLO NELSON J,763496995,ASCAP
136511,HOOVEN JOSEPH DAVIS,14371122,ASCAP
136512,SMITH ALFRED J,28971358,ASCAP
136513,WINN JERRY ,33079105,ASCAP
136514,LEEROY NELSON ,153633384,SACEM
136519,LEXI BANKS  ,816067442,ASCAP
136520,NELSON KEVIN MARK,598689357,ASCAP
136522,MCFADDEN WILLIE L,712133689,ASCAP
136523,NELSON-MCFADDEN SHERONA A,712254085,ASCAP
136527,IHEJIRIKA JACOBY EMEKA,600263010,ASCAP
136528,NELSON AARON JOSEPH,579884076,ASCAP
136530,CONTRINI DANIELE ,465783904,SIAE
136531,MASSERA CRISTIANO ,198148234,SIAE
136532,TONG SHARA ,594228719,PRS
136546,IFUKUBE AKIRA ,14697770,JASRAC
136554,RODEHEAVER HOMER ,26354987,ASCAP
