id,danceability,energy,key,loudness,mode,speechiness,acousticness,instrumentalness,liveness,valence,tempo,duration_ms,time_signature,key_changes
7sB2rmolvEt77KFPCraSNc,0.914,0.7809999999999999,9,-5.4670000000000005,0,0.302,0.18899999999999997,0.0,0.126,0.8059999999999999,140.09,275872,4,10
0tdCy39PgWN8LFWu34ORn3,0.845,0.39899999999999997,1,-7.5089999999999995,1,0.309,0.00525,0.74,0.102,0.14800000000000002,143.049,257600,4,3
1vc2YF7ZvUtwr45HNpdGch,0.8390000000000001,0.43700000000000006,5,-11.344000000000001,0,0.285,0.0438,2.75e-06,0.131,0.46399999999999997,82.008,271307,4,9
1nO2NjuFkGaAWcMdJ1pNrp,0.797,0.633,5,-4.815,1,0.23800000000000002,0.223,0.0,0.109,0.5770000000000001,156.015,232413,4,4
6ZOBP3NvffbU4SZcrnt1k6,0.545,0.865,11,-5.707999999999999,0,0.0286,0.006640000000000001,1.12e-05,0.168,0.5429999999999999,99.01,233933,4,10
3NLrRZoMF0Lx6zTlYqeIo4,0.536,0.55,10,-6.733,0,0.0248,0.0537,0.0,0.134,0.23399999999999999,144.018,238560,4,2
3WbphvawbMZ8FyqDxYGdSQ,0.496,0.765,7,-5.66,1,0.033,0.00457,0.0,0.10400000000000001,0.337,74.072,260507,4,6
0uybt73QFXaLCoxuVf6fhm,0.532,0.935,0,-4.798,1,0.0619,0.00133,8.37e-06,0.106,0.309,128.025,241960,4,6
2HIU8kiFo9sB5ih05q8wgP,0.547,0.575,10,-6.282,0,0.0258,0.0198,0.0,0.205,0.311,143.752,232973,4,4
3PbHle8KhJp6GuO1jLdEmQ,0.48700000000000004,0.7020000000000001,7,-6.042999999999999,1,0.0238,0.00536,4.93e-06,0.129,0.306,95.973,265907,4,3
1aC1IBAETh2XYGOE8kCC6t,0.499,0.88,6,-6.4239999999999995,0,0.0654,0.0108,2.7600000000000003e-05,0.226,0.39,147.899,264800,4,8
3THdexHRmED4euIY91Zrxc,0.532,0.6859999999999999,0,-6.2379999999999995,1,0.0254,0.0273,0.0,0.0903,0.304,131.96200000000002,231787,4,0
0nNVR2iDM3eVzEgMi78vQm,0.478,0.856,1,-4.881,0,0.0387,0.0192,0.0,0.107,0.45399999999999996,91.99799999999999,243053,4,3
1ILnhyARReabVz7U2oDQMm,0.598,0.9470000000000001,7,-3.3289999999999997,1,0.0435,0.0251,0.0266,0.32799999999999996,0.7290000000000001,106.014,223680,4,2
6FT9FZccFD6nE8dMNslz2n,0.495,0.787,8,-6.89,1,0.0368,9.159999999999999e-05,0.0,0.16699999999999998,0.38799999999999996,140.003,185467,4,5
0lP4HYLmvowOKdsQ7CVkuq,0.309,0.912,4,-3.8810000000000002,0,0.0646,0.0014,0.000271,0.5820000000000001,0.302,183.035,231533,3,5
3yelVZf4p9wDpWjPav5mOn,0.478,0.6759999999999999,11,-6.155,0,0.0708,0.00825,0.0,0.0583,0.41600000000000004,148.039,217960,4,6
7793p4ZXhtbW5RpeRK7rid,0.295,0.715,2,-6.5329999999999995,1,0.0709,0.00212,1.55e-06,0.242,0.242,86.93700000000001,199773,4,7
2D52zjCyqEIQa221lhw6uk,0.40399999999999997,0.723,6,-5.26,1,0.0571,0.0661,1.91e-06,0.233,0.225,160.048,326983,4,7
4sjLcE0GQ6urc4iUXsUPe9,0.293,0.816,8,-5.432,1,0.0844,0.0401,2.95e-05,0.13,0.14800000000000002,164.982,347667,4,7
04CyO54TZk5tEylFg2Df41,0.382,0.675,0,-6.56,1,0.0441,0.0128,0.000246,0.21899999999999997,0.449,106.171,234867,1,3
2NyWdxhlqyrt91PE6Yzf9u,0.364,0.46,0,-8.298,1,0.0425,0.038,0.00131,0.535,0.068,93.12899999999999,260609,4,4
0UZwcRQAk4QR09HtGRZhYC,0.502,0.948,6,-3.717,1,0.121,0.0099,4.54e-06,0.0809,0.102,139.97899999999998,273467,4,4
64gbzSMPloO2SNBTk3PG3h,0.57,0.723,0,-6.672999999999999,0,0.0386,0.00238,0.000144,0.2,0.44,145.001,201957,4,8
6Fe3Flc9SjE03pqwD6PVQl,0.6629999999999999,0.6970000000000001,0,-9.442,1,0.0473,0.156,0.0224,0.0663,0.7440000000000001,166.00099999999998,206973,4,10
3mtukCAgd0mE260QcBfXAX,0.625,0.6859999999999999,9,-8.337,0,0.0309,0.0154,0.0499,0.0932,0.556,139.817,211693,4,3
0LtsuNRz3IMRrHCYO9fKRk,0.5760000000000001,0.738,11,-8.122,1,0.0353,0.00038700000000000003,0.00131,0.13,0.675,168.132,238400,4,7
18ZOH3KKu5Elt5ysocFyX4,0.76,0.7020000000000001,10,-9.404,0,0.0716,0.0104,0.0,0.38,0.659,92.324,179600,4,5
0HDaKOlVAfUWXdFR2RhBtN,0.441,0.922,6,-6.644,0,0.0655,0.00017900000000000001,1.97e-06,0.381,0.565,175.41099999999997,172160,4,6
6zXPfmbRwPKhDMQtZID9ed,0.5589999999999999,0.938,0,-5.002,1,0.0702,0.00517,0.000277,0.272,0.561,109.98299999999999,145831,4,4
1mHZhWJu6RVJhyu3USZdI5,0.638,0.867,7,-6.815,1,0.0312,0.000933,2.2899999999999998e-05,0.10300000000000001,0.8959999999999999,142.045,209693,4,4
2PGaYCles9SXXCjYOcjyfk,0.583,0.9,3,-6.085,1,0.0458,0.0319,3.84e-06,0.151,0.867,147.01,234451,4,6
0mDMkHZFXMJQ50ujhyHWqZ,0.574,0.919,7,-6.417999999999999,1,0.0737,4.51e-05,0.0028,0.11599999999999999,0.7040000000000001,176.532,186893,4,5
003z5LtGJ2cdJARKIO9LgL,0.511,0.86,5,-7.231,1,0.0589,0.0295,0.0,0.191,0.6609999999999999,174.888,236413,4,6
5zn1hpm9N0ylKB7kOtpCw2,0.721,0.723,2,-7.08,0,0.0631,0.102,4.4e-06,0.0651,0.7609999999999999,88.93299999999999,263440,4,9
3OWsm3HE35S9x3fgY8tbgh,0.6559999999999999,0.7240000000000001,6,-5.465,0,0.124,0.00395,4.98e-05,0.26899999999999996,0.62,185.748,283533,4,7
3uh7YcFzAWHGg7spVzPfqP,0.905,0.703,10,-2.345,1,0.17600000000000002,0.0793,0.0,0.0554,0.865,94.999,253627,4,10
7nH7eLlqxHbRCqlQX9hoj1,0.835,0.7040000000000001,11,-4.529,0,0.18,0.0671,0.0,0.0847,0.5770000000000001,99.06200000000001,266333,4,4
5Lho4SYUWoitrckMyUWm7W,0.7440000000000001,0.679,11,-5.053,0,0.0577,0.0262,0.0016300000000000002,0.09300000000000001,0.685,165.858,257360,4,8
1gf5KKoAbd1vUWwRKzeXF3,0.836,0.491,1,-5.734,1,0.19,0.139,0.0,0.0489,0.862,97.303,254227,4,8
76OhaMY6YsMrFtvqzDxi6N,0.754,0.653,10,-6.553999999999999,0,0.302,0.0631,0.0,0.35100000000000003,0.6859999999999999,86.329,224867,4,5
30lmJYaWiIQWpisSntbKK3,0.768,0.462,10,-6.647,0,0.0415,0.182,0.0,0.126,0.452,130.44299999999998,289533,4,7
4j5vr77wL546mMO7MkuWBw,0.632,0.527,6,-8.006,0,0.24600000000000002,0.026000000000000002,0.0,0.0837,0.8240000000000001,168.043,215707,4,4
2Ex5aVmQKn1nC6r7Oh7DDB,0.723,0.6920000000000001,11,-5.932,1,0.0588,0.066,0.0,0.35600000000000004,0.721,141.952,276800,4,12
74RgttZ78DSIF26veMyvs0,0.831,0.608,8,-13.263,0,0.28800000000000003,0.016,0.0,0.22,0.264,100.088,235627,4,7
732diMAV0OkBImUsq73dEH,0.9079999999999999,0.639,2,-14.072000000000001,1,0.35700000000000004,0.225,0.0,0.287,0.617,101.84200000000001,228973,4,9
1uI9dvgXnH8QP6kunOH22Y,0.835,0.59,1,-13.36,1,0.23800000000000002,0.046,0.0,0.0667,0.737,102.891,290467,4,7
2mNGQ9uJH4VqCSrCPS2hBw,0.8029999999999999,0.7609999999999999,4,-14.057,0,0.209,0.195,0.0,0.10300000000000001,0.6859999999999999,112.94200000000001,217240,4,6
4db7SU1762kwi013LJWvpf,0.785,0.821,11,-12.690999999999999,0,0.102,0.00639,0.000354,0.0803,0.402,103.132,391256,4,12
3l8XDXCUH7Hk5UOyzMAoJK,0.812,0.728,1,-13.763,1,0.0999,0.0489,0.000315,0.195,0.665,107.25200000000001,286533,4,7
5lVJaUYBMWyoFvNsRvybja,0.8370000000000001,0.875,1,-8.232999999999999,1,0.188,0.106,5.21e-05,0.203,0.823,106.88600000000001,253573,4,9
5p30X6Z8hLCoFviQji6cjT,0.861,0.613,7,-11.92,1,0.261,0.0205,1.57e-05,0.266,0.603,97.94,375933,4,6
6XvLxtxf12FumPCp7Qy4gH,0.815,0.539,11,-13.554,0,0.187,0.0102,0.000128,0.21600000000000003,0.8170000000000001,98.71700000000001,326600,4,11
5hI6B1vQxN8EeXWq4ngSrx,0.82,0.765,2,-12.333,1,0.33299999999999996,0.157,0.0,0.147,0.7879999999999999,96.64,250707,4,8
13hmYUZAJt4AKkuivKEaoJ,0.35700000000000004,0.13,9,-15.668,1,0.0438,0.988,0.914,0.0729,0.0721,70.604,309893,4,8
4ISijN1aYMw6IcZvqYEj1e,0.47100000000000003,0.293,6,-15.999,0,0.0561,0.938,0.8690000000000001,0.168,0.0838,139.886,256640,4,8
6wbyJ4xMLNT6jhhUm8vuUf,0.40299999999999997,0.257,6,-12.712,0,0.0367,0.9840000000000001,0.909,0.102,0.0466,92.99799999999999,384745,3,10
0jWgAnTrNZmOGmqgvHhZEm,0.561,0.555,11,-9.734,0,0.0287,0.16,0.0,0.114,0.49700000000000005,134.369,295493,4,4
2AiUFAeAsSR9lcpGxdc2Sj,0.594,0.64,7,-8.924,1,0.0305,0.228,0.0,0.14800000000000002,0.251,125.61399999999999,220093,4,0
5sEpqYUOx5y6TH8EeQVWKa,0.529,0.6890000000000001,9,-9.575,1,0.102,0.136,8.87e-06,0.106,0.8809999999999999,122.18799999999999,148373,4,8
2m4qhLcXkiYHT4ttRRajop,0.518,0.525,3,-9.937999999999999,1,0.0357,0.133,0.0,0.08900000000000001,0.336,129.797,283333,4,6
48Qp9fQyumixKBLsi73xUg,0.536,0.652,1,-9.199,1,0.0305,0.0694,0.0,0.0767,0.22,113.67299999999999,284000,4,2
4JwOBVIlajGrkE0LXhAFvZ,0.442,0.39399999999999996,7,-11.21,1,0.0329,0.46399999999999997,0.0,0.14300000000000002,0.631,78.532,211000,4,7
478fXlKeUafcUo0rSD2WDt,0.34299999999999997,0.878,6,-9.104,0,0.0807,0.0413,0.0013599999999999999,0.23199999999999998,0.493,153.088,222493,4,7
0BEiMf0IidmdEeY2Kp1nUA,0.65,0.9059999999999999,7,-7.859,1,0.0421,0.0743,2.34e-05,0.08800000000000001,0.763,98.697,277573,4,9
4iTQ3u6nnYgrrbj13aJBLg,0.56,0.826,9,-7.346,1,0.0805,0.198,9.82e-06,0.154,0.905,116.262,136840,4,1
4oNw03N6mKIFCIa59Ip9NF,0.557,0.95,7,-8.123,1,0.0572,0.0729,1.84e-06,0.0647,0.46799999999999997,108.62100000000001,197600,4,4
2iUXsYOEPhVqEBwsqP70rE,0.596,0.8540000000000001,7,-5.114,0,0.46299999999999997,0.0169,0.0,0.124,0.152,120.274,203418,4,6
19hh7DkfRBrpRGYfKlw7jb,0.746,0.767,1,-2.907,0,0.0374,0.0601,1.07e-05,0.0859,0.773,94.007,196628,4,2
2vHfabj6nFebekTYODqntl,0.618,0.867,0,-4.915,1,0.0439,0.0069900000000000006,1.03e-06,0.20199999999999999,0.579,98.03,173082,4,0
3567eNX2L3RkkMkwspncMH,0.633,0.478,0,-5.571000000000001,1,0.0359,0.0115,0.0,0.10300000000000001,0.6920000000000001,159.951,150467,4,0
1MhXdlCQPnO56T57MfmaRm,0.45799999999999996,0.561,10,-4.819,1,0.0269,0.0965,0.0,0.156,0.20600000000000002,149.875,197411,3,4
4UQajPk0EPvbwWTl0fYi4C,0.713,0.8290000000000001,11,-4.297,0,0.203,0.0052899999999999996,0.0,0.221,0.845,149.996,197518,4,6
0nCVLAhIUrLQ34Vw5vTXNP,0.588,0.79,4,-4.762,0,0.0776,0.008790000000000001,0.0,0.0954,0.499,121.899,182292,4,8
