id,danceability,energy,key,loudness,mode,speechiness,acousticness,instrumentalness,liveness,valence,tempo,duration_ms,time_signature,key_changes
4PPwkLq2ld1k09Bl5NkyZB,0.38,0.6459999999999999,0,-11.13,1,0.0411,0.0322,0.0282,0.0872,0.722,162.461,169600,4,9
5uDu2qOoDou7cFXsipAo8l,0.389,0.6809999999999999,11,-11.599,0,0.0288,0.264,0.816,0.0859,0.769,101.848,218893,4,8
6Ln5KqJbn672z67ZowD2pu,0.716,0.687,1,-10.46,0,0.0389,0.147,0.0,0.152,0.6409999999999999,120.59200000000001,239760,4,6
2HudfMAHpahXeWpgeZkk3r,0.604,0.8,9,-9.311,1,0.0901,0.0815,0.0,0.804,0.8170000000000001,88.529,369027,4,11
2KfjGQ3MjL1PlRsf2xUH5s,0.41200000000000003,0.657,6,-11.78,1,0.0887,0.111,8.83e-05,0.15,0.742,129.119,337733,4,7
3toxxSU3TcvzgmeR8LLUiX,0.374,0.7859999999999999,4,-12.455,0,0.0438,0.354,0.593,0.11,0.8240000000000001,88.986,563400,4,16
6pqWrRF9K2PHpBmmRSIte4,0.609,0.545,10,-11.092,0,0.295,0.111,0.000105,0.264,0.677,111.89,255880,1,9
1QY4TdhuNIOX2SHLdElzd5,0.738,0.677,7,-10.912,1,0.133,0.221,0.0667,0.125,0.75,137.47799999999998,125320,1,2
2K22nUTdyr48JDwI5t906t,0.6759999999999999,0.695,11,-13.395,0,0.0392,0.326,1.09e-05,0.0462,0.691,114.93,236800,4,5
1GbyYL0B0Mjn3kSbrEwKKI,0.46,0.162,5,-17.142,0,0.0335,0.376,1.25e-05,0.18100000000000002,0.102,122.76700000000001,332507,4,12
7dLwm8lV11CRL4dQoyRtz7,0.5379999999999999,0.627,7,-13.18,1,0.0358,0.0021100000000000003,0.0018,0.36700000000000005,0.18899999999999997,130.16899999999998,208213,4,2
5N416Yppv59GClhdjUQgZu,0.664,0.461,11,-18.176,0,0.0394,0.127,0.0145,0.648,0.511,113.195,820907,4,21
3cFREflP5vEvSW8ywctn0B,0.624,0.774,9,-14.071,1,0.0486,0.0452,0.0436,0.05,0.515,114.821,580533,4,17
7loOeyjz6IOaAQOoWeeFjY,0.273,0.593,9,-14.695,1,0.0345,0.00847,6.979999999999999e-05,0.23800000000000002,0.69,158.731,239320,4,11
7LHLAh80SJx1L3QdnMGaAD,0.515,0.8690000000000001,7,-10.842,1,0.059000000000000004,0.00018600000000000002,0.29600000000000004,0.1,0.43200000000000005,130.423,236373,4,5
7uax3VSQHWtYXX19JQGDJT,0.623,0.8320000000000001,11,-7.386,0,0.0527,0.105,0.00812,0.0794,0.629,113.21799999999999,311173,4,8
5Kausbaf528VLbqlu93kab,0.6990000000000001,0.498,5,-14.387,0,0.0751,0.042,0.18,0.09300000000000001,0.583,110.118,373613,4,10
2mZBYkh8munVYRpW1Vbm53,0.608,0.215,0,-24.205,1,0.0428,0.5720000000000001,0.00282,0.0969,0.731,155.099,190293,4,6
4UC4H4vX3bJtcgtKR0ZCFJ,0.649,0.503,8,-8.321,1,0.047,0.0939,0.0,0.303,0.5379999999999999,75.03699999999999,225627,4,9
1XE1UGRpvvkaFEeqe1OJpw,0.655,0.433,5,-7.577000000000001,0,0.0348,0.444,0.0,0.221,0.19899999999999998,130.127,245293,4,5
05wbsMDvcaD56O4SnESOaJ,0.7490000000000001,0.495,2,-8.456,1,0.0332,0.0584,0.0,0.201,0.645,126.12,230507,4,5
1ENn0qD09GHn7xvfyiq6i5,0.597,0.608,5,-7.523,0,0.0365,0.217,0.0,0.295,0.583,75.06,200933,4,8
0Jz6AVhkzeLNPXyZMA4YGS,0.6679999999999999,0.691,10,-6.0760000000000005,0,0.0299,0.0428,2.15e-05,0.13699999999999998,0.547,99.971,196171,4,7
7sMZecawpqWLCT7Jp3aFFM,0.613,0.514,0,-9.138,1,0.0642,0.42700000000000005,0.0,0.883,0.44799999999999995,139.938,254227,4,6
2agoaasr6oBwXgYgasHqPB,0.5770000000000001,0.5379999999999999,7,-5.582999999999999,1,0.0678,0.0566,0.0,0.0805,0.397,71.96,262267,4,6
60V4YtoFaJV926o4lmOh0o,0.593,0.619,1,-8.287,1,0.0328,0.0036200000000000004,0.0,0.0957,0.49700000000000005,144.029,250000,4,2
4HDLGMJPiCPF2oVEajgAzI,0.634,0.6559999999999999,5,-4.8660000000000005,0,0.0605,0.8029999999999999,0.0,0.9590000000000001,0.679,82.544,249439,4,8
39sx6ilqONhi4GbGBlEp16,0.722,0.638,1,-5.542999999999999,0,0.0297,0.0195,0.0,0.132,0.725,98.051,196987,4,6
7sqK6f8dHVx3Q1GjFrVyGl,0.701,0.47100000000000003,0,-8.072000000000001,1,0.0421,0.647,0.0,0.125,0.69,117.564,152160,4,3
4C76SOnBa9eQDwOwe11hPz,0.6809999999999999,0.64,3,-10.364,1,0.0346,0.605,0.0,0.0641,0.966,117.884,137933,4,7
00meczE1jpLTX0BBzIGrAR,0.764,0.84,2,-5.023,1,0.0672,0.39299999999999996,8.64e-06,0.0686,0.843,130.276,148013,4,6
5AHeCmMYYId8l9JthBzO4O,0.401,0.7240000000000001,0,-7.013999999999999,0,0.0722,0.0747,0.0008,0.165,0.37799999999999995,152.958,203587,4,5
0W1IOQx9EEZM30edmVs0Q4,0.682,0.8190000000000001,7,-5.402,1,0.085,0.375,0.0,0.33299999999999996,0.662,129.43,198333,4,0
1aDLqT0EJLdsWGtFmQLgih,0.6659999999999999,0.9009999999999999,0,-3.657,1,0.10099999999999999,0.423,0.0,0.0716,0.532,114.073,186253,4,5
3TsSo65TMYtpePsByBWlHB,0.7809999999999999,0.726,11,-9.137,1,0.0417,0.40700000000000003,0.0,0.20800000000000002,0.902,121.92200000000001,155653,4,6
4xR0HPOe0abZG0MZi8LYIv,0.57,0.462,10,-8.109,1,0.0326,0.747,0.0,0.623,0.498,112.038,145627,3,3
6BQVbqCKuROQNvc5WtwiPG,0.452,0.57,5,-7.622999999999999,1,0.0322,0.581,0.0,0.1,0.677,109.954,151707,4,5
1DTeCS7ABEyKW884kL3DSz,0.603,0.469,7,-9.257,1,0.0287,0.7440000000000001,0.0,0.261,0.7390000000000001,110.634,184907,3,3
6ooluO7DiEhI1zmK94nRCM,0.278,0.6759999999999999,9,-8.821,1,0.0371,0.00042300000000000004,0.0008990000000000001,0.136,0.494,104.545,237027,4,5
37CBHPCzV1rizPrxRUyR72,0.679,0.909,2,-4.129,0,0.0297,0.00915,3.27e-05,0.139,0.899,104.781,220453,4,3
0vek0LcCbvcMtj0GkXMMJy,0.413,0.9420000000000001,0,-2.8710000000000004,1,0.0453,0.0783,0.000412,0.6890000000000001,0.759,123.085,215000,4,6
06Qha323s06okpZ4LmMX7P,0.53,0.8640000000000001,4,-3.323,0,0.0557,0.0978,3.12e-06,0.153,0.85,153.314,222282,4,9
1by2yZWXqeTs4SRlBDsGov,0.442,0.92,7,-4.688,1,0.107,0.00196,3.64e-06,0.11,0.255,112.585,321413,4,8
5BWMtYr3qsILJaxqnhnkbj,0.45399999999999996,0.672,6,-8.596,0,0.0292,0.00547,3.21e-06,0.179,0.735,114.446,243467,4,10
6NlE71TbUglmKQVLhE1H8R,0.7020000000000001,0.815,11,-3.2889999999999997,0,0.0296,0.0148,3.85e-05,0.0486,0.8190000000000001,110.96799999999999,167253,4,6
0H9P0dEUCtzAfdW1FUUvvU,0.5429999999999999,0.8740000000000001,7,-9.46,1,0.0529,0.00255,0.0,0.16399999999999998,0.6729999999999999,138.086,254693,4,7
7zE4YHQa4c2XqcKfBKvQgD,0.61,0.853,0,-6.007999999999999,1,0.184,0.0157,4e-05,0.182,0.601,118.28299999999999,179520,4,8
5palpG9etckIfqjrGudjZl,0.698,0.568,8,-11.255999999999998,1,0.0552,0.032,0.455,0.10300000000000001,0.485,121.994,474295,4,10
4OK1XrubP6GJs4f6czk8Jg,0.24100000000000002,0.445,8,-10.443,1,0.0386,0.6940000000000001,0.0,0.0842,0.205,78.44800000000001,306533,4,4
3HFDqVk2aoM1o7MKARrW5U,0.655,0.9540000000000001,1,-3.813,1,0.0888,0.0601,0.0,0.326,0.612,127.988,384013,4,11
0ZD5LFsk2PMHicGH8MWRN8,0.325,0.9740000000000001,8,-5.035,1,0.127,0.00445,1.55e-06,0.617,0.662,186.632,342467,4,10
10V0LMgGLtbgzdgtZagwFY,0.493,0.981,10,-0.524,1,0.313,0.381,0.0,0.8320000000000001,0.521,184.003,306680,4,9
5X2jIyGY95YNF3kmeOg1V1,0.43200000000000005,0.8440000000000001,0,-4.243,0,0.0687,0.434,0.0,0.309,0.292,114.913,327387,4,5
39T5NZkYTomQw86dT9x0K1,0.248,0.7290000000000001,1,-4.707,0,0.0665,0.214,0.0,0.7,0.14400000000000002,171.924,585080,4,9
2shJ8NyEGiB2DuOTFdgavK,0.20800000000000002,0.5720000000000001,3,-4.369,0,0.0386,0.251,1.1e-06,0.0935,0.14400000000000002,171.135,394840,3,10
7FiP2GdWnBO7A6bTN3Tl0m,0.536,0.924,10,-2.99,0,0.18100000000000002,0.541,0.0,0.9420000000000001,0.645,160.069,376973,4,8
0LniKzo1ZyVzqbBecrkmXe,0.667,0.953,7,-4.9510000000000005,1,0.11599999999999999,0.0312,1.63e-05,0.9670000000000001,0.387,106.00200000000001,289333,4,9
28lQFfYi22x7QqtUb3SWEu,0.39799999999999996,0.821,0,-9.383,0,0.239,0.013000000000000001,8.590000000000001e-05,0.7829999999999999,0.348,89.42200000000001,421600,4,11
0YV07EitODsoe2ksqF7xuC,0.672,0.674,7,-6.79,1,0.0499,0.8140000000000001,0.0,0.0945,0.9620000000000001,94.345,124800,4,5
3gCVi0wSQGXde9PoE1MU7H,0.701,0.6920000000000001,5,-6.966,1,0.036000000000000004,0.8079999999999999,0.0,0.24,0.879,92.961,106707,4,3
6w4QAGp3t02dHwqDRJP5Xj,0.52,0.306,1,-13.149000000000001,1,0.0247,0.768,0.000278,0.0835,0.428,82.07700000000001,211209,4,8
2WigTta9MulkImYDwsabVo,0.58,0.345,7,-16.517,1,0.0461,0.613,0.0404,0.266,0.373,131.579,216600,4,4
4vGtFYtUkeUZVjp4hgSSDF,0.552,0.324,6,-15.259,1,0.0369,0.677,0.0,0.131,0.401,94.449,175947,4,5
1lETbAT8DZlAOOl2zxddRT,0.72,0.366,4,-11.087,1,0.0351,0.555,0.0,0.16,0.33299999999999996,127.615,179409,4,4
2m8foLK2LUuHShSou4CZ5I,0.6940000000000001,0.526,4,-7.712000000000001,1,0.0284,0.172,1.49e-05,0.138,0.28800000000000003,114.368,198452,4,7
2L2SNN9NM8mq3plhi2Vbc0,0.603,0.46,4,-8.103,1,0.0274,0.345,0.0,0.111,0.382,115.694,151118,4,3
6QVAUfH92eSZjZxGw4tebs,0.621,0.499,5,-7.937,1,0.0612,0.56,0.0,0.179,0.7809999999999999,75.421,154567,4,3
2j8JOFcxDxlKPV5vxZH0b4,0.7240000000000001,0.535,4,-14.642000000000001,1,0.0474,0.5489999999999999,1.27e-05,0.0468,0.805,102.485,188867,4,1
5MPxgVGxq79wcoNKtlRaTf,0.7,0.254,10,-16.019000000000002,1,0.0429,0.46,0.0,0.1,0.408,91.43700000000001,284119,4,4
5khdtdMlbBjPIKDZ44yK5k,0.7140000000000001,0.613,1,-6.627000000000001,1,0.0381,0.415,0.0,0.0598,0.524,143.933,244227,4,5
5YW9gEJbEdAYNM3IeWtduo,0.7709999999999999,0.318,5,-13.922,0,0.0365,0.222,0.0,0.10300000000000001,0.789,111.507,272600,4,7
4uSpCtFtrK65GoqJpQj6V6,0.6890000000000001,0.423,4,-12.85,0,0.0376,0.43,3.16e-06,0.213,0.715,89.74600000000001,277307,4,9
3H6DwKFIgvftIa9qKU3wM1,0.628,0.46399999999999997,9,-11.651,1,0.10400000000000001,0.23600000000000002,0.0,0.0653,0.446,69.07600000000001,332400,4,12
0OAANH65RFhcc4Jkk6ReBk,0.6829999999999999,0.452,7,-8.389,0,0.122,0.431,2.35e-06,0.39,0.815,170.56799999999998,233560,4,8
7pzkpCkXfU99i4Bm5KG0oM,0.7170000000000001,0.39,1,-14.879000000000001,1,0.0537,0.387,0.0,0.0607,0.657,143.965,432160,4,4
5pgCNho51n8RyUkP3Nxfkf,0.748,0.36,10,-13.375,0,0.0295,0.0452,0.0,0.079,0.57,111.93,321693,3,7
58OEc1sLFqQFP14PqV9AEz,0.763,0.282,1,-17.004,1,0.0555,0.10800000000000001,0.0,0.0186,0.912,159.931,268493,4,7
1dNWYKEoEFNYnkDtKifOYl,0.713,0.408,6,-9.722000000000001,0,0.0404,0.244,0.000148,0.0673,0.467,80.015,221933,4,6
0Ao3qWJKueyfs3iqwGN30F,0.628,0.479,4,-7.562,1,0.0283,0.5589999999999999,8.690000000000001e-05,0.201,0.85,87.587,164676,4,4
3awuorsQsio2PUOvzq3hpd,0.799,0.345,10,-11.52,1,0.0276,0.748,2.3899999999999998e-05,0.16899999999999998,0.7759999999999999,90.417,156874,4,3
2SVW5774QbmEjWfbHOEnz3,0.774,0.29,10,-9.351,1,0.0333,0.883,0.000184,0.0979,0.6940000000000001,92.33,149952,4,5
0hjCC1uNldl1tMAqvLvyCf,0.736,0.263,7,-9.969,1,0.0278,0.7959999999999999,3.56e-06,0.10300000000000001,0.499,98.333,166673,3,5
3xPer22ZLDCRQtb6Z03ykt,0.7020000000000001,0.42,4,-8.81,1,0.0365,0.48700000000000004,5.68e-06,0.358,0.878,88.53299999999999,171762,4,3
0VPc1IbbRMw8DgJBjPJFvP,0.711,0.39299999999999996,9,-12.085,1,0.0327,0.33799999999999997,0.0,0.0949,0.629,92.89200000000001,157160,4,3
4uan8yOfHi3poRlvA7WuOR,0.40299999999999997,0.307,2,-11.255999999999998,1,0.0279,0.665,0.000276,0.15,0.561,199.895,182602,3,0
5atLxMPgGeb8yJ5VRSrhtA,0.685,0.42200000000000004,4,-8.863999999999999,1,0.0251,0.7609999999999999,0.032,0.293,0.687,105.694,173964,3,6
5msgDqJLEADAnU98s48ULJ,0.555,0.406,11,-8.559,0,0.0313,0.8029999999999999,0.0,0.315,0.73,105.821,169041,3,2
6ZE78qf8LT08O3pKT7cYZn,0.633,0.429,9,-13.83,1,0.0388,0.573,0.0,0.737,0.5670000000000001,91.133,173587,4,4
3B54sVLJ402zGa6Xm4YGNe,0.726,0.769,6,-5.043,1,0.12300000000000001,0.0293,0.0101,0.10400000000000001,0.733,97.985,233902,4,5
04MLEeAMuV9IlHEsD8vF6A,0.765,0.7040000000000001,5,-4.5889999999999995,0,0.127,0.0215,0.0,0.22699999999999998,0.498,147.055,192172,4,8
5mqzhMuUpvnMfwNz6iepmO,0.618,0.845,2,0.175,1,0.132,0.114,0.0,0.415,0.486,171.921,181720,4,7
2z4pcBLQXF2BXKFvd0BuB6,0.845,0.7090000000000001,10,-4.547,0,0.0714,0.0233,0.0,0.094,0.62,98.06200000000001,187521,4,8
63MtMwfhxUvM2cyUNb5Iux,0.7090000000000001,0.759,5,-3.8110000000000004,0,0.0454,0.114,0.000129,0.34700000000000003,0.586,148.011,192588,4,6
7iaw359G2XT14uTfV9feip,0.615,0.648,5,-3.792,0,0.22,0.0411,0.0,0.27699999999999997,0.26,169.912,223147,4,6
76IkF7pA7RscjDTvOFT4vb,0.535,0.794,0,-4.933,1,0.161,0.102,1.52e-05,0.14400000000000002,0.799,203.71200000000002,212815,4,8
4rMhnUBc5KjVa8oaj2mynQ,0.623,0.606,9,-7.357,1,0.287,0.26,0.0,0.156,0.243,121.986,359837,4,13
2WM2CK6rAf43NvHxGwWUo8,0.71,0.515,1,-13.902999999999999,1,0.39,0.005229999999999999,1.75e-06,0.0895,0.38799999999999996,200.045,297360,4,1
2mgUebixxrNkoshOvRfT2L,0.9590000000000001,0.857,6,-8.171,1,0.256,0.0137,2.36e-06,0.0668,0.758,108.149,236493,4,10
3oaWYEUBZ4QXrx4qgGIRwF,0.857,0.6629999999999999,8,-11.964,0,0.304,0.0508,0.0,0.0681,0.726,101.945,239133,4,9
5ETdHs01nsJdza8zmanHnW,0.75,0.7190000000000001,9,-8.469,1,0.21100000000000002,0.256,0.0,0.341,0.6940000000000001,97.82,250560,4,8
4zkwhDfGEgi9ueqicRlpE2,0.747,0.61,6,-8.892999999999999,1,0.371,0.14300000000000002,0.0,0.32299999999999995,0.7659999999999999,88.249,308800,4,9
50YJWCEHRKvNhVV7yHQoui,0.7290000000000001,0.544,7,-9.463,1,0.292,0.0534,0.0,0.126,0.6509999999999999,92.264,231227,4,11
2RuCxF4UHUaWa66udVpVxq,0.815,0.57,4,-9.664,1,0.297,0.0532,0.0622,0.159,0.473,106.03299999999999,213200,4,7
2kNBnfLy8PApPV2miHymV9,0.8440000000000001,0.644,1,-9.644,1,0.149,0.00534,0.0,0.0918,0.43700000000000006,110.801,228067,4,5
3Pm8SkXgrpRysOrQStZNbL,0.763,0.882,9,-4.788,0,0.0807,0.000587,0.007370000000000001,0.171,0.9229999999999999,125.023,295240,4,11
00lvlFUXcc2eeYknzUsHTF,0.557,0.578,8,-10.536,0,0.408,0.0451,9.499999999999999e-05,0.35600000000000004,0.8370000000000001,205.368,217000,4,7
74KI6d8jEM2zwOAo3luayU,0.479,0.795,4,-6.4079999999999995,0,0.0421,0.00236,0.0,0.19,0.43200000000000005,114.675,214107,4,6
1sjrDQXqAa9V07FjKIlAQ4,0.301,0.823,1,-4.072,1,0.0433,0.000144,0.000309,0.0833,0.37200000000000005,152.017,236867,4,3
5z5ao3FAaVwHk1g7xuOBcB,0.29100000000000004,0.735,9,-4.7669999999999995,1,0.0415,0.00037400000000000004,4.53e-06,0.0808,0.19,175.97799999999998,195467,4,5
7CIzpZaeeNCtJDi1nqEDXb,0.317,0.804,9,-6.504,0,0.0379,8.08e-05,0.109,0.0995,0.18100000000000002,164.185,254027,4,7
0NfWezPk0Xdab6CC2JfH3u,0.495,0.943,0,-3.884,1,0.10400000000000001,6.3e-05,0.053,0.168,0.35700000000000004,116.07,205093,4,7
35EXxM1zE4eg2G6f3PSle4,0.503,0.7929999999999999,4,-7.109,0,0.0286,0.00214,0.00018999999999999998,0.085,0.5489999999999999,93.51899999999999,263560,4,9
4oSEDFCaImn6rbwPzSZlab,0.589,0.287,0,-9.508,1,0.0316,0.805,5.82e-06,0.0925,0.161,116.351,269893,4,10
3AhNz8XvSZz4FV3bAUzVZc,0.276,0.903,8,-4.781000000000001,1,0.0835,2.52e-05,0.599,0.261,0.16399999999999998,126.757,204333,5,1
1VjYFbXSqx9Ly9GxQVUXV1,0.513,0.914,4,-5.723,0,0.0329,0.000157,1.13e-06,0.0979,0.345,97.6,231933,4,8
5m1PoWsX93A8Vk8VRgxewc,0.42100000000000004,0.9359999999999999,9,-4.909,1,0.0958,0.00011999999999999999,0.677,0.26899999999999996,0.217,120.095,220160,4,6
0Q0IVlqMV64kNLlwjPj0Hl,0.765,0.29,4,-17.117,0,0.139,0.0279,1.02e-06,0.5710000000000001,0.506,92.40899999999999,298773,4,12
3vZO25GdYuqFrR1kzZADnp,0.601,0.42200000000000004,10,-13.364,0,0.518,0.21,0.0,0.0839,0.563,132.45600000000002,226987,3,1
1rJM37Dd4OcSJvzI84yCcP,0.682,0.505,1,-11.709000000000001,1,0.138,0.13699999999999998,0.0,0.23399999999999999,0.4,89.954,260067,4,7
0hKr166QnNZ0a37G4UO0VY,0.774,0.456,1,-16.027,1,0.326,0.13699999999999998,6.879999999999999e-05,0.109,0.642,97.109,322067,4,9
5bUVHuzQh5mkvMPjUU074i,0.845,0.326,0,-13.909,1,0.152,0.0134,4.04e-05,0.28,0.368,88.988,273093,4,1
52PgJoRz30sRQGOGqXYKdX,0.5329999999999999,0.45,0,-14.975,1,0.446,0.196,2.75e-06,0.147,0.35100000000000003,77.999,260547,4,7
2lOnbK3gm1N6keYkUD3mis,0.7879999999999999,0.522,6,-13.345999999999998,1,0.447,0.1,1.1900000000000001e-05,0.479,0.8009999999999999,82.92200000000001,268933,4,8
7oSVxGokmrvwMRdM6rcYsC,0.607,0.616,7,-8.924,1,0.344,0.0917,1.57e-05,0.0837,0.55,85.182,240360,4,6
76ajwhzTiuwL2RcHyIVSiK,0.845,0.312,1,-15.843,1,0.23,0.259,0.0,0.342,0.664,97.00399999999999,302067,4,8
4TGdvA9hBvyoOkuvHNje0M,0.687,0.545,1,-14.277000000000001,1,0.39,0.41700000000000004,0.0,0.79,0.562,90.4,343693,4,4
6t6oULCRS6hnI7rm0h5gwl,0.672,0.738,0,-7.045,1,0.0506,0.0178,6.75e-05,0.0927,0.392,107.93799999999999,277040,4,1
7a86XRg84qjasly9f6bPSD,0.37799999999999995,0.638,10,-5.5760000000000005,1,0.075,0.02,7.659999999999999e-05,0.0849,0.735,184.08599999999998,250627,4,8
7gpy7sfWPNuOKmUNs3XQYE,0.38799999999999996,0.6940000000000001,5,-5.769,1,0.0735,0.11800000000000001,0.000293,0.08199999999999999,0.365,145.434,278373,5,6
53c9tTEHXWL5GkYNalbXZ3,0.38,0.489,0,-7.027,1,0.0362,0.0351,0.00243,0.081,0.337,127.09700000000001,214431,4,4
4orHVYvdG5v4G4bmp2Lwdg,0.626,0.703,11,-5.247000000000001,1,0.0306,0.0275,1.66e-06,0.0903,0.522,92.054,210373,4,6
1Y5wYXgX9dHwSKZdQNHEhV,0.612,0.297,10,-7.571000000000001,1,0.0308,0.941,1.45e-06,0.109,0.46,99.93700000000001,251267,4,5
5QbQ5iAebksB5Wj5BPazNX,0.408,0.499,6,-7.16,1,0.0547,0.44,4.04e-06,0.595,0.501,82.15700000000001,286707,4,3
1TQyRzRnGJflBhUHAwtk1x,0.6459999999999999,0.787,0,-4.654,1,0.0602,0.258,0.0,0.19899999999999998,0.773,131.036,202893,4,2
0SHPEXmOSJL4Og3aJluoKd,0.41200000000000003,0.52,11,-6.507999999999999,1,0.0431,0.146,0.0,0.188,0.314,129.838,249813,4,9
5tbz0VnVwfF3jubvjDGdHo,0.445,0.29600000000000004,5,-7.091,1,0.0419,0.815,0.0,0.0562,0.289,169.331,272547,4,9
6Ie9yuocD61v7hrh02moc6,0.7040000000000001,0.735,10,-10.425999999999998,1,0.0594,0.28,0.149,0.475,0.6809999999999999,105.182,346667,4,10
4XRkQloZFcRrCONN7ZQ49Y,0.7170000000000001,0.665,9,-9.503,1,0.0523,0.0659,0.0,0.326,0.774,105.693,348067,4,12
6VSm4HuSiOGWjbt6zpPnvh,0.7490000000000001,0.802,7,-6.159,0,0.0471,0.0332,0.0499,0.611,0.826,106.07700000000001,267800,4,8
0GIfaHgivfBCV67eYF996A,0.637,0.42100000000000004,9,-14.327,1,0.252,0.654,0.0,0.369,0.779,87.507,461160,4,17
7rLAPi81R7qlVqgXfykdEL,0.662,0.585,8,-10.238,0,0.10099999999999999,0.531,1.0800000000000002e-05,0.44299999999999995,0.8290000000000001,89.212,373213,4,11
6jO8FdgfPLjcesTmRpFCPX,0.6729999999999999,0.682,2,-9.991,1,0.0633,0.252,0.000193,0.0308,0.941,98.277,264093,4,9
2Lym1kw7QGFR4mXaWztNcE,0.732,0.767,10,-9.667,1,0.0386,0.22399999999999998,0.0369,0.429,0.705,105.537,644467,4,20
7Gm4XZ7jOGe8AeAs6is78s,0.743,0.503,6,-12.959000000000001,1,0.0462,0.442,0.0016699999999999998,0.0486,0.966,118.524,264907,1,3
0HMn6Mj64KFPE0FYivxt3c,0.647,0.8540000000000001,7,-7.864,1,0.0586,0.18100000000000002,9.88e-06,0.0714,0.664,90.42399999999999,304800,4,10
3Cwqx8uT01lNO3gHYuQRkG,0.613,0.525,1,-7.865,1,0.305,0.0913,0.0,0.326,0.727,90.24700000000001,322572,4,9
2FjvG9IQg242g2LEornfjy,0.5720000000000001,0.935,4,-2.6180000000000003,1,0.41700000000000004,0.732,0.00892,0.109,0.8440000000000001,188.801,108973,4,4
2nd0a9U9ICncohQPtjtVey,0.45299999999999996,0.823,10,-4.748,0,0.38799999999999996,0.0164,0.0,0.255,0.445,192.132,220533,4,6
7e3YBmI6nHIvx2tevyLdeV,0.726,0.892,7,-5.5889999999999995,1,0.299,0.0358,0.063,0.0606,0.86,96.14,241627,4,6
6RAX4EoJyJ879PG3bauTg6,0.723,0.899,0,-3.0610000000000004,1,0.25,0.134,3.56e-06,0.9279999999999999,0.7120000000000001,102.855,160240,4,6
1sIUXFdmldGmo5Wky018J5,0.643,0.6829999999999999,2,-7.541,1,0.41600000000000004,0.23600000000000002,0.0,0.335,0.6990000000000001,94.21600000000001,226600,4,9
6F8TqbEAyocvuORy0DKiw7,0.748,0.6609999999999999,2,-6.292999999999999,1,0.425,0.0513,0.0,0.161,0.718,91.941,161467,4,6
3ZDKB3zMzBNgHdoWipNSQH,0.722,0.852,4,-5.614,1,0.281,0.0131,8.2e-05,0.503,0.645,96.09,173693,4,6
1kEIO3pOKxBL5YmbVi66DG,0.705,0.917,4,-4.773,0,0.29600000000000004,0.18,0.0,0.0883,0.799,102.369,163307,4,7
0t44iQV1JYMNkRrTT2UmQe,0.7120000000000001,0.899,8,-5.29,1,0.32,0.0199,0.000206,0.12300000000000001,0.48100000000000004,169.513,271859,4,9
4o5vXYrv5kQ3KujuEKmZl7,0.6509999999999999,0.7509999999999999,10,-4.146,0,0.42700000000000005,0.0599,0.0,0.0848,0.8690000000000001,104.569,174960,4,6
0VgkVdmE4gld66l8iyGjgx,0.833,0.434,2,-8.795,1,0.431,0.0102,0.0219,0.165,0.281,150.062,204600,4,2
51rXHuKN8Loc4sUlKPODgH,0.563,0.7170000000000001,1,-5.186,1,0.337,0.000874,0.0,0.183,0.42700000000000005,82.064,229670,4,4
6k2900NjJeVqZM55G3Danu,0.8959999999999999,0.675,1,-3.908,1,0.124,0.34600000000000003,8.11e-06,0.262,0.659,131.999,213989,4,9
27GmP9AWRs744SzKcpJsTZ,0.852,0.5529999999999999,1,-7.2860000000000005,1,0.187,0.0563,0.0,0.332,0.6559999999999999,142.072,205879,4,4
7EiZI6JVHllARrX9PUvAdX,0.722,0.331,8,-7.789,1,0.0725,0.337,0.28300000000000003,0.146,0.102,143.974,313547,4,11
6WlxcZKpEV6Bwe9InoVhMp,0.884,0.579,2,-6.847,1,0.299,0.064,2.38e-06,0.182,0.313,144.97299999999998,176630,4,4
6dVZCbi9CYtD9LjAHXRjIG,0.72,0.424,2,-11.964,1,0.387,0.0122,0.0126,0.45299999999999996,0.228,150.01,258427,4,7
7MywASx2OFZngfoORjo1yy,0.875,0.644,1,-6.553999999999999,1,0.222,0.267,0.0,0.125,0.7879999999999999,139.086,240682,4,5
49zD0wr2S3d0lZPib0K4e1,0.8740000000000001,0.568,11,-5.896,0,0.22399999999999998,0.0698,1.3800000000000002e-05,0.149,0.46,139.995,237400,4,5
6yHkPtl6UQ7RjtJLBPzbJw,0.415,0.369,8,-10.044,1,0.0741,0.0303,7.64e-06,0.38299999999999995,0.0913,95.74600000000001,251423,4,4
5k38wzpLb15YgncyWdTZE4,0.589,0.731,2,-6.343,1,0.0868,0.0534,0.0,0.308,0.191,87.90799999999999,268867,4,9
794QVQtFNy7hvtjQP1keQd,0.8170000000000001,0.6459999999999999,4,-5.12,0,0.249,0.0152,0.0,0.125,0.835,162.898,213080,4,6
2DQ1ITjI0YoLFzuADN1ZBW,0.838,0.7709999999999999,1,-3.7910000000000004,1,0.244,0.0117,0.0,0.0853,0.405,175.957,245387,4,7
40YcuQysJ0KlGQTeGUosTC,0.757,0.672,0,-6.524,0,0.0955,0.0186,0.0,0.158,0.382,111.99600000000001,251467,4,8
6jmTHeoWvBaSrwWttr8Xvu,0.7120000000000001,0.562,10,-6.007999999999999,1,0.129,0.125,0.0,0.136,0.142,140.0,236480,4,5
