,g_song_id,writer_id,writer_name
8616,500896,666468,Trevor McFedries
8617,500896,143191,Michael McHenry
8618,500896,644921,Tyler Sherrit
8619,500929,67,Jeezy
8620,500948,468688,Johan Carlsson
8621,500948,22457,Harry Styles
8622,500955,1181,The-Dream
8623,500955,993664,Carlos McKinney
8624,501008,15369,A$AP Ferg
8625,501008,652020,Adrianne Birge
8626,501008,652019,Alicia Renee Williams
8627,501008,8491,Rodney Jerkins
8628,501078,8931,Suffa
8629,501078,5536,Drapht
8630,501078,388459,MC Pressure
8631,501080,13,Gucci Mane
8632,501155,219737,Tom Gist
8633,501155,1,Cam’ron
8634,501295,7922,Logic
8635,501464,12840,Fler
8636,501510,2358,The Weeknd
8637,501510,1362,Belly
8638,501510,151087,Ali Payami
8639,501510,346342,Peter Svensson
8640,501510,179206,Savan Kotecha
8641,501510,27835,Max Martin
8642,501540,1308,Hopsin
8643,501577,388,Talib Kweli
8644,501577,2367,Planet Asia
8645,501577,328,J-Hood
8646,501589,42,The Game
8647,501589,304,Rich Boy
8648,501632,76034,Daveed Diggs
8649,501667,204913,Bryan Ferry
8650,501714,59,2Pac
8651,501736,25680,​blackbear
8652,501738,25680,​blackbear
8653,501741,25680,​blackbear
8654,501747,36772,Mike City
8655,501748,132,Usher
8656,501748,3264,Jermaine Dupri
8657,501748,30599,Bryan-Michael Cox
8658,501750,132,Usher
8659,501750,3264,Jermaine Dupri
8660,501750,30599,Bryan-Michael Cox
8661,501753,8450,R.L.
8662,501753,132,Usher
8663,501756,3063,Kandi
8664,501756,137924,"Kevin ""She'kspere"" Briggs"
8665,501756,132,Usher
8666,501758,132,Usher
8667,501758,3264,Jermaine Dupri
8668,501758,30599,Bryan-Michael Cox
8669,501766,132,Usher
8670,501766,713,​will.i.am
8671,501766,7597,Ryan Toby
8672,501770,132,Usher
8673,501770,16145,Johntá Austin
8674,501770,27578,StarGate
8675,501771,896984,Jamar Jones
8676,501771,132,Usher
8677,501771,980646,Gerrell Gaddis
8678,501771,73942,Adam Blackstone
8679,501771,897203,Dre & Vidal
8680,501774,132,Usher
8681,501774,27626,J.R. Rotem
8682,501774,17649,James Fauntleroy
8683,501797,31298,Dilemma
8684,501797,45972,JoeLogic
8685,501797,559791,Matt Wang
8686,501797,1234,Jazmine Sullivan
8687,501799,48423,Porchy
8688,501799,24422,Oxxxymiron
8689,501821,1002088,Jo Callis
8690,501821,1002089,Philip Adrian Wright
8691,501821,111514,Philip Oakey
8692,501837,282171,Les Claypool
8693,501841,220152,Pharaoh Jackson
8694,501841,554,Tyga
8695,501841,42,The Game
8696,501849,106698,Caneda
8697,501855,106698,Caneda
8698,501856,1397,Giggs
8699,501856,1838,Ellie Goulding
8700,501881,85,T.I.
8701,501881,1102,Skylar Grey
8702,501881,27643,"Tommy ""TBHits"" Brown"
8703,501881,21798,Victoria Monét
8704,501881,159451,"Dernst ""D'Mile"" Emile II"
8705,501896,110,Pharrell Williams
8706,501910,34470,Jimmy Jam
8707,501910,34471,Terry Lewis
8708,501910,446,Miguel
8709,501910,132,Usher
8710,501910,184090,Juan Johnny Najera
8711,501910,29598,Iz Avila
8712,501910,57605,Bobby Ross Avila
8713,501912,111,Ludacris
8714,501912,525293,Ebo Taylor
8715,501912,132,Usher
8716,501912,2147,Sean Garrett
8717,501912,27665,Bangladesh
8718,501913,627889,Marcella Araica
8719,501913,10461,Danja
8720,501913,5898,Rico Love
8721,501913,132,Usher
8722,501915,60958,Ryon Lovett
8723,501915,184205,"James ""JLack"" Lackey"
8724,501917,132,Usher
8725,501917,980656,Charles Hinshaw Jr
8726,501917,418994,Bilal Hajji
8727,501917,29767,RedOne
8728,501920,1445436,Vincent DiMirco
8729,501920,144366,Frank Wilson
8730,501982,604,Radiohead
8731,502103,36944,Lorde
8732,502103,461938,Ryan Lott
8733,502121,520175,Supreme Boi
8734,502121,70112,J-Hope
8735,502121,520160,Suga (BTS)
8736,502121,70110,RM
8737,502220,12073,Sido
8738,502220,12056,Nazar
8739,502222,27643,"Tommy ""TBHits"" Brown"
8740,502222,21798,Victoria Monét
8741,502222,26507,Ariana Grande
8742,502304,23315,Southside
8743,502304,33010,Metro Boomin
8744,502304,1583,French Montana
8745,502304,17560,Ca$h Out
8746,502343,1188989,Stu Gardner
8747,502343,26741,Bill Cosby
8748,502343,1188988,Dawnn Lewis
8749,502397,406303,J.R. Richards
8750,502397,106452,Dishwalla
8751,502397,1134118,Gregory Kolanek
8752,502421,19845,Tenacious D
8753,502423,12076,Farid Bang
8754,502423,12077,Kollegah
8755,502423,17456,Majoe
8756,502439,27643,"Tommy ""TBHits"" Brown"
8757,502439,458305,Leon Sylvers III
8758,502439,26507,Ariana Grande
8759,502439,27644,Travis Sayles
8760,502439,21798,Victoria Monét
8761,502499,220518,Mascote
8762,502502,12418,Ed Sheeran
8763,502514,88,Rick Ross
8764,502514,633,Dom Kennedy
8765,502514,25005,Ty Dolla $ign
8766,502519,12936,RiFF RAFF
8767,502519,27835,Max Martin
8768,502519,1195,Katy Perry
8769,502519,34464,Klas Åhlund
8770,502527,12840,Fler
8771,502527,12338,Bushido
8772,502594,694497,Howard Dietz
8773,502599,553779,Irving Mills
8774,502604,468682,Lorenz Hart
8775,502605,694473,Jane Brown Thompson
8776,502608,144758,Jimmy Van Heusen
8777,502613,376502,Paul James
8778,502616,557255,Einer Aaron Swan
8779,502624,26326,Cole Porter
8780,502628,557291,E.Y. Harburg
8781,502633,557252,Alec Wilder
8782,502634,517597,Ted Koehler
8783,502636,323660,Richard Rodgers
8784,502638,468682,Lorenz Hart
8785,502639,455599,Gus Kahn
8786,502642,694673,Hank Sanicola
8787,502642,824,Frank Sinatra
8788,502658,1015124,L. Wienecke
8789,502658,24524,Schwartz
8790,502658,1015123,Kierulf
8791,502715,19780,Nikkiya
8792,502715,14963,Dizzy Wright
8793,502736,204913,Bryan Ferry
8794,502775,42,The Game
8795,502775,3260,Fresh
8796,502775,24554,Jerm
8797,502775,34,Jadakiss
8798,502775,490,Uncle Murda
8799,502834,28906,​benny blanco
8800,502834,27836,Shellback
8801,502834,669,Adam Levine
8802,502852,1088542,Ken Aschorp
8803,502917,2197,Future
8804,502917,67,Jeezy
8805,502918,1632,Tory Lanez
8806,502918,33062,Childish Major
8807,502918,157,Akon
8808,502918,67,Jeezy
8809,502922,67,Jeezy
8810,502963,46496,Kid Harpoon
8811,502963,34525,Florence Welch
8812,502963,2069,Calvin Harris
8813,502963,43323,Dan Smith
8814,503018,37463,Sevyn Streeter
8815,503018,209461,Dewain Whitmore
8816,503018,300188,RoccStar
8817,503018,44536,DJEMBA DJEMBA
8818,503018,12908,Diplo
8819,503018,438,Chris Brown
8820,503022,897180,Juan Rozoff
8821,503022,33305,Eloquence
8822,503022,2252,Disiz La Peste
8823,503035,1032961,Onys Boyna
8824,503035,1032960,Edd Kutt
8825,503035,136222,Apotre H
8826,503035,40669,Komplex
8827,503035,53450,Flag
8828,503035,143258,Treyz l'Affreux
8829,503035,220786,Bricefa
8830,503035,220785,Dayen
8831,503035,2252,Disiz La Peste
8832,503038,19233,Eric Bellinger
8833,503038,310,Wiz Khalifa
8834,503038,182322,Lyrica Anderson
8835,503152,556966,Dre Moon
8836,503152,12417,A$AP Rocky
8837,503152,211005,Brian Soko
8838,503152,17207,Detail
8839,503152,182322,Lyrica Anderson
8840,503152,25561,Tinashe
8841,503152,43263,Rasool Diaz
8842,503162,376497,Dorothy Fields
8843,503220,130,Drake
8844,503223,1022,Evidence
8845,503223,5856,Rakaa Iriscience
8846,503223,12404,Action Bronson
8847,503223,730,Fashawn
8848,503223,1190,Domo Genesis
8849,503223,14148,Rapsody
8850,503223,319,Vinnie Paz
8851,503223,5214,DJ Babu
8852,503254,81818,Vance Joy
8853,503260,412030,George David Weiss
8854,503260,140810,Luigi Creatore
8855,503260,288843,Hugo Peretti
8856,503418,455,Lil B
8857,503575,615745,Gene L. Coon
8858,503608,31319,Alton Ellis
8859,503608,740,Sean Paul
8860,503629,214301,NF
8861,503637,19845,Tenacious D
8862,503639,19845,Tenacious D
8863,503649,19845,Tenacious D
8864,503659,19845,Tenacious D
8865,503667,19845,Tenacious D
8866,503672,19845,Tenacious D
8867,503719,124752,JHart
8868,503719,564434,Britt Burton
8869,503719,551992,Emily Warren
8870,503719,516599,Tinashe Sibanda
8871,503719,21798,Victoria Monét
8872,503721,170319,Lee Alexander
8873,503721,1264313,JC Hopkins
8874,503727,170458,YEAHTIM
8875,503772,105006,Alesso
8876,503772,127642,Tove Lo
8877,503772,29972,Brian Eno
8878,503772,9534,David Bowie
8879,503773,668656,Rido MC
8880,503773,473166,Supa (CDB)
8881,503773,42536,Bassi Maestro
8882,503815,7923,MadMan
8883,503832,1398269,Jon White
8884,503832,555395,Neon Feather
8885,503832,6296,​TobyMac
8886,503832,334215,David Garcia
8887,503832,985747,Cole Walowac
8888,503835,19845,Tenacious D
8889,503874,500783,Kamasi Washington
8890,503874,22931,Flying Lotus
8891,503894,455,Lil B
8892,503936,983694,Reid Harrison
8893,503945,326,Trey Songz
8894,503945,2236,Kirko Bangz
8895,503945,25005,Ty Dolla $ign
8896,503962,27816,Rockwilder
8897,503962,619832,"Tony ""Prof-T"" Tolbert"
8898,503962,2122,Janet Jackson
8899,503962,34471,Terry Lewis
8900,503962,34470,Jimmy Jam
8901,503972,29123,Alex Gaskarth
8902,503975,29123,Alex Gaskarth
8903,503977,29123,Alex Gaskarth
8904,503979,29123,Alex Gaskarth
8905,503981,29123,Alex Gaskarth
8906,503982,29123,Alex Gaskarth
8907,504005,1421,Kendrick Lamar
8908,504007,221243,P Brothers
8909,504007,221242,Rast RFC
8910,504007,189044,Your Old Droog
8911,504101,562820,Sam Dixon
8912,504101,16775,Sia
8913,504150,1745,Childish Gambino
8914,504152,20503,Young Thug
8915,504152,13,Gucci Mane
8916,504153,27795,Dan Wilson
8917,504153,1002859,Emily Robison
8918,504153,74369,Natalie Maines
8919,504153,1002856,Martie Maguire
8920,504293,134229,Mike Rutherford
8921,504293,356099,Tony Banks
8922,504293,3927,Phil Collins
8923,504527,1986,Dany Dan
8924,504527,2249,Ol' Kainry
8925,504641,19882,Illmac
8926,504641,49559,Aye Verb
8927,504666,646548,Maurice David Wade
8928,504666,550007,Al Sherrod Lambert
8929,504666,46085,Harmony Samuels
8930,504666,26507,Ariana Grande
8931,504666,370196,Carmen Reece
8932,504673,550521,Calum Hood
8933,504673,588148,Ashton Irwin
8934,504673,28535,John Feldmann
8935,504673,324062,"Nicholas ""RAS"" Furlong"
8936,504693,20222,Slipknot
8937,504693,44044,Corey Taylor
8938,504693,376537,Jim Root
8939,504751,42463,Thomas Bangalter
8940,504751,31634,Guy-Manuel de Homem-Christo
8941,504751,188044,Edwin Birdsong
8942,504765,31634,Guy-Manuel de Homem-Christo
8943,504765,42463,Thomas Bangalter
8944,504793,47925,Dieselle
8945,504793,2455,Rim'K
8946,504793,74283,Jul
8947,504812,74283,Jul
8948,504842,31251,Tom Lehrer
8949,504893,8384,James
8950,504893,206476,Tio Fresh
8951,504893,195025,DJ Hum
8952,504893,196066,Lino Krizz
8953,504958,45341,Courtney Love
8954,504958,332389,Eric Erlandson
8955,504958,42637,Billy Corgan
8956,504962,2194,9th Wonder
8957,504962,1054273,Phil Terry
8958,504962,657424,Michael Burton
8959,504962,35041,Michelle Williams
8960,504962,1302,Kelly Rowland
8961,504962,498,Beyoncé
8962,504962,2147,Sean Garrett
8963,504971,373690,William Bell
8964,505003,3896,Aloe Blacc
8965,505003,17491,Avicii
8966,505003,46192,Mike Einziger
8967,505073,29978,Mike WiLL Made-It
8968,505073,132,Usher
8969,505089,19223,Preme
8970,505089,2197,Future
8971,505089,130,Drake
8972,505111,16775,Sia
8973,505111,33782,Luis Resto
8974,505111,37558,John Hill
8975,505111,27453,Emile Haynie
8976,505111,45,Eminem
8977,505131,149318,King-ISO
8978,505131,191984,Redro Killson
8979,505131,11590,Twisted Insane
8980,505133,108,50 Cent
8981,505133,882,Kidd Kidd
8982,505133,402,Young Buck
8983,505133,556,Tony Yayo
8984,505133,255,Lloyd Banks
8985,505133,130590,D.K.A.D.
8986,505133,223613,Ryan “Ryu” Alexy
8987,505136,221667,Emily Libera
8988,505136,26577,Aminé
8989,505138,1422429,Ronald Richardson
8990,505138,633209,Loren Oden
8991,505138,38724,Adrian Younge
8992,505138,36599,45 Music
8993,505138,402,Young Buck
8994,505138,556,Tony Yayo
8995,505138,882,Kidd Kidd
8996,505138,108,50 Cent
8997,505146,621712,Keith Nelson
8998,505146,5430,Josh Todd
8999,505147,656812,"Kal ""Boogie"" Dellaportas"
9000,505147,656813,"Chris ""Trife"" Patilis"
9001,505147,1555,Havoc
9002,505147,882,Kidd Kidd
9003,505147,402,Young Buck
9004,505147,556,Tony Yayo
9005,505147,255,Lloyd Banks
9006,505147,108,50 Cent
9007,505152,556,Tony Yayo
9008,505152,402,Young Buck
9009,505152,882,Kidd Kidd
9010,505152,255,Lloyd Banks
9011,505152,108,50 Cent
9012,505152,223613,Ryan “Ryu” Alexy
9013,505155,977,Masta Killa
9014,505157,26577,Aminé
9015,505161,149879,Raury
9016,505171,1422424,Rodolfo Rodriguez
9017,505171,1422423,Mark Gonzales
9018,505171,30162,LordQuest
9019,505171,556,Tony Yayo
9020,505171,402,Young Buck
9021,505171,882,Kidd Kidd
9022,505171,255,Lloyd Banks
9023,505171,108,50 Cent
9024,505181,149879,Raury
9025,505183,26577,Aminé
9026,505193,882,Kidd Kidd
9027,505193,402,Young Buck
9028,505193,556,Tony Yayo
9029,505193,108,50 Cent
9030,505193,255,Lloyd Banks
9031,505193,30246,Eric G
9032,505194,149879,Raury
9033,505251,149879,Raury
9034,505365,110,Pharrell Williams
9035,505365,14598,Iggy Azalea
9036,505369,660,Prince
9037,505401,12840,Fler
9038,505401,12338,Bushido
9039,505535,362979,Sara Watkins
9040,505535,362840,Sean Watkins
9041,505535,187275,Chris Thile
9042,505544,31251,Tom Lehrer
9043,505599,1505,Nelly Furtado
9044,505599,366779,Gerald Eaton
9045,505599,645546,Brian West
9046,505599,32550,Trevor Horn
9047,505599,35496,Anne Dudley
9048,505599,34708,Malcolm McLaren
9049,505604,149879,Raury
9050,505622,55027,Billie Joe Armstrong
9051,505630,55027,Billie Joe Armstrong
9052,505630,619482,Mike Dirnt
9053,505630,619483,Tré Cool
9054,505645,65109,Rich the Kid
9055,505686,85,T.I.
9056,505686,25005,Ty Dolla $ign
9057,505692,310,Wiz Khalifa
9058,505692,654,Mike Posner
9059,505692,25005,Ty Dolla $ign
9060,505700,1073,Juicy J
9061,505700,24823,Rich Homie Quan
9062,505700,25005,Ty Dolla $ign
9063,505706,661423,MikeLWriteWell
9064,505706,94602,Preston Harris
9065,505706,36029,Price
9066,505706,41027,Oktane
9067,505711,492,Big Sean
9068,505711,25005,Ty Dolla $ign
9069,505711,56594,Jay 305
9070,505716,19129,Sentino
9071,505716,12840,Fler
9072,505720,118,Yo Gotti
9073,505720,1583,French Montana
9074,505720,25005,Ty Dolla $ign
9075,505751,48449,Noname
9076,505823,12418,Ed Sheeran
9077,505823,25005,Ty Dolla $ign
9078,505823,3,Fabolous
9079,505823,1450,YG
9080,505870,2011,Casey Veggies
9081,505870,25005,Ty Dolla $ign
9082,505879,221961,Claudio Sanchez
9083,505892,338,Busta Rhymes
9084,505892,38724,Adrian Younge
9085,505892,27467,Ali Shaheed Muhammad
9086,505923,67,Jeezy
9087,505930,67,Jeezy
9088,505932,26577,Aminé
9089,505933,19285,Mila J
9090,505933,25005,Ty Dolla $ign
9091,505934,26577,Aminé
9092,505934,31697,Neka
9093,505972,25418,August Alsina
9094,505972,67,Jeezy
9095,505973,149879,Raury
9096,506117,227777,Cole Swindell
9097,506117,621192,Michael Carter
9098,506118,266,Everlast
9099,506118,7122,Scoop DeVille
9100,506118,338,Busta Rhymes
9101,506126,22758,Brad Paisley
9102,506268,22758,Brad Paisley
9103,506374,25370,Shizoe
9104,506374,17964,Shen
9105,506374,12840,Fler
9106,506431,21702,Fabri Fibra
9107,506456,12238,Cartel MGM
9108,506456,3906,La Chat
9109,506456,257,Waka Flocka Flame
9110,506466,1010411,Benny Medina
9111,506466,35895,Cory Rooney
9112,506466,14598,Iggy Azalea
9113,506466,12908,Diplo
9114,506466,176521,Asia Bryant
9115,506466,438,Chris Brown
9116,506466,2487,Jennifer Lopez
9117,506498,993664,Carlos McKinney
9118,506498,574721,Christopher A. Stewart
9119,506498,1181,The-Dream
9120,506499,5595,Trials
9121,506499,8931,Suffa
9122,506499,5598,Pressure
9123,506499,469168,Hons
9124,506499,11093,Sesta
9125,506499,6088,Vents
9126,506578,13,Gucci Mane
9127,506623,74,Twista
9128,506623,12199,Rittz
9129,506648,16808,Chief Keef
9130,506664,670565,Jesse Lacey
9131,506668,670565,Jesse Lacey
9132,506670,670565,Jesse Lacey
9133,506673,670565,Jesse Lacey
9134,506676,670565,Jesse Lacey
9135,506679,670565,Jesse Lacey
9136,506682,685042,Vincent Accardi
9137,506682,670565,Jesse Lacey
9138,506685,670565,Jesse Lacey
9139,506688,685042,Vincent Accardi
9140,506688,670565,Jesse Lacey
9141,506713,1051707,Michael Spearman
9142,506713,1051706,Jeremy Pritchard
9143,506713,1051708,Alex Robertshaw
9144,506713,1051705,Jonathan Higgs
9145,506714,222370,Junehellionbeatz
9146,506714,222371,Kid Amateur Kat
9147,506714,221924,Batgang
9148,506714,210386,Vee Tha Rula
9149,506714,12816,HardHead
9150,506714,1631,Kid Ink
9151,506718,859,Gorilla Zoe
9152,506718,278,Jeremih
9153,506718,1631,Kid Ink
9154,506721,670568,Bricc Baby
9155,506721,221924,Batgang
9156,506721,1631,Kid Ink
9157,506721,222389,Math Allen
9158,506721,56232,Juliann Alexander
9159,506725,221924,Batgang
9160,506725,1631,Kid Ink
9161,506725,25005,Ty Dolla $ign
9162,506725,56232,Juliann Alexander
9163,506752,59009,Chino Moreno
9164,506752,14195,Deftones
9165,506757,149879,Raury
9166,506761,37229,Butch Walker
9167,506761,1065313,Jerry Becker
9168,506761,34092,Pat Monahan
9169,506780,7922,Logic
9170,506780,1745,Childish Gambino
9171,506780,49286,6ix
9172,506780,110,Pharrell Williams
9173,506786,182,Yelawolf
9174,506795,80125,Kehlani
9175,506816,634067,Kelly Love
9176,506816,490531,Chris DuBois
9177,506816,22758,Brad Paisley
9178,506885,83,Fat Joe
9179,506885,161,Big Pun
9180,506924,370176,Roland Orzabal
9181,506933,1421,Kendrick Lamar
9182,507067,59130,BloodPop®
9183,507067,18722,Grimes
9184,507120,430302,Toby Smith
9185,507120,430303,Jay Kay
9186,507139,137592,Ape
9187,507139,637910,Zampa
9188,507139,42536,Bassi Maestro
9189,507147,33882,Salmo
9190,507147,42536,Bassi Maestro
9191,507153,21702,Fabri Fibra
9192,507153,81704,Clementino
9193,507174,21702,Fabri Fibra
9194,507174,81704,Clementino
9195,507210,16808,Chief Keef
9196,507210,51808,Frencizzle
9197,507275,229967,David Paich
9198,507275,222679,Boz Scaggs
9199,507285,210362,Koree
9200,507285,12077,Kollegah
9201,507286,20442,KC Rebell
9202,507297,30192,Kevin Gates
9203,507297,1073,Juicy J
9204,507297,12051,Starlito
9205,507334,17560,Ca$h Out
9206,507338,1066195,Cheo Hodari Coker
9207,507357,370176,Roland Orzabal
9208,507447,15225,​The Code
9209,507447,11395,G-Eazy
9210,507458,1008225,David Martin
9211,507458,1014422,Christian Arnold
9212,507458,655143,Geoff Morrow
9213,507478,29978,Mike WiLL Made-It
9214,507478,209139,Swae Lee
9215,507478,335759,Slim Jxmmi
9216,507496,9477,Problem
9217,507496,118,Yo Gotti
9218,507496,158,DJ Khaled
9219,507496,193805,King Pharaoh
9220,507496,816,Ginuwine
9221,507496,2651,Tyrese
9222,507496,1057,Tank
9223,507496,396,Wale
9224,507496,1183,Curren$y
9225,507496,14325,2 Chainz
9226,507496,184,Swizz Beatz
9227,507496,42,The Game
9228,507496,88,Rick Ross
9229,507496,82,Puff Daddy
9230,507496,3,Fabolous
9231,507529,33152,Mike Free
9232,507529,29780,DJ Mustard
9233,507529,25005,Ty Dolla $ign
9234,507529,19285,Mila J
9235,507566,20503,Young Thug
9236,507567,8419,Tay Zonday
9237,507567,222797,Iman Crosson
9238,507567,17532,Link Neal
9239,507567,17533,Rhett McLaughlin
9240,507692,20906,Bizzle
9241,507692,209459,Selah the Corner
9242,507749,39064,Morrissey
9243,507831,39842,Dallas Austin
9244,507882,23552,Young Scooter
9245,507882,257,Waka Flocka Flame
9246,507885,325824,A.C. Newman
9247,507887,325824,A.C. Newman
9248,507947,80125,Kehlani
9249,507947,14666,IamSu!
9250,507980,47589,Lil Dicky
9251,508004,32827,Andre Lindal
9252,508004,669,Adam Levine
9253,508004,16775,Sia
9254,508004,28906,​benny blanco
9255,508004,8491,Rodney Jerkins
9256,508015,23029,Tony! Toni! Toné!
9257,508015,362,Alicia Keys
9258,508015,189072,Amir Royale
9259,508073,351336,Brent Smith
9260,508073,1048332,Dana Calitri
9261,508073,1176639,Kathy Sommer
9262,508073,1018059,Nina Meryl Ossoff
9263,508078,616113,Dave Bassett
9264,508078,351336,Brent Smith
9265,508105,17746,Jahlil Beats
9266,508105,88,Rick Ross
9267,508105,1319,Meek Mill
9268,508105,61495,Toni Romiti
9269,508105,27801,Speaker Knockerz
9270,508152,1501,Keith Murray
9271,508152,59,2Pac
9272,508168,33238,Lil Bibby
9273,508168,34,Jadakiss
9274,508168,1714,Anthony Hamilton
9275,508168,27639,Black Metaphor
9276,508175,33076,The Arcade
9277,508175,33075,The Invisible Men
9278,508175,411,Lil' Kim
9279,508175,45349,Charli XCX
9280,508175,14598,Iggy Azalea
9281,508187,1096809,David Ivory
9282,508187,39652,Howard Benson
9283,508187,166546,Lzzy Hale
9284,508206,223147,Chris Cagle
9285,508206,1484903,Charlie Crowe
9286,508237,1745,Childish Gambino
9287,508247,159451,"Dernst ""D'Mile"" Emile II"
9288,508247,1450,YG
9289,508247,37463,Sevyn Streeter
9290,508266,146516,Chris Thompson
9291,508266,52554,Jon Jones
9292,508266,157236,Kyle Jacobs
9293,508266,40003,Lee Brice
9294,508302,685060,Pete de Freitas
9295,508302,685059,Les Pattinson
9296,508302,359028,Ian McCulloch
9297,508302,685058,Will Sergeant
9298,508320,34111,Nesli
9299,508320,21702,Fabri Fibra
9300,508328,649704,Tony Scales
9301,508328,611352,Kenneth Coby
9302,508328,223,Common
9303,508328,147,Lupe Fiasco
9304,508331,1024068,Black P
9305,508331,7923,MadMan
9306,508391,21128,Interpol
9307,508423,5898,Rico Love
9308,508423,2197,Future
9309,508447,53806,Carvin Haggins
9310,508447,53805,Ivan Barias
9311,508447,339,Mýa
9312,508468,67,Jeezy
9313,508470,25371,Greckoe
9314,508470,114097,Perverz (MC)
9315,508470,232182,Jayson
9316,508470,24524,Schwartz
9317,508470,16082,B-Tight
9318,508470,24530,Rako
9319,508470,12639,Liquit Walker
9320,508470,12551,Basstard
9321,508470,232183,Schmaler Schatten
9322,508470,72452,Tamas
9323,508470,17975,Sinan-G
9324,508470,43495,Serk
9325,508470,43490,Manny Marc
9326,508470,35295,MC Bogy
9327,508470,232184,O.G.P.
9328,508470,31792,Kontra K
9329,508470,68279,Skinny Al
9330,508470,232179,Jasha
9331,508470,12229,SpaceGhostPurrp
9332,508470,43491,Vapeilas
9333,508470,24527,Crystal F
9334,508470,18774,Automatikk
9335,508470,1015408,Lsar
9336,508470,29158,Toni der Assi
9337,508470,17966,DCVDNS
9338,508470,31793,B-Lash
9339,508470,232180,Sicc
9340,508470,12433,Baba Saad
9341,508470,232186,Vero One
9342,508470,29396,Ali As
9343,508470,232181,Schlafwandler
9344,508470,13056,Smoky
9345,508470,15531,Capkekz
9346,508470,232187,Dapharao
9347,508470,19392,Herzog
9348,508470,12011,Prinz Pi
9349,508470,233451,Uzi (HT)
9350,508470,36616,Vokalmatador
9351,508470,42789,Blokkmonsta
9352,508486,1162761,Joe Earley
9353,508486,899,"""Weird Al"" Yankovic"
9354,508488,899,"""Weird Al"" Yankovic"
9355,508488,461477,Jake Hooker
9356,508488,456851,Alan Merrill
9357,508490,899,"""Weird Al"" Yankovic"
9358,508492,899,"""Weird Al"" Yankovic"
9359,508492,544357,Berton Averre
9360,508492,544356,Doug Fieger
9361,508493,899,"""Weird Al"" Yankovic"
9362,508498,899,"""Weird Al"" Yankovic"
9363,508506,67,Jeezy
9364,508523,1746,Tracy Chapman
9365,508533,409453,Sylvia Dee
9366,508533,976481,Arthur Kent
9367,508538,3264,Jermaine Dupri
9368,508538,25005,Ty Dolla $ign
9369,508538,148761,Takeoff
9370,508538,61600,Quavo
9371,508538,88813,Offset
9372,508646,16751,Chance the Rapper
9373,508646,223,Common
9374,508646,32397,G Herbo
9375,508657,64,Bone Thugs-N-Harmony
9376,508663,20503,Young Thug
9377,508663,13,Gucci Mane
9378,508664,20616,Kenza Farah
9379,508667,15514,Titan
9380,508667,14857,Ateyaba
9381,508684,229206,Slim Szczegi
9382,508684,194980,Guzior
9383,508696,33238,Lil Bibby
9384,508696,30206,P-Lo
9385,508696,85,T.I.
9386,508696,14666,IamSu!
9387,508713,349191,Angelo Badalamenti
9388,508713,54623,David Lynch
9389,508750,68813,Patrick Leonard
9390,508750,629,Leonard Cohen
9391,508757,28071,Anraye
9392,508757,15788,Black M
9393,508847,669,Adam Levine
9394,508847,201378,Sam Martin
9395,508847,56983,Jason Evigan
9396,508847,62510,The Monsters x the Strangers
9397,508848,13,Gucci Mane
9398,508848,20503,Young Thug
9399,508851,27836,Shellback
9400,508851,669,Adam Levine
9401,508851,155063,OZGO
9402,508863,1422,Danny Brown
9403,508863,61137,Jesse Rutherford
9404,508867,20503,Young Thug
9405,508872,45824,The 1975
9406,508872,378274,Matthew Healy
9407,508878,468688,Johan Carlsson
9408,508878,669,Adam Levine
9409,508878,59116,Ross Golan
9410,508886,20503,Young Thug
9411,508886,585266,Lil Duke
9412,508902,20503,Young Thug
9413,508902,191941,Young LA
9414,508919,511592,Jeff Hyde
9415,508919,1193887,Luke Hutton
9416,508919,32085,Eric Church
9417,508924,20503,Young Thug
9418,508933,30425,Cirkut
9419,508933,285817,Jacob Kasher
9420,508933,669,Adam Levine
9421,508933,9654,Ammo
9422,508933,654,Mike Posner
9423,509034,34286,Tori Amos
9424,509045,31634,Guy-Manuel de Homem-Christo
9425,509045,42463,Thomas Bangalter
9426,509065,216515,Constant Flow
9427,509065,238,Immortal Technique
9428,509087,194980,Guzior
9429,509088,225679,Pete Bellotte
9430,509088,341900,Keith Forsey
9431,509088,341899,Harold Faltermeyer
9432,509089,16087,Rmak
9433,509089,36707,Barack Adama
9434,509089,37482,Maska
9435,509089,13325,Maître Gims
9436,509091,223454,Donna Summer
9437,509096,194980,Guzior
9438,509097,341900,Keith Forsey
9439,509097,341899,Harold Faltermeyer
9440,509097,225679,Pete Bellotte
9441,509098,223457,Tonton Skol
9442,509098,15788,Black M
9443,509098,36707,Barack Adama
9444,509098,13325,Maître Gims
9445,509108,36707,Barack Adama
9446,509124,15788,Black M
9447,509124,13325,Maître Gims
9448,509124,15927,Lefa
9449,509126,123,Dr. Dre
9450,509128,1583,French Montana
9451,509128,11650,Lacrim
9452,509139,1648,Rick James
9453,509181,7561,Static Major
9454,509187,223523,Tommee Profitt
9455,509187,214301,NF
9456,509250,29132,John Darnielle
9457,509255,29132,John Darnielle
9458,509283,29132,John Darnielle
9459,509298,29132,John Darnielle
9460,509321,55741,John Williams
9461,509439,194980,Guzior
9462,509441,1974,Damon Albarn
9463,509463,223639,Conway Twitty
9464,509532,155257,Ammar Malik
9465,509532,669,Adam Levine
9466,509532,27578,StarGate
9467,509532,28906,​benny blanco
9468,509532,30424,Nate Ruess
