id,name,popularity,followers,genre_0,genre_1,genre_2,genre_3,genre_4,genre_5,genre_6,genre_7,genre_8,genre_9,genre_10,genre_11,genre_12,genre_13,genre_14,genre_15,genre_16,genre_17,genre_18
540vIaP2JwjQb9dm3aArA4,DJ Snake,81,3265930,'dance pop', 'edm', 'electronic trap', 'pop', 'tropical house',,,,,,,,,,,,,,
1HwM5zlC5qNWhJtM00yXzG,DMX,72,1061679,'east coast hip hop', 'gangster rap', 'hardcore hip hop', 'hip hop', 'pop rap', 'rap', 'southern hip hop',,,,,,,,,,,,
6T5tfhQCknKG4UnH90qGnz,DNCE,75,1745761,'dance pop', 'pop', 'post-teen pop',,,,,,,,,,,,,,,,
6urkHDoIVO1WO8vNIwcJmM,Die Antwoord,67,1039154,'african rock', 'south african hip hop',,,,,,,,,,,,,,,,,
09hNSPPOxDop4FRdr6UEnq,Dokken,55,215557,'album rock', 'glam metal', 'hard rock', 'metal', 'rock',,,,,,,,,,,,,,
32vWCbZh0xZ4o9gkz4PsEU,Dolly Parton,71,626015,'country', 'country dawn', 'traditional country',,,,,,,,,,,,,,,,
09C0xjtosNAIXP36wTnWxd,Fats Domino,57,176597,'adult standards', 'brill building pop', 'christmas', 'louisiana blues', 'lounge', 'new orleans blues', 'piano blues', 'rhythm and blues', 'rock-and-roll', 'rockabilly', 'soul',,,,,,,,
5dbuFbrHa1SJlQhQX9OUJ2,Don Henley,65,376654,'album rock', 'art rock', 'classic rock', 'folk', 'folk rock', 'heartland rock', 'mellow gold', 'new wave pop', 'pop rock', 'rock', 'singer-songwriter', 'soft rock',,,,,,,
3Ew1ynSmASX9Uec5FzBYrL,Don Ho,31,3003,'hawaiian',,,,,,,,,,,,,,,,,,
29gt8yNK2jFp21ZWXISskB,Don Johnson,39,4955,,,,,,,,,,,,,,,,,,,
2JGLjTHV2t8u8wxmLaiFfe,Don Moen,59,118620,'christian music', 'christian relaxative', 'world worship', 'worship',,,,,,,,,,,,,,,
33ScadVnbm2X8kkUqOkC6Z,Don Omar,78,3124304,'latin', 'latin hip hop', 'pop', 'reggaeton', 'tropical',,,,,,,,,,,,,,
4Ti0EKl2PVEms2NRMVGqNe,Don Williams,56,158143,'country', 'country gospel', 'country rock', 'cowboy western', 'nashville sound', 'outlaw country', 'traditional country',,,,,,,,,,,,
0S1SjYebdSaiMpI8xSW2Wb,Donald Fagen,48,76198,'art rock', 'jazz fusion', 'mellow gold', 'soft rock',,,,,,,,,,,,,,,
5KNqYrivNgVCHBssEUSu5B,Donell Jones,61,452918,'dance pop', 'hip hop', 'hip pop', 'neo soul', 'new jack swing', 'pop rap', 'quiet storm', 'r&b', 'urban contemporary',,,,,,,,,,
4tIQ6BeFRvYApoAyJmaeVC,Donna Fargo,32,23589,'country gospel', 'cowboy western', 'nashville sound', 'traditional country',,,,,,,,,,,,,,,
2EfG2EoT8GFJrMiilbTVl2,Donna Lewis,53,22634,'new wave pop',,,,,,,,,,,,,,,,,,
2eogQKWWoohI3BSnoG7E2U,Donna Summer,64,554017,'dance pop', 'disco', 'hi-nrg', 'motown', 'new wave pop',,,,,,,,,,,,,,
7d8R11w4QG2ihJeTaZq37F,Donny & Marie Osmond,23,4798,'bubblegum pop',,,,,,,,,,,,,,,,,,
0HU0U9kdXEHZVxUNbuQe8S,Donny Hathaway,61,203953,'chicago soul', 'classic soul', 'disco', 'funk', 'motown', 'neo soul', 'quiet storm', 'soul', 'southern soul', 'vocal jazz',,,,,,,,,
5ZEAzHE2TzAwUcOj6jMIgf,Donny Osmond,61,30871,'bubblegum pop', 'movie tunes',,,,,,,,,,,,,,,,,
6vLlQYujOujIrm7zAKzEdG,Donovan,59,217096,'art rock', 'brill building pop', 'british folk', 'british invasion', 'classic rock', 'folk', 'folk rock', 'glam rock', 'mellow gold', 'protopunk', 'psychedelic rock', 'rock', 'roots rock', 'scottish singer-songwriter', 'singer-songwriter', 'traditional folk',,,
39T6qqI0jDtSWWioX8eGJz,The Doobie Brothers,69,616333,'album rock', 'art rock', 'blues-rock', 'classic rock', 'folk rock', 'hard rock', 'heartland rock', 'mellow gold', 'psychedelic rock', 'rock', 'roots rock', 'soft rock', 'southern rock',,,,,,
3ESG6pj6a0LvUKklENalT6,Doris Day,54,134076,'adult standards', 'cabaret', 'christmas', 'easy listening', 'lounge', 'vocal jazz',,,,,,,,,,,,,
4epBFW4UHEmgjIK5xOrBhk,Doug Stone,45,65129,'contemporary country', 'country', 'country gospel', 'country road', 'country rock', 'nashville sound', 'traditional country',,,,,,,,,,,,
0OraDGrDGEuqJ2d7250K1i,Doug Supernaw,31,20745,'country',,,,,,,,,,,,,,,,,,
0i64fKwsnTQsPqbov8mZUh,Dr. Buzzard's Original Savannah Band,34,5629,'disco',,,,,,,,,,,,,,,,,,
6DPYiyq5kWVQS4RGwxzPC7,Dr. Dre,81,3712444,'g funk', 'gangster rap', 'hip hop', 'rap', 'west coast rap',,,,,,,,,,,,,,
2Mhi3jfuRSdbVZPdjqsnnN,Dr. Hook,59,135455,'bubblegum pop', 'classic rock', 'country rock', 'folk rock', 'mellow gold', 'soft rock',,,,,,,,,,,,,
2NsAJcAM18AExiMWKLKzuH,Drag-On,49,42908,,,,,,,,,,,,,,,,,,,
2pH3wEn4eYlMMIIQyKPbVR,DragonForce,62,384526,'metal', 'neo classical metal', 'power metal', 'progressive metal', 'speed metal',,,,,,,,,,,,,,
3TVXtAsR1Inumwj472S9r4,Drake,100,26992748,'canadian hip hop', 'canadian pop', 'hip hop', 'pop rap', 'rap',,,,,,,,,,,,,,
5oNgAs7j5XcBMzWv3HAnHG,DJ Drama,61,502965,'dirty south rap', 'gangster rap', 'hip hop', 'pop rap', 'rap', 'southern hip hop', 'trap music',,,,,,,,,,,,
2W8UTum7bU7ue6m0r14H97,The Dramatics,52,121315,'classic soul', 'disco', 'funk', 'jazz funk', 'memphis soul', 'motown', 'quiet storm', 'soul', 'southern soul', 'urban contemporary',,,,,,,,,
5TGJzOKQ9GbfJ6IZI9ktDn,Dream Street,28,2608,'boy band',,,,,,,,,,,,,,,,,,
2aaLAng2L2aWD2FClzwiep,Dream Theater,64,690406,'metal', 'neo classical metal', 'progressive metal', 'progressive rock', 'rock',,,,,,,,,,,,,,
26yYgoh7hehqYix76g3LcS,Drivin N Cryin,37,8231,'alternative country', 'roots rock', 'southern rock',,,,,,,,,,,,,,,,
7w9jdhcgHNdiPeNPUoFSlx,Dropkick Murphys,66,656289,'boston rock', 'celtic punk', 'celtic rock', 'punk', 'skate punk',,,,,,,,,,,,,,
1E4r4z7ivGUcSAnCbINJ9v,Drowning Pool,64,688407,'alternative metal', 'groove metal', 'industrial metal', 'nu metal', 'post-grunge', 'rap metal', 'rap rock', 'wrestling',,,,,,,,,,,
1255GTUKNCLCTvH9ctD4cT,Dru Hill,59,529331,'dance pop', 'hip hop', 'hip pop', 'neo soul', 'new jack swing', 'quiet storm', 'r&b', 'rap', 'southern hip hop', 'urban contemporary',,,,,,,,,
6M2wZ9GZgrQXHCFfjv46we,Dua Lipa,90,6164294,'dance pop', 'pop', 'post-teen pop',,,,,,,,,,,,,,,,
3keUIwmPM4awpPxiy9ZQ1m,Duane Allman,40,50693,'blues-rock', 'classic rock', 'electric blues', 'southern rock',,,,,,,,,,,,,,,
37NqXwtb6nIEqRt4EJSoIO,Duffy,61,506246,'dance pop', 'folk-pop', 'neo soul', 'pop', 'pop rock', 'r&b',,,,,,,,,,,,,
3iS9F7VQjnrT4So8L7RZnj,Duice,0,246,'miami bass',,,,,,,,,,,,,,,,,,
3AO6RTDA16mg8czQI5Y9K0,Duncan Sheik,48,28040,'neo mellow', 'pop rock',,,,,,,,,,,,,,,,,
0lZoBs4Pzo7R89JM9lxwoT,Duran Duran,68,877343,'dance rock', 'new romantic', 'new wave', 'new wave pop', 'rock', 'soft rock', 'synthpop',,,,,,,,,,,,
2sxmKe3CUrWnx7eoXMhOlW,Dwight Yoakam,60,198791,'country', 'country rock', 'nashville sound', 'outlaw country', 'texas country', 'traditional country',,,,,,,,,,,,,
3crnzLy8R4lVwaigKEOz7V,E-40,72,348180,'dirty south rap', 'gangster rap', 'hip hop', 'hyphy', 'pop rap', 'rap', 'southern hip hop', 'trap music', 'west coast rap',,,,,,,,,,
3ngKsDXZAssmljeXCvEgOe,Eagle-Eye Cherry,64,82375,'pop rock',,,,,,,,,,,,,,,,,,
0ECwFtbIWEVNwjlrfc6xoL,Eagles,77,2024357,'album rock', 'classic rock', 'folk rock', 'heartland rock', 'mellow gold', 'rock', 'soft rock',,,,,,,,,,,,
1y20PpXw0yeuJ1avCD0Ob9,Eamon,55,40720,,,,,,,,,,,,,,,,,,,
0k3XbZNQTR8KVW2yWyJDDx,Earl Grant,28,1477,'space age pop',,,,,,,,,,,,,,,,,,
69baNgo5tsg1RjBgotRbEj,Earl Thomas Conley,47,64752,'country', 'country gospel', 'country rock', 'nashville sound', 'outlaw country', 'traditional country',,,,,,,,,,,,,
4QQgXkCYTt3BlENzhyNETg,"Earth, Wind & Fire",75,1362382,'disco', 'funk', 'jazz funk', 'motown', 'quiet storm', 'soul',,,,,,,,,,,,,
7B4hKK0S9QYnaoqa9OuwgX,Eazy-E,65,1543100,'g funk', 'gangster rap', 'hardcore hip hop', 'hip hop', 'rap', 'west coast rap',,,,,,,,,,,,,
1PbBg2aYjWLKRk84zJK15x,Echosmith,63,496304,'pop',,,,,,,,,,,,,,,,,,
1iBpJEBrSFXCtPOc5OUZiY,Ed Ames,27,3283,'adult standards', 'christmas', 'easy listening',,,,,,,,,,,,,,,,
6eUKZXaKkcviH0Ku9w2n3V,Ed Sheeran,93,32996242,'pop',,,,,,,,,,,,,,,,,,
4Tw2N3wdvJPGEU7JqMxFfE,Eddie Money,60,221517,'album rock', 'classic rock', 'folk rock', 'hard rock', 'mellow gold', 'pop rock', 'rock', 'soft rock', 'southern rock',,,,,,,,,,
1Zq8pfBl4ejCMrWdeAdphc,Eddie Murphy,49,40030,'comedy',,,,,,,,,,,,,,,,,,
0jgAONnsHxrwAlhkMUVS78,Eddie Rabbitt,51,103735,'country', 'country gospel', 'country rock', 'mellow gold', 'nashville sound', 'outlaw country', 'traditional country',,,,,,,,,,,,
5QsUbpxSE8lCZ5ga5rnD22,Eddy Arnold,43,22873,'christmas', 'country gospel', 'cowboy western', 'nashville sound', 'traditional country', 'western swing',,,,,,,,,,,,,
6j2HWcd7z61iTLbi8eD0hA,Eddy Grant,38,27076,,,,,,,,,,,,,,,,,,,
7j9PMegEgVN1fNp8NZXNCI,The Edgar Winter Group,48,61663,'album rock', 'blues-rock', 'classic rock', 'country rock', 'hard rock', 'rock', 'soft rock', 'southern rock',,,,,,,,,,,
7j9PMegEgVN1fNp8NZXNCI,The Edgar Winter Group,48,61663,'album rock', 'blues-rock', 'classic rock', 'country rock', 'hard rock', 'rock', 'soft rock', 'southern rock',,,,,,,,,,,
4awU3JRQXIYoxabdwO92AU,Edie Brickell & New Bohemians,46,44274,'folk', 'folk-pop', 'lilith',,,,,,,,,,,,,,,,
64rxQRJsLgZwHHyWKB8fiF,Eiffel 65,64,123935,'eurodance', 'europop', 'italian pop', 'italo dance',,,,,,,,,,,,,,,
5xO4f5QyPMYnCPRyRveBSD,El DeBarge,45,85659,'new jack swing', 'quiet storm', 'urban contemporary',,,,,,,,,,,,,,,,
3l14gV4hIMAjmo7KUvEWTx,Elastica,42,41452,'alternative pop', 'alternative rock', 'britpop', 'candy pop',,,,,,,,,,,,,,,
7jefIIksOi1EazgRTfW2Pk,Electric Light Orchestra,73,1081266,'album rock', 'art rock', 'bow pop', 'classic rock', 'folk rock', 'glam rock', 'mellow gold', 'rock', 'soft rock', 'symphonic rock',,,,,,,,,
5V0MlUE1Bft0mbLlND7FJz,Ella Fitzgerald,69,1158857,'adult standards', 'christmas', 'jazz blues', 'swing', 'vocal jazz',,,,,,,,,,,,,,
3bhu7P5PfngueRHiB9hjcx,Elle King,66,279553,'pop rock',,,,,,,,,,,,,,,,,,
0X2BH1fck6amBIoJhDVmmJ,Ellie Goulding,79,5316177,'dance pop', 'edm', 'electropop', 'metropopolis', 'pop', 'post-teen pop', 'r&b', 'tropical house',,,,,,,,,,,
4am1I89OWXUzFh4ctRLkdd,Elliott Yamin,54,56819,,,,,,,,,,,,,,,,,,,
3Ubvmshojm0HJHWWr4C6GF,Elmo & Patsy,22,1065,'christmas',,,,,,,,,,,,,,,,,,
3PhoLpVuITZKcymswpck5b,Elton John,79,1900375,'glam rock', 'mellow gold', 'piano rock', 'rock', 'soft rock',,,,,,,,,,,,,,
2BGRfQgtzikz1pzAD0kaEn,Elvis Costello,57,210890,'art rock', 'dance rock', 'folk', 'folk rock', 'mellow gold', 'new wave pop', 'permanent wave', 'power pop', 'pub rock', 'rock', 'roots rock', 'singer-songwriter',,,,,,,
1c22GXH30ijlOfXhfLz9Df,Elvis Crespo,71,268338,'latin', 'merengue', 'tropical',,,,,,,,,,,,,,,,
43ZHCT0cAZBISjO8DG9PnE,Elvis Presley,78,2371792,'christmas', 'rock-and-roll', 'rockabilly',,,,,,,,,,,,,,,,
7sfgqEdoeBTjd8lQsPT3Cy,Emeli Sandé,70,1455839,'dance pop', 'neo soul', 'pop', 'r&b',,,,,,,,,,,,,,,
39oSLGo3HkaeYXzUEGgAGQ,EMF,47,22317,'britpop', 'madchester',,,,,,,,,,,,,,,,,
7dGJo4pcD2V6oG8kP0tJRR,Eminem,98,20483532,'detroit hip hop', 'g funk', 'hip hop', 'rap',,,,,,,,,,,,,,,
5s6TJEuHTr9GR894wc6VfP,Emmylou Harris,60,148041,'country rock', 'folk', 'folk rock', 'folk-pop', 'lilith', 'melancholia', 'mellow gold', 'nashville sound', 'red dirt', 'roots rock', 'singer-songwriter', 'traditional country', 'traditional folk',,,,,,
64CuUOOirKmdAYLQSfaOyr,The Emotions,63,159892,'chicago soul', 'classic soul', 'disco', 'funk', 'girl group', 'jazz funk', 'motown', 'post-disco', 'quiet storm', 'soul', 'southern soul', 'urban contemporary',,,,,,,
7EjxNoVjXo7gL73F2EdXVA,Empire Cast,62,526966,'r&b', 'urban contemporary',,,,,,,,,,,,,,,,,
5fikk4h5qbEebqK2Fc6e48,En Vogue,60,389147,'dance pop', 'girl group', 'hip pop', 'neo soul', 'new jack swing', 'r&b', 'urban contemporary',,,,,,,,,,,,
17XXKfRBMCWvLrqGoNkJXm,Engelbert Humperdinck,57,94624,'adult standards', 'brill building pop', 'christmas', 'easy listening', 'lounge',,,,,,,,,,,,,,
01W8kYNqFHyKicPfR0pLwO,England Dan & John Ford Coley,14,11000,'soft rock',,,,,,,,,,,,,,,,,,
3441uYrkzgTWwjXLd13R0U,Enigma Norteño,62,331447,'banda', 'deep regional mexican', 'norteno', 'regional mexican', 'regional mexican pop',,,,,,,,,,,,,,
3bWuJAAUsvSiavkQHpOlLl,Enoch Light,25,2480,'easy listening', 'exotica', 'lounge',,,,,,,,,,,,,,,,
7qG3b048QCHVRO5Pv1T5lw,Enrique Iglesias,81,7352281,'dance pop', 'latin', 'latin pop', 'mexican pop', 'pop', 'pop quebecois', 'tropical',,,,,,,,,,,,
6uothxMWeLWIhsGeF7cyo4,Enya,74,891819,'celtic',,,,,,,,,,,,,,,,,,
3zpKjsMg2gw1St5WcWoUJN,EPMD,54,151321,'east coast hip hop', 'electro', 'gangster rap', 'hardcore hip hop', 'hip hop', 'old school hip hop', 'rap', 'turntablism',,,,,,,,,,,
0z5DFXmhT4ZNzWElsM7V89,Erasure,63,359165,'dance rock', 'europop', 'new romantic', 'new wave', 'new wave pop', 'synthpop',,,,,,,,,,,,,
6jHG1YQkqgojdEzerwvrVv,Eric B. & Rakim,56,223204,'alternative hip hop', 'east coast hip hop', 'gangster rap', 'hardcore hip hop', 'hip hop', 'hip house', 'old school hip hop', 'pop rap', 'rap', 'turntablism',,,,,,,,,
1kjO72M26jZkv0aaGxJaov,Eric Benét,55,261565,'neo soul', 'new jack swing', 'quiet storm', 'r&b', 'urban contemporary',,,,,,,,,,,,,,
2ekjTXgjxbWwBX5lTAj4DU,Eric Carmen,61,77592,'album rock', 'bubblegum pop', 'disco', 'folk rock', 'mellow gold', 'new wave pop', 'soft rock',,,,,,,,,,,,
2IvkS5MXK0vPGnwyJsrEyV,Eric Church,75,1665992,'contemporary country', 'country', 'country road', 'modern country rock',,,,,,,,,,,,,,,
6PAt558ZEZl0DmdXlnjMgD,Eric Clapton,74,2200662,'album rock', 'blues-rock', 'classic rock', 'electric blues', 'mellow gold', 'rock', 'soft rock',,,,,,,,,,,,
4CxobvwTpmfpIEbkYh4pAb,Eric Johnson,51,96647,'blues-rock', 'instrumental rock', 'neo classical metal',,,,,,,,,,,,,,,,
7u6FSuqT3SWE2kO8rNVjfp,Tennessee Ernie Ford,45,22117,'christmas', 'country gospel', 'cowboy western', 'nashville sound', 'traditional country', 'western swing',,,,,,,,,,,,,
7IfculRW2WXyzNQ8djX8WX,Erykah Badu,68,1227458,'funk', 'hip hop', 'hip pop', 'indie r&b', 'neo soul', 'r&b', 'soul', 'urban contemporary',,,,,,,,,,,
6mRev5KzKOgQcZjWanwBdd,The Escape Club,33,2334,,,,,,,,,,,,,,,,,,,
0iOVhN3tnSvgDbcg25JoJb,Etta James,67,738188,'adult standards', 'christmas', 'jazz blues', 'soul', 'soul blues', 'vocal jazz',,,,,,,,,,,,,
3naY4Tq98GRh9K8xOsINyv,Eugene Ormandy,54,4305,'classical performance', 'orchestral performance',,,,,,,,,,,,,,,,,
7Js6Lde8thlIHXggv2SCBz,Europe,66,478086,'album rock', 'glam metal', 'hard rock', 'rock', 'swedish hard rock',,,,,,,,,,,,,,
0NKDgy9j66h3DLnN8qu1bB,Eurythmics,71,525526,'dance rock', 'disco', 'europop', 'mellow gold', 'new romantic', 'new wave', 'new wave pop', 'rock', 'soft rock', 'synthpop',,,,,,,,,
6fNmOWQzfOVyHLQ2UqUQew,Eva Cassidy,59,157879,'folk', 'lilith',,,,,,,,,,,,,,,,,
5nGIFgo0shDenQYSE0Sn7c,Evanescence,73,1959287,'alternative metal', 'post-grunge',,,,,,,,,,,,,,,,,
4d3yvTptO48nOYTPBcPFZC,Eve,65,406473,'dance pop', 'gangster rap', 'hip hop', 'hip pop', 'pop', 'pop rap', 'r&b', 'rap', 'urban contemporary',,,,,,,,,,
4Eqd24yS5YcxI8b6Xfuwr8,Eve 6,57,148086,'alternative metal', 'alternative rock', 'nu metal', 'pop punk', 'pop rock', 'post-grunge',,,,,,,,,,,,,
4JCt4xrbbBB9blkKwNlcJ7,"Evelyn ""Champagne"" King",54,105418,'disco', 'funk', 'motown', 'post-disco', 'quiet storm', 'soul', 'urban contemporary',,,,,,,,,,,,
4JCt4xrbbBB9blkKwNlcJ7,"Evelyn ""Champagne"" King",54,105418,'disco', 'funk', 'motown', 'post-disco', 'quiet storm', 'soul', 'urban contemporary',,,,,,,,,,,,
694QW15WkebjcrWgQHzRYF,Everclear,60,313825,'alternative metal', 'alternative rock', 'grunge', 'permanent wave', 'pop punk', 'pop rock', 'post-grunge', 'rock',,,,,,,,,,,
14ZxDAK6ITtZZqPdiWrvSn,Everlast,60,158886,'rap rock',,,,,,,,,,,,,,,,,,
13ccXrK7AmXb4TddMkE7jy,Everything But The Girl,57,122685,'electronic', 'lilith', 'new wave pop', 'trip hop',,,,,,,,,,,,,,,
7K4kPTcSdsMPSgUZuMOBpH,Evie Clair,34,4853,,,,,,,,,,,,,,,,,,,
4r4XYZJUeeKCcrkvi7voDP,Exile,49,5181,,,,,,,,,,,,,,,,,,,
5nPz5R1FDPTMI3Dw4JnTGb,Exposé,46,75870,'freestyle', 'new wave pop',,,,,,,,,,,,,,,,,
0YWxKQj2Go9CGHCp77UOyy,Fabolous,71,906828,'dance pop', 'dirty south rap', 'gangster rap', 'hardcore hip hop', 'hip hop', 'hip pop', 'pop', 'pop rap', 'r&b', 'rap', 'trap music', 'urban contemporary',,,,,,,
3v4feUQnU3VEUqFrjmtekL,Faces,60,112669,'album rock', 'art rock', 'blues-rock', 'classic rock', 'country rock', 'folk rock', 'glam rock', 'hard rock', 'mellow gold', 'power pop', 'protopunk', 'psychedelic rock', 'rock', 'roots rock', 'soft rock', 'southern rock',,,
5NDMothbpdpq2xHqSjrrWn,Faith Evans,69,497449,'dance pop', 'gangster rap', 'hip hop', 'hip pop', 'neo soul', 'new jack swing', 'quiet storm', 'r&b', 'rap', 'urban contemporary',,,,,,,,,
25NQNriVT2YbSW80ILRWJa,Faith Hill,64,687323,'contemporary country', 'country', 'country dawn', 'country road', 'pop rock',,,,,,,,,,,,,,
6GbCJZrI318Ybm8mY36Of5,Faith No More,64,668349,'alternative metal', 'alternative rock', 'funk metal', 'funk rock', 'grunge', 'hard rock', 'nu metal', 'post-grunge', 'rap metal', 'rap rock', 'rock',,,,,,,,
0H4lEdOgBhMO4iLjh5eWRp,Falco Van Den Aker,57,369,,,,,,,,,,,,,,,,,,,
4UXqAaa6dQYAk18Lv7PEgX,Fall Out Boy,82,5199413,'emo', 'modern rock', 'pop punk',,,,,,,,,,,,,,,,
7xAcVHPiirnUqfdqo0USb1,Fantasia,58,733280,'dance pop', 'deep pop r&b', 'hip pop', 'indie r&b', 'neo soul', 'new jack swing', 'quiet storm', 'r&b', 'urban contemporary',,,,,,,,,,
7FtVJzRtpQpU61nBwB7cKN,Fastball,53,57590,'pop rock', 'post-grunge',,,,,,,,,,,,,,,,,
1FwGBBwUviGVIeDIByO7u7,Faster Pussycat,43,79676,'album rock', 'glam metal', 'hard rock', 'sleaze rock',,,,,,,,,,,,,,,
3537Phr9t8GWkY2GtxDpnt,Fat Boys,37,63447,'east coast hip hop', 'electro', 'hip hop', 'hip house', 'old school hip hop', 'rap',,,,,,,,,,,,,
3ScY9CQxNLQei8Umvpx5g6,Fat Joe,71,493465,'dirty south rap', 'east coast hip hop', 'gangster rap', 'hardcore hip hop', 'hip hop', 'hip pop', 'pop rap', 'rap', 'trap music',,,,,,,,,,
6PWU6JQvvYv5sz5FOODHg6,Fatback Band,47,38584,'classic soul', 'deep funk', 'disco', 'electro', 'funk', 'jazz funk', 'post-disco', 'quiet storm', 'soul',,,,,,,,,,
4Y7tXHSEejGu1vQ9bwDdXW,Fatboy Slim,66,502705,'big beat', 'electronic',,,,,,,,,,,,,,,,,
74Hj7BmnUXyx2udrIEIKwX,Fear Factory,55,242831,'alternative metal', 'groove metal', 'industrial', 'industrial metal', 'industrial rock', 'latin metal', 'metal', 'nu metal', 'post-grunge', 'rap metal', 'rap rock',,,,,,,,
6CWTBjOJK75cTE8Xv8u1kj,Feist,62,470392,'art pop', 'canadian indie', 'canadian pop', 'chamber pop', 'folk-pop', 'freak folk', 'indie folk', 'indie pop', 'indie rock', 'indietronica', 'slow core',,,,,,,,
3r17AfJCCUqC9Lf0OAc73G,Fergie,72,2513277,'dance pop', 'hip pop', 'pop', 'pop rap', 'post-teen pop', 'r&b', 'urban contemporary',,,,,,,,,,,,
17rSwcIT9qu1OybU1lReJB,Ferrante & Teicher,37,6765,'adult standards', 'christmas', 'easy listening', 'exotica', 'lounge',,,,,,,,,,,,,,
6PXS4YHDkKvl1wkIl4V8DL,Fetty Wap,79,3199534,'hip hop', 'pop', 'pop rap', 'rap', 'southern hip hop', 'trap music',,,,,,,,,,,,,
5A7PIpqC9ZvMVJt4lOqs10,Fiend,41,35983,,,,,,,,,,,,,,,,,,,
1UUYAQ9LiRsZF0ZukQNWXM,The 5th Dimension,50,66960,'adult standards', 'brill building pop', 'bubblegum pop', 'christmas', 'folk', 'folk rock', 'mellow gold', 'motown', 'soft rock',,,,,,,,,,
1l8Fu6IkuTP0U5QetQJ5Xt,Fifth Harmony,77,6538970,'dance pop', 'electropop', 'girl group', 'pop', 'post-teen pop', 'talent show',,,,,,,,,,,,,
01WjpKiWVNurV5hjIadB8C,Filter,55,163884,'alternative metal', 'alternative rock', 'funk rock', 'grunge', 'industrial metal', 'industrial rock', 'nu metal', 'pop rock', 'post-grunge', 'rap metal', 'rap rock', 'rock',,,,,,,
20p5D2KrE8CGuOjHtxsyTp,Fine Young Cannibals,62,217332,'art rock', 'dance rock', 'mellow gold', 'new romantic', 'new wave', 'new wave pop', 'rock', 'soft rock', 'synthpop',,,,,,,,,,
0niJkG4tKkne3zwr7I8n9n,Finger Eleven,58,272060,'alternative metal', 'canadian rock', 'funk metal', 'nu metal', 'post-grunge', 'rap metal', 'rap rock', 'wrestling',,,,,,,,,,,
3g2kUQ6tHLLbmkV7T4GPtL,Fiona Apple,58,414369,'art pop', 'chamber pop', 'folk-pop', 'indie pop', 'indie rock', 'lilith', 'permanent wave', 'piano rock', 'pop rock', 'singer-songwriter',,,,,,,,,
1tfXh4XxILEuMU2qZupFn8,Firefall,45,49546,'album rock', 'bubblegum pop', 'classic rock', 'country rock', 'folk rock', 'mellow gold', 'rock', 'soft rock', 'southern rock',,,,,,,,,,
28pS8WVbFstY0o1SrqCf8I,Firehouse,55,224974,'album rock', 'glam metal', 'hard rock', 'rock',,,,,,,,,,,,,,,
04gDigrS5kc9YWfZHwBETP,Maroon 5,91,13214484,'pop',,,,,,,,,,,,,,,,,,
5t28BP42x2axFnqOOMg3CM,Five Finger Death Punch,80,2525047,'alternative metal', 'groove metal', 'nu metal', 'post-grunge',,,,,,,,,,,,,,,
7FgMLbnZVrEnir95O0YujA,Five For Fighting,61,323986,'acoustic pop', 'neo mellow', 'piano rock', 'pop rock', 'post-grunge',,,,,,,,,,,,,,
4EVpmkEwrLYEg6jIsiPMIb,Fleet Foxes,67,741349,'chamber pop', 'folk-pop', 'freak folk', 'indie folk', 'indie pop', 'indie rock', 'modern rock', 'stomp and holler',,,,,,,,,,,
08GQAI4eElDnROBrJRGE0X,Fleetwood Mac,80,2442397,'album rock', 'classic rock', 'mellow gold', 'rock', 'soft rock',,,,,,,,,,,,,,
55bn2A1j2OHd28u3HAMhLG,Flesh And Bone,1,36,,,,,,,,,,,,,,,,,,,
12fzPdV57ySBxIF3eb6OW8,Flip Wilson,7,676,,,,,,,,,,,,,,,,,,,
7JXCJDLGh1k9cg6JbYCpYl,Flipmode Squad,57,6214,'east coast hip hop',,,,,,,,,,,,,,,,,,
0un6YenPxWZ2VW4aFGMupM,Floetry,52,283170,'hip hop', 'hip pop', 'indie r&b', 'neo soul', 'new jack swing', 'quiet storm', 'r&b', 'urban contemporary',,,,,,,,,,,
5kQGFREO5FzMBMsAO3cEtj,Flogging Molly,61,363999,'bow pop', 'celtic punk', 'celtic rock', 'punk', 'skate punk',,,,,,,,,,,,,,
1moxjboGR7GNWYIMWsRjgG,Florence + The Machine,80,3968274,'pop',,,,,,,,,,,,,,,,,,
3b8QkneNDz4JHKKKlLgYZg,Florida Georgia Line,83,2133716,'contemporary country', 'country', 'country road', 'modern country rock',,,,,,,,,,,,,,,
6nxWCVXbOlEVRexSbLsTer,Flume,75,1581199,'australian alternative rock', 'australian dance', 'downtempo', 'pop',,,,,,,,,,,,,,,
4IliztYDlfMvzQzbx50o60,Flyleaf,61,531021,'alternative metal', 'christian alternative rock', 'nu metal', 'pop emo', 'post-grunge', 'rap metal', 'rap rock',,,,,,,,,,,,
0QaSiI5TLA4N7mcsdxShDO,Sub Focus,58,148805,'deep groove house', 'drum and bass', 'edm', 'house', 'jump up', 'liquid funk', 'tropical house',,,,,,,,,,,,
6x33CmZWo2Ve4hxYl2Craq,Foghat,57,256706,'album rock', 'blues-rock', 'british blues', 'classic rock', 'hard rock', 'heartland rock', 'mellow gold', 'psychedelic rock', 'rock', 'soft rock', 'southern rock',,,,,,,,
7jy3rLJdDQY21OgRLCZ9sD,Foo Fighters,79,5253260,'alternative metal', 'alternative rock', 'modern rock', 'permanent wave', 'post-grunge', 'rock',,,,,,,,,,,,,
