,external_urls,genres,href,id,images,name,popularity,type,uri,followers_2
0,{'spotify': 'https://open.spotify.com/artist/6Ff53KvcvAj5U7Z1vojB5o'},"['boy band', 'dance pop', 'europop', 'pop', 'post-teen pop']",https://api.spotify.com/v1/artists/6Ff53KvcvAj5U7Z1vojB5o,6Ff53KvcvAj5U7Z1vojB5o,"[{'height': 1173, 'url': 'https://i.scdn.co/image/c56cf0cc89c8ecfec7145cf065ea2006d0706605', 'width': 1000}, {'height': 751, 'url': 'https://i.scdn.co/image/b119bdb5ef8a56c1b4aaa552f3ed686fab4aaff0', 'width': 640}, {'height': 235, 'url': 'https://i.scdn.co/image/fc8b9594cca9210bb91ec1d63172ef021217905b', 'width': 200}, {'height': 75, 'url': 'https://i.scdn.co/image/02f562244708fb6e951a93b1b9131d2fb9bfba06', 'width': 64}]",*NSYNC,71,artist,spotify:artist:6Ff53KvcvAj5U7Z1vojB5o,747136
1,{'spotify': 'https://open.spotify.com/artist/1bDWGdIC2hardyt55nlQgG'},"['antiviral pop', 'comedy rock', 'comic']",https://api.spotify.com/v1/artists/1bDWGdIC2hardyt55nlQgG,1bDWGdIC2hardyt55nlQgG,"[{'height': 563, 'url': 'https://i.scdn.co/image/b0813085ef7141d31b47442be05647b7950fba2e', 'width': 1000}, {'height': 360, 'url': 'https://i.scdn.co/image/ec2807c3435008760af30c74db264c74e5b27562', 'width': 640}, {'height': 113, 'url': 'https://i.scdn.co/image/a5abaa3d9b5c7ea03ac5544827ed6c05efe395ac', 'width': 200}, {'height': 36, 'url': 'https://i.scdn.co/image/fe404806ca3b633fe1939c466c9911fea79f8164', 'width': 64}]","""Weird Al"" Yankovic",59,artist,spotify:artist:1bDWGdIC2hardyt55nlQgG,337751
2,{'spotify': 'https://open.spotify.com/artist/0REMf7H0VP6DwfZ9MbuWph'},"['alternative metal', 'nu metal', 'post-grunge', 'rap metal', 'rap rock']",https://api.spotify.com/v1/artists/0REMf7H0VP6DwfZ9MbuWph,0REMf7H0VP6DwfZ9MbuWph,"[{'height': 640, 'url': 'https://i.scdn.co/image/8840c822e61ef8ea2f09f57b21c6b18569e2af0e', 'width': 640}, {'height': 320, 'url': 'https://i.scdn.co/image/773be880b9307220c3b407d63e0125cf0d230269', 'width': 320}, {'height': 160, 'url': 'https://i.scdn.co/image/d65851d0ed022708620b3df1ed2b762f30728444', 'width': 160}]",10 Years,60,artist,spotify:artist:0REMf7H0VP6DwfZ9MbuWph,243895
3,{'spotify': 'https://open.spotify.com/artist/0MBIKH9DjtBkv8O3nS6szj'},"['alternative rock', 'folk', 'folk-pop', 'lilith', 'mellow gold', 'new wave pop', 'pop rock']",https://api.spotify.com/v1/artists/0MBIKH9DjtBkv8O3nS6szj,0MBIKH9DjtBkv8O3nS6szj,"[{'height': 640, 'url': 'https://i.scdn.co/image/0ef8206509549f21423bb86c7fc492080b351edf', 'width': 640}, {'height': 320, 'url': 'https://i.scdn.co/image/3e6873a83c49e096149a2b3a0d837abfa55a4e9a', 'width': 320}, {'height': 160, 'url': 'https://i.scdn.co/image/bbfc0893aae94ff965f22539ac3bb1a3d3045ad5', 'width': 160}]","10,000 Maniacs",52,artist,spotify:artist:0MBIKH9DjtBkv8O3nS6szj,108829
4,{'spotify': 'https://open.spotify.com/artist/7urq0VfqxEYEEiZUkebXT4'},"['boy band', 'dance pop', 'gangster rap', 'hip hop', 'hip pop', 'new jack swing', 'pop rap', 'r&b', 'rap', 'southern hip hop', 'urban contemporary']",https://api.spotify.com/v1/artists/7urq0VfqxEYEEiZUkebXT4,7urq0VfqxEYEEiZUkebXT4,"[{'height': 130, 'url': 'https://i.scdn.co/image/21a8b23a23a41f3736b2dd6a5df2d7dc8341ea05', 'width': 200}, {'height': 42, 'url': 'https://i.scdn.co/image/7c1bc55302710bb4e426aa9581a0b87296dadfd8', 'width': 64}]",112,68,artist,spotify:artist:7urq0VfqxEYEEiZUkebXT4,455231
5,{'spotify': 'https://open.spotify.com/artist/17lzZA2AlOHwCwFALHttmp'},"['hip hop', 'pop', 'pop rap', 'rap', 'southern hip hop', 'trap music']",https://api.spotify.com/v1/artists/17lzZA2AlOHwCwFALHttmp,17lzZA2AlOHwCwFALHttmp,"[{'height': 640, 'url': 'https://i.scdn.co/image/8a0f9090548262a85cceef38650642d3037fd1e0', 'width': 640}, {'height': 320, 'url': 'https://i.scdn.co/image/bb890de37c6783253a5c1789ccc7be5e2897c51d', 'width': 320}, {'height': 160, 'url': 'https://i.scdn.co/image/6d96184a942c83524860133a8d87d35a324c7364', 'width': 160}]",2 Chainz,86,artist,spotify:artist:17lzZA2AlOHwCwFALHttmp,3463215
6,{'spotify': 'https://open.spotify.com/artist/58Dx4HPzeOO3dbpD9YYEes'},"['electro', 'gangster rap', 'hip hop', 'miami bass', 'old school hip hop', 'rap']",https://api.spotify.com/v1/artists/58Dx4HPzeOO3dbpD9YYEes,58Dx4HPzeOO3dbpD9YYEes,"[{'height': 1094, 'url': 'https://i.scdn.co/image/3012b11c767e5acc5cd2d9650cbd313375ee0818', 'width': 1000}, {'height': 700, 'url': 'https://i.scdn.co/image/d2e257ad5cb1df27e9cc156354106583a2eeef92', 'width': 640}, {'height': 219, 'url': 'https://i.scdn.co/image/d24e25f92196f087cd8aba2b0a8348d095208f59', 'width': 200}, {'height': 70, 'url': 'https://i.scdn.co/image/c8fb4ef54ac8102a82c4c25b5f65937bfe54cd6b', 'width': 64}]",2 LIVE CREW,50,artist,spotify:artist:58Dx4HPzeOO3dbpD9YYEes,135487
7,{'spotify': 'https://open.spotify.com/artist/1ZwdS5xdxEREPySFridCfh'},"['g funk', 'gangster rap', 'hip hop', 'pop rap', 'rap', 'west coast rap']",https://api.spotify.com/v1/artists/1ZwdS5xdxEREPySFridCfh,1ZwdS5xdxEREPySFridCfh,"[{'height': 1000, 'url': 'https://i.scdn.co/image/fdb2382075f400ca2f2fbddaebb93add82ca8f32', 'width': 1000}, {'height': 640, 'url': 'https://i.scdn.co/image/e92cf49011e4c26f736cd479b0b64cb08f1b52c6', 'width': 640}, {'height': 200, 'url': 'https://i.scdn.co/image/0334d2f0cd1eb65f81831c4ddf4a0b249479564c', 'width': 200}, {'height': 64, 'url': 'https://i.scdn.co/image/c9baaaa56cc3e4c1b5b60e09632ba8b78ff52abd', 'width': 64}]",2Pac,81,artist,spotify:artist:1ZwdS5xdxEREPySFridCfh,4746539
8,{'spotify': 'https://open.spotify.com/artist/18JD8DVlD1fakDAw7E9LFC'},"['bubblegum dance', 'eurodance', 'europop', 'hip house']",https://api.spotify.com/v1/artists/18JD8DVlD1fakDAw7E9LFC,18JD8DVlD1fakDAw7E9LFC,"[{'height': 640, 'url': 'https://i.scdn.co/image/ec0088c72edeee1f6f4f7c97a55e8fb0e74e327f', 'width': 640}, {'height': 300, 'url': 'https://i.scdn.co/image/f0f7ab64200368188aca531c0c5a06fa20a5e964', 'width': 300}, {'height': 64, 'url': 'https://i.scdn.co/image/9632b771cdc8b54aa8e8d0b0f0b8b6d3895b0304', 'width': 64}]",2 Unlimited,53,artist,spotify:artist:18JD8DVlD1fakDAw7E9LFC,59752
9,{'spotify': 'https://open.spotify.com/artist/1URnnhqYAYcrqrcwql10ft'},"['pop', 'rap', 'southern hip hop', 'trap music']",https://api.spotify.com/v1/artists/1URnnhqYAYcrqrcwql10ft,1URnnhqYAYcrqrcwql10ft,"[{'height': 640, 'url': 'https://i.scdn.co/image/b0d670ac865dbfaf520997e7a8fadae15c7729bb', 'width': 640}, {'height': 320, 'url': 'https://i.scdn.co/image/d664edbc9c83c443a56a5d97a44a105e27c20d20', 'width': 320}, {'height': 160, 'url': 'https://i.scdn.co/image/b31d1b94f4da2d9647b351791b77e4c076262853', 'width': 160}]",21 Savage,86,artist,spotify:artist:1URnnhqYAYcrqrcwql10ft,4928785
10,{'spotify': 'https://open.spotify.com/artist/2RTUTCvo6onsAnheUk3aL9'},"['alternative metal', 'nu metal', 'pop punk', 'pop rock', 'post-grunge', 'rap metal']",https://api.spotify.com/v1/artists/2RTUTCvo6onsAnheUk3aL9,2RTUTCvo6onsAnheUk3aL9,"[{'height': 640, 'url': 'https://i.scdn.co/image/b6bde9a790ba351ba6304519df301ff909a69550', 'width': 640}, {'height': 320, 'url': 'https://i.scdn.co/image/942ff2555a081b628f0a66fcd6998a5e73b5a3fb', 'width': 320}, {'height': 160, 'url': 'https://i.scdn.co/image/cbebca19077e1d260af99733c7313d83f5c30a73', 'width': 160}]",3 Doors Down,73,artist,spotify:artist:2RTUTCvo6onsAnheUk3aL9,1785725
11,{'spotify': 'https://open.spotify.com/artist/0RqtSIYZmd4fiBKVFqyIqD'},"['modern rock', 'pop punk', 'post-grunge', 'rock']",https://api.spotify.com/v1/artists/0RqtSIYZmd4fiBKVFqyIqD,0RqtSIYZmd4fiBKVFqyIqD,"[{'height': 640, 'url': 'https://i.scdn.co/image/77c0b320fcd21be3329a0b2251409a2081247b57', 'width': 640}, {'height': 320, 'url': 'https://i.scdn.co/image/e45c3f34b1a88245f5c8ef16c5b9fb6b0fe1c8a9', 'width': 320}, {'height': 160, 'url': 'https://i.scdn.co/image/731ed9a97b37aa46ee522317ede95895c3f3ec89', 'width': 160}]",Thirty Seconds To Mars,74,artist,spotify:artist:0RqtSIYZmd4fiBKVFqyIqD,1939660
12,{'spotify': 'https://open.spotify.com/artist/41Q0HrwWBtuUkJc7C1Rp6K'},"['alternative metal', 'alternative rock', 'funk metal', 'nu metal', 'pop rock', 'post-grunge', 'rock']",https://api.spotify.com/v1/artists/41Q0HrwWBtuUkJc7C1Rp6K,41Q0HrwWBtuUkJc7C1Rp6K,"[{'height': 640, 'url': 'https://i.scdn.co/image/4fd4814f0c718f146cfdc04698fb399cfb07188f', 'width': 640}, {'height': 320, 'url': 'https://i.scdn.co/image/99200fe0bc774d829aae772e53b1014e193bdefc', 'width': 320}, {'height': 160, 'url': 'https://i.scdn.co/image/1d6496295d0694d917276ae7d3678cc5f8f2527c', 'width': 160}]",311,65,artist,spotify:artist:41Q0HrwWBtuUkJc7C1Rp6K,397723
13,{'spotify': 'https://open.spotify.com/artist/2lFHVcUeJ9Gq6AZiU3ZAOa'},"['girl group', 'hip pop', 'r&b', 'urban contemporary']",https://api.spotify.com/v1/artists/2lFHVcUeJ9Gq6AZiU3ZAOa,2lFHVcUeJ9Gq6AZiU3ZAOa,"[{'height': 1130, 'url': 'https://i.scdn.co/image/5e85efee28cdda6cff11faf197cd948dfa5f08bc', 'width': 1000}, {'height': 723, 'url': 'https://i.scdn.co/image/554255cbf4b16c11bdcfb85e9cbe6ec45970e37c', 'width': 640}, {'height': 226, 'url': 'https://i.scdn.co/image/a40ebee64868b784e85c9162acc653ccda9eee66', 'width': 200}, {'height': 72, 'url': 'https://i.scdn.co/image/2e6423afaaa9ad981f9e66c8cce57ec405c966b3', 'width': 64}]",3LW,49,artist,spotify:artist:2lFHVcUeJ9Gq6AZiU3ZAOa,207389
14,{'spotify': 'https://open.spotify.com/artist/6EFL6smxzRtpwlQvZFldUc'},"['east coast hip hop', 'electro', 'hardcore hip hop', 'hip hop', 'hip house', 'rap']",https://api.spotify.com/v1/artists/6EFL6smxzRtpwlQvZFldUc,6EFL6smxzRtpwlQvZFldUc,"[{'height': 1276, 'url': 'https://i.scdn.co/image/acb236f47d45844394661d0295f1f52276e6316d', 'width': 1000}, {'height': 817, 'url': 'https://i.scdn.co/image/7be38d20447d1165f3084c2be96b462dafa79d00', 'width': 640}, {'height': 255, 'url': 'https://i.scdn.co/image/b7fa48dccb4cfbbf99f7ef91ef3e980f5342d5d8', 'width': 200}, {'height': 82, 'url': 'https://i.scdn.co/image/3834039196c5b439b86bb5540facf8f26053f750', 'width': 64}]",3rd Bass,33,artist,spotify:artist:6EFL6smxzRtpwlQvZFldUc,38652
15,{'spotify': 'https://open.spotify.com/artist/12K3IF7yyYhFBcSBHjJegl'},[],https://api.spotify.com/v1/artists/12K3IF7yyYhFBcSBHjJegl,12K3IF7yyYhFBcSBHjJegl,"[{'height': 640, 'url': 'https://i.scdn.co/image/06a9530f36fd30366eaf626c10da9188df2e1a9b', 'width': 640}, {'height': 300, 'url': 'https://i.scdn.co/image/312e41da7463a7c5416b4a07c93d3f9f8621d96d', 'width': 300}, {'height': 64, 'url': 'https://i.scdn.co/image/c2c3bfa34d78b0549c47819a47806d4e518e42cf', 'width': 64}]",4 Hands 4 Him,4,artist,spotify:artist:12K3IF7yyYhFBcSBHjJegl,36
16,{'spotify': 'https://open.spotify.com/artist/0Je74SitssvJg1w4Ra2EK7'},"['new wave pop', 'pop rock']",https://api.spotify.com/v1/artists/0Je74SitssvJg1w4Ra2EK7,0Je74SitssvJg1w4Ra2EK7,"[{'height': 775, 'url': 'https://i.scdn.co/image/3cd1494789e29fbc85793f633def0ff7915c5872', 'width': 1000}, {'height': 496, 'url': 'https://i.scdn.co/image/13e9c39d841e62fe0f5548ffb4ee1df78fc3e82e', 'width': 640}, {'height': 155, 'url': 'https://i.scdn.co/image/2584f5cd08b11891b929938939d5bc686f0d9aeb', 'width': 200}, {'height': 50, 'url': 'https://i.scdn.co/image/5466270611fa6d6e7301fee2921ea9f25e26f47a', 'width': 64}]",4 Non Blondes,65,artist,spotify:artist:0Je74SitssvJg1w4Ra2EK7,177634
17,{'spotify': 'https://open.spotify.com/artist/5Rl15oVamLq7FbSb0NNBNy'},"['boy band', 'dance pop', 'pop', 'post-teen pop']",https://api.spotify.com/v1/artists/5Rl15oVamLq7FbSb0NNBNy,5Rl15oVamLq7FbSb0NNBNy,"[{'height': 640, 'url': 'https://i.scdn.co/image/f60b24c9bbe05579f8a9f1210c9805d1ed2a65dc', 'width': 640}, {'height': 320, 'url': 'https://i.scdn.co/image/cd5ad9c5d092a390735cf7d017650c69afddb820', 'width': 320}, {'height': 160, 'url': 'https://i.scdn.co/image/cb92f6456f96f4bc352718006aac054e7d35ea60', 'width': 160}]",5 Seconds of Summer,85,artist,spotify:artist:5Rl15oVamLq7FbSb0NNBNy,3526448
18,{'spotify': 'https://open.spotify.com/artist/3q7HBObVc0L8jNeTe5Gofh'},"['east coast hip hop', 'gangster rap', 'hip hop', 'pop rap', 'rap']",https://api.spotify.com/v1/artists/3q7HBObVc0L8jNeTe5Gofh,3q7HBObVc0L8jNeTe5Gofh,"[{'height': 977, 'url': 'https://i.scdn.co/image/dd031b9c5d1b6eba4a691cd89c954255aae787f2', 'width': 781}, {'height': 801, 'url': 'https://i.scdn.co/image/6f0da41419b31d9d2ba55d2df212f59ad0668118', 'width': 640}, {'height': 250, 'url': 'https://i.scdn.co/image/df73c0cebe56cafe705ffdba5085ccbd5680bd16', 'width': 200}, {'height': 80, 'url': 'https://i.scdn.co/image/1a44043542c997ef835c89e185f0cf79d7402153', 'width': 64}]",50 Cent,83,artist,spotify:artist:3q7HBObVc0L8jNeTe5Gofh,4548160
19,{'spotify': 'https://open.spotify.com/artist/5ILgJERmX20rZuVVDQ7z5P'},"['dirty south rap', 'southern hip hop']",https://api.spotify.com/v1/artists/5ILgJERmX20rZuVVDQ7z5P,5ILgJERmX20rZuVVDQ7z5P,"[{'height': 638, 'url': 'https://i.scdn.co/image/a89575be5cff898b6b8b5f7a0065cbf5c23321e4', 'width': 640}, {'height': 299, 'url': 'https://i.scdn.co/image/4f3e60e8587a98934c8c9278c4c851250708c71e', 'width': 300}, {'height': 64, 'url': 'https://i.scdn.co/image/6ec2b952c372a07cdc4101ab904e7e8facbdfc02', 'width': 64}]",504 Boyz,28,artist,spotify:artist:5ILgJERmX20rZuVVDQ7z5P,9351
20,{'spotify': 'https://open.spotify.com/artist/7qeBsFLeNEuzrDhDMbnDwF'},['miami bass'],https://api.spotify.com/v1/artists/7qeBsFLeNEuzrDhDMbnDwF,7qeBsFLeNEuzrDhDMbnDwF,"[{'height': 640, 'url': 'https://i.scdn.co/image/e753f0070391069696f9fd06ef1b6a26aa459656', 'width': 640}, {'height': 300, 'url': 'https://i.scdn.co/image/e838cde449de0cf213926cb1a650f25fc92f491d', 'width': 300}, {'height': 64, 'url': 'https://i.scdn.co/image/d8448d4dcaa7ffcfcd53f59dc28918b85bdfe83d', 'width': 64}]",69 Boyz,40,artist,spotify:artist:7qeBsFLeNEuzrDhDMbnDwF,32047
21,{'spotify': 'https://open.spotify.com/artist/7gZfnEnfiaHzxARJ2LeXrf'},['emo rap'],https://api.spotify.com/v1/artists/7gZfnEnfiaHzxARJ2LeXrf,7gZfnEnfiaHzxARJ2LeXrf,"[{'height': 640, 'url': 'https://i.scdn.co/image/7d241987c2f5c33548644e6f85bd619aadae9822', 'width': 640}, {'height': 320, 'url': 'https://i.scdn.co/image/f5c6caa495ce791f63a2cff618ab42f0eca42f57', 'width': 320}, {'height': 160, 'url': 'https://i.scdn.co/image/c7336a5ae56e7845df59be2d47600a9f7517ac77', 'width': 160}]",6ix9ine,90,artist,spotify:artist:7gZfnEnfiaHzxARJ2LeXrf,2224041
22,{'spotify': 'https://open.spotify.com/artist/4IVAbR2w4JJNJDDRFP3E83'},"['hip hop', 'indie r&b', 'pop', 'pop rap', 'rap']",https://api.spotify.com/v1/artists/4IVAbR2w4JJNJDDRFP3E83,4IVAbR2w4JJNJDDRFP3E83,"[{'height': 640, 'url': 'https://i.scdn.co/image/b7b33aaeac1367b35d9c74a53fc9cfbd38f79fee', 'width': 640}, {'height': 320, 'url': 'https://i.scdn.co/image/f8aa7de2dc0285fb27da5139d2260db8cdca7dac', 'width': 320}, {'height': 160, 'url': 'https://i.scdn.co/image/356e8a20d0583a7df6a1487ac9a68b520b12f40c', 'width': 160}]",6LACK,86,artist,spotify:artist:4IVAbR2w4JJNJDDRFP3E83,1114096
23,{'spotify': 'https://open.spotify.com/artist/2S8UlyXW4JjjHcbeg8ddIo'},"['girl group', 'hip pop', 'neo soul', 'new jack swing', 'r&b', 'urban contemporary']",https://api.spotify.com/v1/artists/2S8UlyXW4JjjHcbeg8ddIo,2S8UlyXW4JjjHcbeg8ddIo,"[{'height': 1245, 'url': 'https://i.scdn.co/image/52467d6f26b4a94d6d6d344164fa6fdbeb7268f1', 'width': 1000}, {'height': 797, 'url': 'https://i.scdn.co/image/e100798d4a7ded2f8ed811bb3f44c1d6c7b7c21a', 'width': 640}, {'height': 249, 'url': 'https://i.scdn.co/image/645ea89042c6633d11126c2f832c6fce808771ee', 'width': 200}, {'height': 80, 'url': 'https://i.scdn.co/image/9e1cfdce4630f30243a0079cf1ebe8579e5e64d1', 'width': 64}]",702,52,artist,spotify:artist:2S8UlyXW4JjjHcbeg8ddIo,248098
24,{'spotify': 'https://open.spotify.com/artist/6eB1OLKFXQe51qL7QeQBZR'},[],https://api.spotify.com/v1/artists/6eB1OLKFXQe51qL7QeQBZR,6eB1OLKFXQe51qL7QeQBZR,[],8 Ball & MJG & Mr. E of RPS Fam,3,artist,spotify:artist:6eB1OLKFXQe51qL7QeQBZR,1952
25,{'spotify': 'https://open.spotify.com/artist/6V03b3Y36lolYP2orXn8mV'},"['boy band', 'dance pop']",https://api.spotify.com/v1/artists/6V03b3Y36lolYP2orXn8mV,6V03b3Y36lolYP2orXn8mV,"[{'height': 640, 'url': 'https://i.scdn.co/image/724da94d50ed555288c2fcf3cfd82e900c6fd0c0', 'width': 640}, {'height': 320, 'url': 'https://i.scdn.co/image/8ec5c707c8bbf68f8803bff6040f79aab59c1850', 'width': 320}, {'height': 160, 'url': 'https://i.scdn.co/image/23672431cdd798b63513765c5e411d8efbbe3a5a', 'width': 160}]",98º,56,artist,spotify:artist:6V03b3Y36lolYP2orXn8mV,135002
26,{'spotify': 'https://open.spotify.com/artist/31W5EY0aAly4Qieq6OFu6I'},"['pop', 'rap', 'southern hip hop', 'trap music']",https://api.spotify.com/v1/artists/31W5EY0aAly4Qieq6OFu6I,31W5EY0aAly4Qieq6OFu6I,"[{'height': 640, 'url': 'https://i.scdn.co/image/4c48b88ec7595720c4be124569a94621fc61ccec', 'width': 640}, {'height': 320, 'url': 'https://i.scdn.co/image/ce6cae786d3cf0d36db094ff08b23e9847a9c419', 'width': 320}, {'height': 160, 'url': 'https://i.scdn.co/image/6c9e147b3ea8d9cbcc3cfc7e15f83ef3c344263b', 'width': 160}]",A Boogie Wit da Hoodie,81,artist,spotify:artist:31W5EY0aAly4Qieq6OFu6I,1996554
27,{'spotify': 'https://open.spotify.com/artist/4NiJW4q9ichVqL1aUsgGAN'},"['metalcore', 'pop punk', 'rap metal', 'screamo']",https://api.spotify.com/v1/artists/4NiJW4q9ichVqL1aUsgGAN,4NiJW4q9ichVqL1aUsgGAN,"[{'height': 627, 'url': 'https://i.scdn.co/image/9a3b98dc87627c63a08a56176048dce612ded8e7', 'width': 640}, {'height': 314, 'url': 'https://i.scdn.co/image/003def94d10fbb8d2f598f794dfde23b2eb4c4e2', 'width': 320}, {'height': 157, 'url': 'https://i.scdn.co/image/f7cbfeb5d4ee79452669281dfbea2ea783a3cc84', 'width': 160}]",A Day To Remember,72,artist,spotify:artist:4NiJW4q9ichVqL1aUsgGAN,1254349
28,{'spotify': 'https://open.spotify.com/artist/0uAjBatvB4ubpd4kCfjmNt'},"['dance rock', 'new romantic', 'new wave', 'new wave pop', 'synthpop']",https://api.spotify.com/v1/artists/0uAjBatvB4ubpd4kCfjmNt,0uAjBatvB4ubpd4kCfjmNt,"[{'height': 1000, 'url': 'https://i.scdn.co/image/0e0b74658f7e16190f23d795648c888c4dd40f2a', 'width': 1000}, {'height': 640, 'url': 'https://i.scdn.co/image/1c3f527c25f4e3bebccf04704414046e9f0c7e52', 'width': 640}, {'height': 200, 'url': 'https://i.scdn.co/image/fdab1b90bd2fc73b64b374998a407d79877d1f73', 'width': 200}, {'height': 64, 'url': 'https://i.scdn.co/image/05b2c9d20b1be334cb319c7651ab1a006736bc92', 'width': 64}]",A Flock Of Seagulls,60,artist,spotify:artist:0uAjBatvB4ubpd4kCfjmNt,164191
29,{'spotify': 'https://open.spotify.com/artist/5xKp3UyavIBUsGy3DQdXeF'},"['neo mellow', 'piano rock', 'pop rock']",https://api.spotify.com/v1/artists/5xKp3UyavIBUsGy3DQdXeF,5xKp3UyavIBUsGy3DQdXeF,"[{'height': 640, 'url': 'https://i.scdn.co/image/7954fb92b75d26246fa2fb6927601a76a93b43ef', 'width': 640}, {'height': 320, 'url': 'https://i.scdn.co/image/6051973dd6883c7d0c7268ef222797604a705dc3', 'width': 320}, {'height': 160, 'url': 'https://i.scdn.co/image/a5355c3fead57c8aa5b799e8285a1eefe4262199', 'width': 160}]",A Great Big World,68,artist,spotify:artist:5xKp3UyavIBUsGy3DQdXeF,293544
30,{'spotify': 'https://open.spotify.com/artist/4DFhHyjvGYa9wxdHUjtDkc'},"['alternative metal', 'alternative rock', 'modern rock', 'nu metal', 'post-grunge', 'rap metal', 'rock']",https://api.spotify.com/v1/artists/4DFhHyjvGYa9wxdHUjtDkc,4DFhHyjvGYa9wxdHUjtDkc,"[{'height': 640, 'url': 'https://i.scdn.co/image/7802c0c19c9d46280366f7530cb28a7be25b1b90', 'width': 640}, {'height': 320, 'url': 'https://i.scdn.co/image/96d99c8214c13197a6e92655607650cde28acc24', 'width': 320}, {'height': 160, 'url': 'https://i.scdn.co/image/b1d96fc93eeb756e3197ac1df3ecab3609f32f7a', 'width': 160}]",A Perfect Circle,67,artist,spotify:artist:4DFhHyjvGYa9wxdHUjtDkc,698358
31,{'spotify': 'https://open.spotify.com/artist/1ii6e2pv8VIRwnTER71rMl'},"['disco', 'post-disco']",https://api.spotify.com/v1/artists/1ii6e2pv8VIRwnTER71rMl,1ii6e2pv8VIRwnTER71rMl,"[{'height': 672, 'url': 'https://i.scdn.co/image/5f2d7e6c025c3983509a3d5e767d5437c9d761ce', 'width': 1000}, {'height': 430, 'url': 'https://i.scdn.co/image/82a33909798c64ad24f4167a94603371482525b8', 'width': 640}, {'height': 134, 'url': 'https://i.scdn.co/image/7d57684e813775cc9bbf8a900c9a8a34b8fffb74', 'width': 200}, {'height': 43, 'url': 'https://i.scdn.co/image/017c81746e8e91dbb3c6df917db01dbe2f61ebba', 'width': 64}]",A Taste Of Honey,42,artist,spotify:artist:1ii6e2pv8VIRwnTER71rMl,8317
32,{'spotify': 'https://open.spotify.com/artist/09hVIj6vWgoCDtT03h8ZCa'},"['alternative hip hop', 'conscious hip hop', 'east coast hip hop', 'gangster rap', 'hardcore hip hop', 'hip hop', 'jazz rap', 'pop rap', 'rap']",https://api.spotify.com/v1/artists/09hVIj6vWgoCDtT03h8ZCa,09hVIj6vWgoCDtT03h8ZCa,"[{'height': 640, 'url': 'https://i.scdn.co/image/6f987ab74c72f0c50b19b05ea775bc4033c57706', 'width': 640}, {'height': 320, 'url': 'https://i.scdn.co/image/6781371e793ab66c6775e97b96dbf1dd127b83c1', 'width': 320}, {'height': 160, 'url': 'https://i.scdn.co/image/98a7bb2194747b049668d58591d8ac2628543ea4', 'width': 160}]",A Tribe Called Quest,69,artist,spotify:artist:09hVIj6vWgoCDtT03h8ZCa,824263
33,{'spotify': 'https://open.spotify.com/artist/2jzc5TC5TVFLXQlBNiIUzE'},"['dance rock', 'new romantic', 'new wave', 'new wave pop', 'permanent wave', 'soft rock', 'synthpop']",https://api.spotify.com/v1/artists/2jzc5TC5TVFLXQlBNiIUzE,2jzc5TC5TVFLXQlBNiIUzE,"[{'height': 751, 'url': 'https://i.scdn.co/image/ccdcf8c4962d103bde7a20a70669febc9cf7a48b', 'width': 1000}, {'height': 481, 'url': 'https://i.scdn.co/image/145f5a4df4e4036510720c546ee6f998c03c6e48', 'width': 640}, {'height': 150, 'url': 'https://i.scdn.co/image/9932849b7e42a167b0e2992435ba3c276d59b37c', 'width': 200}, {'height': 48, 'url': 'https://i.scdn.co/image/315790d2dd8a46fbcedeba31b1ea4956877afad5', 'width': 64}]",a-ha,73,artist,spotify:artist:2jzc5TC5TVFLXQlBNiIUzE,608209
34,{'spotify': 'https://open.spotify.com/artist/13ubrt8QOOCPljQ2FL1Kca'},"['east coast hip hop', 'pop', 'pop rap', 'rap', 'trap music']",https://api.spotify.com/v1/artists/13ubrt8QOOCPljQ2FL1Kca,13ubrt8QOOCPljQ2FL1Kca,"[{'height': 640, 'url': 'https://i.scdn.co/image/cce607c4d975ae49d68b484eaef51a6413fa73b1', 'width': 640}, {'height': 320, 'url': 'https://i.scdn.co/image/80109a31021dd821ae66d6d47ca2af399463a56c', 'width': 320}, {'height': 160, 'url': 'https://i.scdn.co/image/ea6a2be8645a788d0fa1eb1adb6a02f8bc3148fc', 'width': 160}]",A$AP Rocky,88,artist,spotify:artist:13ubrt8QOOCPljQ2FL1Kca,4427652
35,{'spotify': 'https://open.spotify.com/artist/0urTpYCsixqZwgNTkPJOJ4'},"['dance pop', 'hip hop', 'hip pop', 'indie r&b', 'neo soul', 'pop', 'r&b', 'urban contemporary']",https://api.spotify.com/v1/artists/0urTpYCsixqZwgNTkPJOJ4,0urTpYCsixqZwgNTkPJOJ4,"[{'height': 1236, 'url': 'https://i.scdn.co/image/341693fbd0b8ed0e8ae042713598e2c9ea4870dc', 'width': 1000}, {'height': 791, 'url': 'https://i.scdn.co/image/1700f9e23fef0c6601f70a3f972d763fa092653f', 'width': 640}, {'height': 247, 'url': 'https://i.scdn.co/image/bd236cddd586414ed7a95b89241f5b9ad207b122', 'width': 200}, {'height': 79, 'url': 'https://i.scdn.co/image/a1c96f8eec7b192f3a5d6de8ffbda70f5a6e0424', 'width': 64}]",Aaliyah,61,artist,spotify:artist:0urTpYCsixqZwgNTkPJOJ4,1342606
