,s_artist_id,name,popularity,followers
363,6k7z2h1jKogQyArcLI13wy,Carl Doy,26,898.0
364,6I6t21SFbxZ7RbQgD5dN7U,Carl Thomas,52,249742.0
365,3xzv5kMXulv03oeXs6H8eL,Carlos Santana & Buddy Miles,10,842.0
366,4FtSnMlCVxCswABUmdhwpm,Carly Simon,64,287396.0
367,3kTcyaSYP5fqlqrNUvxiER,Carman,35,25404.0
368,319yZVtYM9MBGqmSQnMyY6,Carole King,64,403012.0
369,4xFUf1FHVy696Q1JQZMTRj,Carrie Underwood,77,2776738.0
370,5aEWnrN8h3MhuFUPRfaVuy,Case,58,306868.0
371,3WilJWdCNLSU7fpYjiKb7v,Cassidy,52,207625.0
372,6eJqAWJdd8JhAN1pQGie4r,Casting Crowns,66,808887.0
373,08F3Y3SctIlsOEmKd6dnH8,Yusuf / Cat Stevens,70,635225.0
374,3qfrrrSO7utFdJkM2tvMRb,CeCe Winans,49,124337.0
375,0MCU2OpgnSB7rm5UPUMHgt,Cedarmont Kids,50,7033.0
376,4S9EykWXhStSc15wEx8QFK,Céline Dion,76,1502625.0
377,6NWtt9pNOL2Gx7kBykdE5x,Celtic Woman,58,196520.0
378,6mQfAAqZGBzIfrmlZCeaYT,Chaka Khan,65,546860.0
379,0OwaxYpG77PWKSLtj1QzG8,The Chambers Brothers,41,9066.0
380,6vdMPayKk8YJxxeNP5oMCb,Chamillionaire,62,333381.0
381,2fJ2vi4PUSxyvYaeq0FTbE,Change,50,35925.0
382,3lJ6jvOiNY46L2juqXufpf,Changing Faces,42,184867.0
383,77OlE8SkEHDkJczfswzDFo,Chanté Moore,44,156335.0
384,69Fk1s1lzINOKqoSWjjEiE,Charley Pride,52,136465.0
385,12d4iIvTOk7JkI6ecvc3ca,The Charlie Daniels Band,60,198100.0
386,6VuMaDnrHyPL1p4EHjYLi7,Charlie Puth,84,5475203.0
387,218kRJZ7FJs0hWIk8Ynzhz,Charlie Rich,49,62281.0
388,6CxZzQFUTM6AzgluGwtq5w,Charlie Wilson,62,389059.0
389,1KfBKoozFugeT1PBkz33xl,Charlie Zaa,52,65814.0
390,3P9jdZehQvmAoTrWU1p5zt,Charlotte Church,43,18394.0
391,1JbemQ1fPt2YmSLjAFhPBv,Chayanne,72,2086503.0
392,1LB8qB5BPb3MHQrfkvifXU,Cheap Trick,64,457679.0
394,4ntkql3f3ect7NDRUJ7aAY,The Cheetah Girls,52,290285.0
395,1aSIXmBKKrEVIbGLwhedIe,Chely Wright,38,44815.0
396,72OaDtakiy6yFqkt4TsiFt,Cher,74,785649.0
397,1c70yCa8sRgIiQxl3HOEFo,Cherish,51,229903.0
398,1stGNsBocVFM9MfQtySETw,Cherry Poppin' Daddies,40,23072.0
399,6UfoTQXaV3DuqtDVjZIxwZ,Cheryl Lynn,53,72302.0
400,56dO9zeHKuU5Gvfc2kxHNw,Chevelle,66,709664.0
401,0Xf8oDAJYd2D0k3NLI19OV,CHIC,63,254910.0
402,3iDD7bnsjL9J4fO298r0L0,Chicago,69,879073.0
403,416gMRzj1LnFJvSBF5PO2R,Chickenfoot,40,69606.0
404,7in1B2ZKy42qZl9v8SCD4r,Chico De Barge,4,90.0
405,15iVAtD3s3FsQR4w1v6M0P,Chief Keef,75,1324573.0
406,73sIBHcqh3Z3NyqHKZ7FOL,Childish Gambino,84,3814796.0
407,3s2wTjWxK8NOX09dmsvVOh,Chingy,62,319043.0
408,1SCWcYnoEh1978ycTDhZoW,Alvin & The Chipmunks,47,49835.0
409,3eFo5fMv53RYZBYlvT5Z6a,Chris Botti,54,74422.0
410,7bXgB6jMjp9ATFy66eO08Z,Chris Brown,89,7126518.0
411,1zhIzONVRlTfD1VQRauHMl,Chris Cagle,59,353065.0
412,2RpHsROrX075xfIwHn6B2U,Chris de Burgh,59,122432.0
413,7290H8m1Dwt8G7jm1y9CQx,Chris Isaak,62,143156.0
414,4K3DSWzghkGUcQOEZG9gpo,Chris LeDoux,56,159758.0
415,5KEG7G8LDYlHgFDqZyEEs2,Chris Rea,56,184042.0
416,4YLtscXsxbVgi031ovDDdh,Chris Stapleton,77,958537.0
417,6pRi6EIPXz4QJEOEsBaA0m,Chris Tomlin,70,867179.0
418,4BYxqVkZyFjtik7crYLg5Q,Chris Young,72,1147149.0
419,1l7ZsJRRS8wlW3WfJfPfNS,Christina Aguilera,79,3539541.0
420,7H55rcKCfwqkyDFH9wpKM6,Christina Perri,74,1521289.0
421,695W5F2Ih8dYahLdjVOIoH,Christopher Cross,63,216869.0
422,293zczrfYafIItmnmM3coR,Chuck Berry,66,716503.0
423,1Y3CPuN46EPIT3wCTDzPZu,Chuck Brown and the Soul Searchers,36,4044.0
424,2MMaIlHd8UvDW0mVRAncD6,Chuck Mangione,43,35938.0
425,0TcYeHEK9sBtv7xPbKhzHz,Chumbawamba,55,37053.0
426,2NdeV5rLm47xAvogXrYhJX,Ciara,76,3309599.0
427,7HL4id2U7FSDJtfKQHMgQx,Cinderella,57,437622.0
428,0LlPal5iJGcCWwZp8VefVs,City High,47,16550.0
429,0BkAYxgwF9VQiid4wI07yJ,Clannad,49,61358.0
430,7kQFwkR1mTWfGdtZfcvrZP,Claudine Longet,25,3129.0
431,13aBWT8LN4oNWWGFOu96MA,Clay Aiken,37,22957.0
432,4MPkNgar5uTd8Sqvrr7par,Clay Walker,60,339260.0
433,1AhfLNt7teChymEclbsHlo,Cledus T. Judd,34,11599.0
434,3Ay15wt0QChT4Kapsuw5Jt,Clint Black,59,279429.0
435,2J257euzcjnDLipsyJH3F2,Clipse,52,123440.0
436,4kEAjV4pCBOkoowYYQydvO,Club Nouveau,40,53218.0
437,69k6uTSZMPLpSnhmLCiKxQ,Coal Chamber,51,187355.0
438,3utxjLheHaVEd9bPjQRsy8,Coheed and Cambria,65,303326.0
439,6aZyMrc4doVtZyKNilOmwu,Colbie Caillat,73,1212417.0
440,4gzpq5DPGxSnKTe4SA8HAU,Coldplay,88,14768392.0
441,4gzpq5DPGxSnKTe4SA8HAU,Coldplay,88,14768392.0
442,1mfDfLsMxYcOOZkzBxvSVW,Cole Swindell,73,935536.0
443,4e5V1Q2dKCzbLVMQ8qbTn6,Collective Soul,61,359333.0
444,4AwLiAGc1rRLrCepj5rdTI,Collin Raye,52,132955.0
445,1QtIfAa6y7w2JhxYJhYeUG,Color Me Badd,52,135435.0
446,6twIAGnYuIT1pncMAsXnEm,Commodores,66,527907.0
447,2GHclqNVjqGuiE5mA7BEoc,Common,65,451687.0
448,2hUkfSXyuDfQbUeNOShRiz,Con Funk Shun,44,121690.0
449,1YPIe9qIMa99O0a0OW47Be,Confederate Railroad,51,111968.0
450,3nFB4eMP5gdqee2eQb8nZb,Conjunto Primavera,64,565734.0
451,3EY5DxGdy7x4GelivOjS2Q,Connie Francis,54,105282.0
452,7gi3jmwpUpNWdswT8eEprF,Conway Twitty,59,259256.0
453,3y24n3XhZ96wgwRXjvS17T,Coolio,68,221887.0
454,0smy8yDrRoI4CnhpOuthg0,Corey Hart,54,65706.0
455,29WzbAQtDnBJF09es0uddn,Corinne Bailey Rae,66,399714.0
456,0vEsuISMWAKNctLlUAhSZC,Counting Crows,70,659864.0
457,4jBSa0eitusIKxQHjAgsyd,Coverdale/Page,32,25662.0
458,3CYSRCHfilgR8DSbkCMp5j,Cowboy Junkies,49,63033.0
459,0ODQJS4mk7rVBJXjdqByX6,Cracker,46,34650.0
460,2JyWXPbkqI5ZJa3gwqVa0c,Craig David,71,390723.0
461,4akj4uteQQrrGxhX9Rjuyf,Craig Mack,54,70239.0
462,6ktyNEnEukKzskQEiXgCFD,Craig Morgan,63,383755.0
463,1YEGETLT2p8k97LIo3deHL,Crash Test Dummies,55,105933.0
464,4iSKnRZAxkmqNok6tv10Se,Crazy Town,60,148942.0
465,74oJ4qxwOZvX6oSsu1DGnw,Cream,65,736509.0
466,43sZBwHjahUvgbx1WNIkIz,Creed,68,1154641.0
467,5nqr3PugZYyBcQrnKtFkAu,Creedence Clearwater Revisited,16,3858.0
468,3IYUhFvPQItj6xySrBmZkd,Creedence Clearwater Revival,78,2054648.0
469,1CYsQCypByMVgnv17qsSbQ,"Crosby, Stills, Nash & Young",64,366954.0
470,1CYsQCypByMVgnv17qsSbQ,"Crosby, Stills, Nash & Young",64,366954.0
471,4IR8ZkpbyyKrqsIzchF3NB,Crossfade,59,313598.0
472,7ohlPA8dRBtCf92zaZCaaB,Crowded House,65,317687.0
473,1NMPFAWwsqqy5m8kEQvDl6,Crucial Conflict,35,42403.0
474,3Bhgbs9kIwl8SuU0eIqN6b,The Crusaders,44,35419.0
475,6OheJTrDFGiyZ67F1BBLhc,Crystal Gayle,47,85956.0
476,0jpeXX8CClo6hxCOAzyAKf,Crystal Lewis,37,26847.0
477,2sd9Q3r0Jhqpe3w9WVuG43,Crystal Waters,59,29542.0
478,6kz53iCdBSqhQCZ21CoLcc,Culture Club,65,397258.0
479,2AV6XDIs32ofIJhkkDevjm,Curtis Mayfield,61,473360.0
480,3cniTumSiUysiPWXapGx1i,Cutting Crew,61,96092.0
481,2BTZIqw0ntH9MvilQ3ewNY,Cyndi Lauper,71,639841.0
482,1SlB319k1toEaGunEFn6yq,Cyndi Thomson,34,10831.0
483,4P0dddbxPil35MNN9G2MEX,Cypress Hill,69,821080.0
484,1Wry0EFTpNuY88F1Mt3OYY,D.R.A.M,1,150.0
485,3RmZBDqjgWQq204vvUkbSn,D.R.S.,15,850.0
486,336vr2M3Va0FjyvB55lJEd,D'Angelo,64,613526.0
487,5Qi4Bb7a8C0a00NZcA77L0,D12,67,725384.0
488,4AllEJE7mVkhhyUV6DjqPz,D4L,51,94324.0
489,2I1bnmb9VQEQGKHxvr0gSf,Da Brat,53,138432.0
490,7JjJcNso0ZqXL0zC6DOWKh,Da Lench Mob,26,29811.0
491,4VMYDCV2IEDYJArk749S6m,Daddy Yankee,88,8900739.0
492,4tZwfgrHOc3mvqYlEYSvVi,Daft Punk,82,4650959.0
493,3QJzdZJYIAcoET1GcfpNGi,Damian Marley,70,801500.0
494,14r9dR01KeBLFfylVSKCZQ,Damien Rice,65,668149.0
495,7ihLzUpuNecU5VBkvOUDNq,Damn Yankees,48,144731.0
496,7z5WFjZAIYejWy0NI5lv4T,Dan + Shay,78,552004.0
497,0cA5Tg15TwARIRZeiNT1RO,Dan Fogelberg,55,178940.0
498,3DQ1bUYvyOlRaXIIG9CJ2l,Dan Fogelberg And Tim Weisberg,7,493.0
499,5rOhfAsK4uxq9OdREiQRKa,Dan Hill,47,58279.0
500,55yEsJBqyn27JPsw5hHzqi,Dan Seals,47,50053.0
501,4LsQE9hwiCyFmUUkKWYnKp,Dana Dane,28,29944.0
503,2ASrZfFxWDnzsNwUQg3pzl,Dangerous Toys,31,25453.0
504,11hIqBsGRPztdjBHCSLClX,Daniel Bedingfield,56,61548.0
505,7xTcuBOIAAIGDOSvwYFPzk,Daniel Powter,63,125832.0
506,3FD9VAd0ppjmKbfxF4LzUh,Danity Kane,52,245668.0
507,34c4iQ5tkaZKu6Sv28BTde,Danzig,58,262986.0
508,7FY5V3XMwlNBPitEjXowHQ,Darius Rucker,71,1000838.0
509,6ZLy8YFk7VbamsI5qbYXtw,Darlene Zschech,52,110959.0
510,4zIBkSJcqRp4ADuFI94WvO,Darryl Worley,52,96600.0
511,0auu2itHTxEdAMRHvx7CyG,Das EFX,61,123749.0
512,4ERtgeBbWRkFzIz6LaFCeY,Dashboard Confessional,61,290689.0
513,5P5FTygHyx2G57oszR3Wot,Daughtry,68,948792.0
514,4iRZAbYvBqnxrbs6K25aJ7,The Dave Brubeck Quartet,59,72629.0
515,2HBbky0Z08ZcCKVsXWbNE4,The Dave Clark Five,28,32294.0
516,5Z1reBuaReg2pg72I2mnMm,Dave Hollister,45,183134.0
517,0ZcJXldoq09BRIMl0Qh1Vm,Dave Koz,53,41730.0
518,2DWQX92uew7DlsgN0yD775,Dave Mason,44,49034.0
519,2TI7qyDE0QfyOlnbtfDo7L,Dave Matthews Band,71,861934.0
520,7nJOcf9vZYXYd0Pm9P1VyV,David & Nicole Binion,39,2943.0
521,6nwh8AhPpbwOUnHZJWrHT6,David Allan Coe,58,266111.0
522,2C9n4tQgNLhHPhSCmdsQnk,David Archuleta,61,222817.0
523,7y9COUDxusQXRjW95vOubE,David Ball,43,27081.0
524,0oSGxfWSnnOXhD2fKuz2Gy,David Bowie,79,3069985.0
525,0isDnZYMWbwDz7hzw0XRjt,David Cassidy,40,29367.0
526,4SQxI8xg6LcSWL3KuGVHLa,David Cook,47,132822.0
527,59zdhVoWxSoHMc74n098Re,David Crosby,48,82623.0
528,04MXM1ChTbXv5w6uHZYhYg,"David Crosby, Neil Young & Graham Nash",4,735.0
529,2FcC4sDMXme2ziI7tGKMK8,David Gilmour,58,590132.0
530,7J2lZBANizgPNfUzux31PV,David Gray,62,307511.0
531,1Cs0zKBU1kc0i8ypK3B9ai,David Guetta,91,16011003.0
532,4A4X3dAnue0OcKTt9J5A9c,David Lanz,45,21124.0
533,78OAtwN3XpjMcjibnF2Kw5,David Lee Murphy,60,73608.0
534,0KyCXNSa7ZMb5LydfKbLG3,David Lee Roth,50,187210.0
535,0PRSELwINaU945xsPKJ6mt,David R. Maracle,27,1028.0
536,3jiRVp1vGHXKjOOwaa2GQv,David Rose And His Orchestra,10,228.0
537,7vNcTk9TgKF0qDsS87nWGE,David Sanborn,46,57102.0
538,6MzxeKydmXufvX7HYPknFW,Dawn Golden,54,33197.0
539,6Dd3NScHWwnW6obMFbl1BH,Daya,76,671731.0
540,07jc1IMGtecDZzOL9cP50t,Days Of The New,53,125508.0
541,4n7L1vYXp4Dt0HfxaLBj9l,Dazz Band,46,97005.0
542,1zK4ACgLi1lVPpfmmcwOTh,DC Talk,47,109054.0
543,0jEponlAPM5Sm8IW0dDvIj,DE BARGE,6,703.0
544,1Z8ODXyhEBi3WynYw0Rya6,De La Soul,60,345147.0
545,30U8fYtiNpeA5KH6H87QUV,Dead Kennedys,57,324741.0
546,4TMHGUX5WI7OOm53PqSDAT,Grateful Dead,70,574305.0
547,2CIMQHirSU0MQqyYHq0eOx,deadmau5,70,2079029.0
548,6mRev5KzKOgQcZjWanwBdd,The Escape Club,33,2334.0
549,49e4v89VmlDcFCMyDv9wQ9,Dean Martin,67,519319.0
550,0aqrM7Fo3Ml66Kc5JAzmjt,Deana Carter,50,154301.0
551,0YrtvWJMgSdVrk3SfNjTbx,Death Cab for Cutie,72,898958.0
552,18jZvCsW1PJ4FDQ5gEXuKp,Debbie Gibson,54,139998.0
553,7FxMjqH6DH056sdsstGeVl,Debbie Harry,41,17736.0
554,1UkHCANZmdkKyVNvTLMrcJ,Debby Boone,38,7977.0
555,601893mmW5hl1FBOykWZHG,Deborah Cox,52,224241.0
556,4eQJIXFEujzhTVVS1gIfu5,Deee-Lite,54,41773.0
557,5N5RfI8FFXk4WQ8kkjE407,Deep Blue Something,59,27664.0
558,4pAYkltTzVhqBZuDekCHa3,Deep Forest,48,60008.0
559,568ZhdwyaiCyOGJRtNYhWf,Deep Purple,68,1918600.0
560,6H1RjVyNruCmrBEWRbD0VZ,Def Leppard,70,1397564.0
561,52karaTYZPcUZRPr3zy3X4,Def Squad,31,32373.0
562,4nCzT3o7lMgCWBcmdwCMsT,Default,54,87056.0
563,53Z2RNY4OYJ0Galu6AWzxF,Delirious?,44,52801.0
564,0VKTLKamj4IH8OfQbUL0kq,Dem Franchize Boyz,49,133304.0
565,6S2OmqARrzebs0tKUEyXyp,Demi Lovato,89,10999066.0
566,5jNGQ7VOU87x5402JjhTtd,Deniece Williams,56,127068.0
568,762310PdDnwsDxAQxzQkfX,Depeche Mode,74,1649021.0
569,2rc78XDH9zuJP6bm78lU8Z,Derek & The Dominos,61,189399.0
570,73ZPfpfg1LBVvDEArK4l5B,Des'ree,56,86037.0
571,1Y8cdNmUJH7yBTd9yOvr5i,Destiny's Child,75,2609251.0
572,0UKfenbZb15sqhfPC6zbt3,DEVO,58,171763.0
573,0svyIX7Xu3DVMkrOtB88i6,Diamond Rio,58,265087.0
574,221iMiF62DFPnVuCLJakP1,Diana King,47,18198.0
575,5z1VAFwT35EVvCp1XlZZuL,Diana Krall,68,509122.0
576,3MdG05syQeRYPPcClLaUGl,Diana Ross,67,695967.0
577,0rXI0q8Cahq6numvPlloaq,Diana Ross & The Supremes,49,46088.0
578,59wfkuBoNyhDMQGCljbUbA,Diddy,75,607370.0
579,2mpeljBig2IXLXRAFO9AAs,Dido,70,594596.0
580,7x8nK0m0cP2ksQf0mjWdPS,Dierks Bentley,73,1506182.0
581,0gqIrDRL7CEPBWMmkuZPdQ,Digable Planets,53,133765.0
582,7jocoSCuCtpCxCI6IbP8ye,Digital Underground,58,150065.0
583,7BjXGqrW02WB9cnLKKzwrK,Dino Merlin,49,21064.0
584,4CYeVo5iZbtYGBN4Isc3n6,Dio,63,755206.0
585,2JSjCHK79gdaiPWdKiNUNp,Dionne Warwick,61,298206.0
586,0WwSkZ7LtFUFjGjMZBMt6T,Dire Straits,75,1638838.0
587,2IkHcHKErbWa0TA14yHkbl,Dirty Vegas,42,23056.0
588,6F3NW2aC9Sni1FH7QPSLvw,Dishwalla,52,102868.0
589,3TOqt5oJwL9BE2NG9MEwDa,Disturbed,78,2301648.0
590,5t06MTkDD3yr5LVs3YFLQC,Divinyls,49,65982.0
591,25IG9fa7cbdmCIy3OnuH57,Dixie Chicks,66,605881.0
592,1g8uGVofjr2ApBrI8OZhJf,DJ Clue,43,80755.0
593,1mG23iQeR29Ojhq89D5gbh,DJ Jazzy Jeff & The Fresh Prince,60,122517.0
594,0QHgL1lAIqAw0HtD7YldmP,DJ Khaled,85,2954592.0
595,6hxlIANxRjG8mQTcR8evvP,DJ Magic Mike,31,16328.0
596,0wFCfi4dqZB5DO7sAQpQUZ,DJ Magic Mike and DJ Magic Mike and the Royal Possethe Royal Posse,0,17.0
597,0b2XeWDPeBiLeskT6RFqMb,DJ Quik,56,299625.0
598,540vIaP2JwjQb9dm3aArA4,DJ Snake,81,3265930.0
599,1HwM5zlC5qNWhJtM00yXzG,DMX,72,1061679.0
600,6T5tfhQCknKG4UnH90qGnz,DNCE,75,1745761.0
601,6urkHDoIVO1WO8vNIwcJmM,Die Antwoord,67,1039154.0
602,09hNSPPOxDop4FRdr6UEnq,Dokken,55,215557.0
603,32vWCbZh0xZ4o9gkz4PsEU,Dolly Parton,71,626015.0
604,09C0xjtosNAIXP36wTnWxd,Fats Domino,57,176597.0
605,5dbuFbrHa1SJlQhQX9OUJ2,Don Henley,65,376654.0
606,3Ew1ynSmASX9Uec5FzBYrL,Don Ho,31,3003.0
607,29gt8yNK2jFp21ZWXISskB,Don Johnson,39,4955.0
608,2JGLjTHV2t8u8wxmLaiFfe,Don Moen,59,118620.0
609,33ScadVnbm2X8kkUqOkC6Z,Don Omar,78,3124304.0
610,4Ti0EKl2PVEms2NRMVGqNe,Don Williams,56,158143.0
611,0S1SjYebdSaiMpI8xSW2Wb,Donald Fagen,48,76198.0
612,5KNqYrivNgVCHBssEUSu5B,Donell Jones,61,452918.0
613,4tIQ6BeFRvYApoAyJmaeVC,Donna Fargo,32,23589.0
614,2EfG2EoT8GFJrMiilbTVl2,Donna Lewis,53,22634.0
615,2eogQKWWoohI3BSnoG7E2U,Donna Summer,64,554017.0
616,7d8R11w4QG2ihJeTaZq37F,Donny & Marie Osmond,23,4798.0
617,0HU0U9kdXEHZVxUNbuQe8S,Donny Hathaway,61,203953.0
618,5ZEAzHE2TzAwUcOj6jMIgf,Donny Osmond,61,30871.0
619,6vLlQYujOujIrm7zAKzEdG,Donovan,59,217096.0
620,39T6qqI0jDtSWWioX8eGJz,The Doobie Brothers,69,616333.0
621,3ESG6pj6a0LvUKklENalT6,Doris Day,54,134076.0
622,4epBFW4UHEmgjIK5xOrBhk,Doug Stone,45,65129.0
623,0OraDGrDGEuqJ2d7250K1i,Doug Supernaw,31,20745.0
624,0i64fKwsnTQsPqbov8mZUh,Dr. Buzzard's Original Savannah Band,34,5629.0
625,6DPYiyq5kWVQS4RGwxzPC7,Dr. Dre,81,3712444.0
626,2Mhi3jfuRSdbVZPdjqsnnN,Dr. Hook,59,135455.0
627,2NsAJcAM18AExiMWKLKzuH,Drag-On,49,42908.0
628,2pH3wEn4eYlMMIIQyKPbVR,DragonForce,62,384526.0
629,3TVXtAsR1Inumwj472S9r4,Drake,100,26992748.0
630,5oNgAs7j5XcBMzWv3HAnHG,DJ Drama,61,502965.0
631,2W8UTum7bU7ue6m0r14H97,The Dramatics,52,121315.0
632,5TGJzOKQ9GbfJ6IZI9ktDn,Dream Street,28,2608.0
633,2aaLAng2L2aWD2FClzwiep,Dream Theater,64,690406.0
634,26yYgoh7hehqYix76g3LcS,Drivin N Cryin,37,8231.0
635,7w9jdhcgHNdiPeNPUoFSlx,Dropkick Murphys,66,656289.0
636,1E4r4z7ivGUcSAnCbINJ9v,Drowning Pool,64,688407.0
637,1255GTUKNCLCTvH9ctD4cT,Dru Hill,59,529331.0
638,6M2wZ9GZgrQXHCFfjv46we,Dua Lipa,90,6164294.0
639,3keUIwmPM4awpPxiy9ZQ1m,Duane Allman,40,50693.0
640,37NqXwtb6nIEqRt4EJSoIO,Duffy,61,506246.0
641,3iS9F7VQjnrT4So8L7RZnj,Duice,0,246.0
642,3AO6RTDA16mg8czQI5Y9K0,Duncan Sheik,48,28040.0
643,0lZoBs4Pzo7R89JM9lxwoT,Duran Duran,68,877343.0
644,2sxmKe3CUrWnx7eoXMhOlW,Dwight Yoakam,60,198791.0
645,3crnzLy8R4lVwaigKEOz7V,E-40,72,348180.0
646,3ngKsDXZAssmljeXCvEgOe,Eagle-Eye Cherry,64,82375.0
647,0ECwFtbIWEVNwjlrfc6xoL,Eagles,77,2024357.0
648,1y20PpXw0yeuJ1avCD0Ob9,Eamon,55,40720.0
649,69baNgo5tsg1RjBgotRbEj,Earl Thomas Conley,47,64752.0
650,4QQgXkCYTt3BlENzhyNETg,"Earth, Wind & Fire",75,1362382.0
651,7B4hKK0S9QYnaoqa9OuwgX,Eazy-E,65,1543100.0
652,1PbBg2aYjWLKRk84zJK15x,Echosmith,63,496304.0
653,1iBpJEBrSFXCtPOc5OUZiY,Ed Ames,27,3283.0
654,6eUKZXaKkcviH0Ku9w2n3V,Ed Sheeran,93,32996242.0
655,4Tw2N3wdvJPGEU7JqMxFfE,Eddie Money,60,221517.0
657,0jgAONnsHxrwAlhkMUVS78,Eddie Rabbitt,51,103735.0
658,5QsUbpxSE8lCZ5ga5rnD22,Eddy Arnold,43,22873.0
659,6j2HWcd7z61iTLbi8eD0hA,Eddy Grant,38,27076.0
660,7j9PMegEgVN1fNp8NZXNCI,The Edgar Winter Group,48,61663.0
661,7j9PMegEgVN1fNp8NZXNCI,The Edgar Winter Group,48,61663.0
662,4awU3JRQXIYoxabdwO92AU,Edie Brickell & New Bohemians,46,44274.0
663,64rxQRJsLgZwHHyWKB8fiF,Eiffel 65,64,123935.0
664,5xO4f5QyPMYnCPRyRveBSD,El DeBarge,45,85659.0
665,3l14gV4hIMAjmo7KUvEWTx,Elastica,42,41452.0
666,7jefIIksOi1EazgRTfW2Pk,Electric Light Orchestra,73,1081266.0
667,5V0MlUE1Bft0mbLlND7FJz,Ella Fitzgerald,69,1158857.0
668,3bhu7P5PfngueRHiB9hjcx,Elle King,66,279553.0
669,0X2BH1fck6amBIoJhDVmmJ,Ellie Goulding,79,5316177.0
670,4am1I89OWXUzFh4ctRLkdd,Elliott Yamin,54,56819.0
671,3Ubvmshojm0HJHWWr4C6GF,Elmo & Patsy,22,1065.0
672,3PhoLpVuITZKcymswpck5b,Elton John,79,1900375.0
673,2BGRfQgtzikz1pzAD0kaEn,Elvis Costello,57,210890.0
674,1c22GXH30ijlOfXhfLz9Df,Elvis Crespo,71,268338.0
675,43ZHCT0cAZBISjO8DG9PnE,Elvis Presley,78,2371792.0
676,7sfgqEdoeBTjd8lQsPT3Cy,Emeli Sandé,70,1455839.0
677,39oSLGo3HkaeYXzUEGgAGQ,EMF,47,22317.0
678,7dGJo4pcD2V6oG8kP0tJRR,Eminem,98,20483532.0
679,5s6TJEuHTr9GR894wc6VfP,Emmylou Harris,60,148041.0
680,64CuUOOirKmdAYLQSfaOyr,The Emotions,63,159892.0
681,7EjxNoVjXo7gL73F2EdXVA,Empire Cast,62,526966.0
682,5fikk4h5qbEebqK2Fc6e48,En Vogue,60,389147.0
683,17XXKfRBMCWvLrqGoNkJXm,Engelbert Humperdinck,57,94624.0
684,01W8kYNqFHyKicPfR0pLwO,England Dan & John Ford Coley,14,11000.0
685,3441uYrkzgTWwjXLd13R0U,Enigma Norteño,62,331447.0
686,3bWuJAAUsvSiavkQHpOlLl,Enoch Light,25,2480.0
687,7qG3b048QCHVRO5Pv1T5lw,Enrique Iglesias,81,7352281.0
688,6uothxMWeLWIhsGeF7cyo4,Enya,74,891819.0
689,3zpKjsMg2gw1St5WcWoUJN,EPMD,54,151321.0
690,0z5DFXmhT4ZNzWElsM7V89,Erasure,63,359165.0
691,6jHG1YQkqgojdEzerwvrVv,Eric B. & Rakim,56,223204.0
692,1kjO72M26jZkv0aaGxJaov,Eric Benét,55,261565.0
693,2ekjTXgjxbWwBX5lTAj4DU,Eric Carmen,61,77592.0
694,2IvkS5MXK0vPGnwyJsrEyV,Eric Church,75,1665992.0
695,6PAt558ZEZl0DmdXlnjMgD,Eric Clapton,74,2200662.0
696,4CxobvwTpmfpIEbkYh4pAb,Eric Johnson,51,96647.0
697,7u6FSuqT3SWE2kO8rNVjfp,Tennessee Ernie Ford,45,22117.0
698,7IfculRW2WXyzNQ8djX8WX,Erykah Badu,68,1227458.0
699,0iOVhN3tnSvgDbcg25JoJb,Etta James,67,738188.0
700,3naY4Tq98GRh9K8xOsINyv,Eugene Ormandy,54,4305.0
701,7Js6Lde8thlIHXggv2SCBz,Europe,66,478086.0
702,0NKDgy9j66h3DLnN8qu1bB,Eurythmics,71,525526.0
703,6fNmOWQzfOVyHLQ2UqUQew,Eva Cassidy,59,157879.0
704,5nGIFgo0shDenQYSE0Sn7c,Evanescence,73,1959287.0
705,4d3yvTptO48nOYTPBcPFZC,Eve,65,406473.0
706,4Eqd24yS5YcxI8b6Xfuwr8,Eve 6,57,148086.0
707,4JCt4xrbbBB9blkKwNlcJ7,"Evelyn ""Champagne"" King",54,105418.0
708,4JCt4xrbbBB9blkKwNlcJ7,"Evelyn ""Champagne"" King",54,105418.0
709,694QW15WkebjcrWgQHzRYF,Everclear,60,313825.0
710,14ZxDAK6ITtZZqPdiWrvSn,Everlast,60,158886.0
711,13ccXrK7AmXb4TddMkE7jy,Everything But The Girl,57,122685.0
712,7K4kPTcSdsMPSgUZuMOBpH,Evie Clair,34,4853.0
713,4r4XYZJUeeKCcrkvi7voDP,Exile,49,5181.0
714,5nPz5R1FDPTMI3Dw4JnTGb,Exposé,46,75870.0
715,0YWxKQj2Go9CGHCp77UOyy,Fabolous,71,906828.0
716,3v4feUQnU3VEUqFrjmtekL,Faces,60,112669.0
717,5NDMothbpdpq2xHqSjrrWn,Faith Evans,69,497449.0
718,25NQNriVT2YbSW80ILRWJa,Faith Hill,64,687323.0
719,6GbCJZrI318Ybm8mY36Of5,Faith No More,64,668349.0
720,0H4lEdOgBhMO4iLjh5eWRp,Falco Van Den Aker,57,369.0
721,4UXqAaa6dQYAk18Lv7PEgX,Fall Out Boy,82,5199413.0
722,7xAcVHPiirnUqfdqo0USb1,Fantasia,58,733280.0
723,7FtVJzRtpQpU61nBwB7cKN,Fastball,53,57590.0
724,1FwGBBwUviGVIeDIByO7u7,Faster Pussycat,43,79676.0
725,3537Phr9t8GWkY2GtxDpnt,Fat Boys,37,63447.0
